IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,DC.TITLE.FILENAME ,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0003_00519,NSF Traineeships,,"Duderstadt, James J.",,2015,1991-03-25,,jjd1215.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00520,"PC-Safety, 1",,"Duderstadt, James J.",,2015,1990-11-19,,jjd1226.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00521,Peter Raven,,"Duderstadt, James J.",,2015,1991-02-07,,jjd1228.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00522,President's House ,,"Duderstadt, James J.",,2015,1991-01-20,,jjd1230.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00523,Press Conference (3/26/91),,"Duderstadt, James J.",,2015,1991-03-26,,jjd1231.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00524,"Public Education 4.2, 1",,"Duderstadt, James J.",,2015,1990-11-06,,jjd1235.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00525,"Regents-December, 1",,"Duderstadt, James J.",,2015,1990-11-22,,jjd1246.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00526,Regents-March,,"Duderstadt, James J.",,2015,1991-03-23,,jjd1248.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00527,Reinventing 2.0,,"Duderstadt, James J.",,2015,1991-01-08,,jjd1251.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00528,"Resource Issues, 1",,"Duderstadt, James J.",,2015,1990-11-15,,jjd1253.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00529,"Santa Fe Institute 1.0, 1",,"Duderstadt, James J.",,2015,1990-11-01,,jjd1255.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00530,Simulator Site Visit,,"Duderstadt, James J.",,2015,1991-03-10,,jjd1261.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00531,"b) Themes of Future, 1",,"Duderstadt, James J.",,2015,1990-11-11,,jjd1264.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00532,"c) Demographics, 1",,"Duderstadt, James J.",,2015,1990-11-11,,jjd1265.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00533,Speech Topics ,,"Duderstadt, James J.",,2015,1991-01-08,,jjd1266.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00534,"Tanner notes,  1",,"Duderstadt, James J.",,2015,1990-12-06,,jjd1276.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00535,Task Assignment,,"Duderstadt, James J.",,2015,1991-01-27,,jjd1277.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00536,Teaching AND Research 2.1,,"Duderstadt, James J.",,2015,1991-02-04,,jjd1278.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00537,Teaching vs. Research 1.3,,"Duderstadt, James J.",,2015,1991-01-20,,jjd1279.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00538,Teaching vs. Research 1.5,,"Duderstadt, James J.",,2015,1991-01-20,,jjd1280.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00539,Teaching vs. Research 1.5,,"Duderstadt, James J.",,2015,1991-01-20,,jjd1282.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00540,"To Do-1991, 1",,"Duderstadt, James J.",,2015,1990-12-07,,jjd1283.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00541,UG Ed 1.8,,"Duderstadt, James J.",,2015,1991-01-20,,jjd1288.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00542,UG Notes,,"Duderstadt, James J.",,2015,1991-01-19,,jjd1289.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00543,"UM Dearborn Comments, 1",,"Duderstadt, James J.",,2015,1990-11-05,,jjd1290.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00544,UM Press/60th,,"Duderstadt, James J.",,2015,1991-03-04,,jjd1292.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00545,UM-WCC Alliance,,"Duderstadt, James J.",,2015,1991-01-21,,jjd1294.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00546,"Visit with science and, 1",,"Duderstadt, James J.",,2015,1990-11-28,,jjd1305.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00547,Women of Color Awards,,"Duderstadt, James J.",,2015,1991-02-21,,jjd1308.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00548,4x6 Template,,"Duderstadt, James J.",,2015,1991-05-29,,jjd1093.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00549,AAU Notes,,"Duderstadt, James J.",,2015,1991-07-18,,jjd1095.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00550,AAU PC,,"Duderstadt, James J.",,2015,1991-05-19,,jjd1096.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00551,Academic Freedom 1.2,,"Duderstadt, James J.",,2015,1991-05-08,,jjd1097.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00552,Academic Values 2.2,,"Duderstadt, James J.",,2015,1991-05-18,,jjd1098.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00553,Academic Values 2.3,,"Duderstadt, James J.",,2015,1991-05-25,,jjd1099.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00554,"Angell Society, Detroit",,"Duderstadt, James J.",,2015,1991-06-10,,jjd1102.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00555,Appro Hear PCSUM,,"Duderstadt, James J.",,2015,1991-04-27,,jjd1104.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00556,Appro Hearings 4.0 ,,"Duderstadt, James J.",,2015,1991-04-27,,jjd1108.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00557,Appro House Repubs,,"Duderstadt, James J.",,2015,1991-06-13,,jjd1109.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00558,Appro Sum,,"Duderstadt, James J.",,2015,1991-04-29,,jjd1110.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00559,Attack on Values 1.0,,"Duderstadt, James J.",,2015,1991-05-12,,jjd1113.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00560,Attack on Values 1.2,,"Duderstadt, James J.",,2015,1991-05-12,,jjd1114.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00561,Big Ten List ,,"Duderstadt, James J.",,2015,1991-06-01,,jjd1119.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00562,Big Ten List ,,"Duderstadt, James J.",,2015,1991-06-01,,jjd1126.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00563,Commence-Cards-JJD-1,,"Duderstadt, James J.",,2015,1991-05-03,,jjd1132.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00564,Commence-JJD Cards,,"Duderstadt, James J.",,2015,1991-05-03,,jjd1134.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00565,Commencement Notes,,"Duderstadt, James J.",,2015,1991-04-27,,jjd1135.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00566,Commencement Thankyou,,"Duderstadt, James J.",,2015,1991-06-10,,jjd1136.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00567,Commencement-JJD Version,,"Duderstadt, James J.",,2015,1991-05-02,,jjd1137.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00568,Commencement/jjd2,,"Duderstadt, James J.",,2015,1991-04-29,,jjd1138.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00569,Commencement/jjd2,,"Duderstadt, James J.",,2015,1991-04-29,,jjd1141.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00570,Engler-BRT,,"Duderstadt, James J.",,2015,1991-04-17,,jjd1145.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00571,EO Salaries,,"Duderstadt, James J.",,2015,1991-08-02,,jjd1146.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00572,Flower Show Opening,,"Duderstadt, James J.",,2015,1991-04-10,,jjd1150.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00573,Ford Oral,,"Duderstadt, James J.",,2015,1991-06-16,,jjd1151.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00574,Ford Testimony,,"Duderstadt, James J.",,2015,1991-06-11,,jjd1152.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00575,Futures Bibliography,,"Duderstadt, James J.",,2015,1991-04-18,,jjd1155.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00576,Futures Notes,,"Duderstadt, James J.",,2015,1991-07-01,,jjd1156.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00577,Gerald R. Ford Colloqium,,"Duderstadt, James J.",,2015,1991-04-10,,jjd1157.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00578,GormanRankings ,,"Duderstadt, James J.",,2015,1991-05-14,,jjd1158.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00579,Governor Arioshi,,"Duderstadt, James J.",,2015,1991-04-04,,jjd1160.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00580,Governor Arioshi,,"Duderstadt, James J.",,2015,1991-04-04,,jjd1164.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00581,Honorary Degree Dinner,,"Duderstadt, James J.",,2015,1991-05-03,,jjd1165.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00582,ICR,,"Duderstadt, James J.",,2015,1991-05-21,,jjd1168.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00583,ICR Points,,"Duderstadt, James J.",,2015,1991-05-17,,jjd1169.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00584,Massey,,"Duderstadt, James J.",,2015,1991-08-03,,jjd1181.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00585,Master speech list,,"Duderstadt, James J.",,2015,1991-05-17,,jjd1182.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00586,MBHEF-5/91,,"Duderstadt, James J.",,2015,1991-05-22,,jjd1184.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00587,MBRT Dinner,,"Duderstadt, James J.",,2015,1991-05-21,,jjd1185.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00588,MICH MANDATE 3 YR UPDATE,,"Duderstadt, James J.",,2015,1991-06-26,,jjd1188.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00589,Michigan Outreach Talk 1.21,,"Duderstadt, James J.",,2015,1991-04-11,,jjd1194.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00590,Michigan Outreach Talk 1.3,,"Duderstadt, James J.",,2015,1991-06-13,,jjd1195.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00591,National Rankings,,"Duderstadt, James J.",,2015,1991-07-21,,jjd1202.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00592,Northwestern Michigan,,"Duderstadt, James J.",,2015,1991-05-31,,jjd1209.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00593,Notes III,,"Duderstadt, James J.",,2015,1991-07-01,,jjd1213.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00594,NSPE Thanks,,"Duderstadt, James J.",,2015,1991-07-24,,jjd1216.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00595,Nursing Centennial (5/2/91),,"Duderstadt, James J.",,2015,1991-05-02,,jjd1217.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00596,Odds and Ends I,,"Duderstadt, James J.",,2015,1991-05-02,,jjd1218.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00597,PC Notes,,"Duderstadt, James J.",,2015,1991-04-24,,jjd1224.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00598,PC Notes-HTS,,"Duderstadt, James J.",,2015,1991-05-16,,jjd1225.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00599,PC/Mandate Addins,,"Duderstadt, James J.",,2015,1991-05-21,,jjd1227.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00600,Public Concerns,,"Duderstadt, James J.",,2015,1991-07-21,,jjd1232.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00601,Regents Annual Report 1.2,,"Duderstadt, James J.",,2015,1991-07-16,,jjd1241.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00602,Regents Budget-91 ,,"Duderstadt, James J.",,2015,1991-07-18,,jjd1242.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00603,Regents Tuition Briefing,,"Duderstadt, James J.",,2015,1991-07-05,,jjd1244.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00604,Regents-June ,,"Duderstadt, James J.",,2015,1991-07-01,,jjd1247.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00605,RESOURCE,,"Duderstadt, James J.",,2015,1991-07-01,,jjd1252.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00606,SAC Meeting,,"Duderstadt, James J.",,2015,1991-07-26,,jjd1254.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00607,Sasakawa Foundation,,"Duderstadt, James J.",,2015,1991-06-03,,jjd1256.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00608,Schembechler Hall Dinner,,"Duderstadt, James J.",,2015,1991-05-28,,jjd1257.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00609,Schembechler Hall,,"Duderstadt, James J.",,2015,1991-05-28,,jjd1258.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00610,SILS Sympsium (5/13/91),,"Duderstadt, James J.",,2015,1991-05-13,,jjd1260.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00611,Spring Commencement Script,,"Duderstadt, James J.",,2015,1991-04-04,,jjd1267.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00612,SS Report Card,,"Duderstadt, James J.",,2015,1991-06-22,,jjd1269.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00613,Steering Committee,,"Duderstadt, James J.",,2015,1991-04-04,,jjd1270.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00614,Strategic Marketing Plan,,"Duderstadt, James J.",,2015,1991-05-03,,jjd1271.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00615,Strategic Marketing Plan 1.1,,"Duderstadt, James J.",,2015,1991-05-03,,jjd1272.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00616,Student Services Revie,,"Duderstadt, James J.",,2015,1991-07-01,,jjd1273.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00617,Summary 1990-91,,"Duderstadt, James J.",,2015,1991-05-12,,jjd1274.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00618,Tanner Meeting,,"Duderstadt, James J.",,2015,1991-07-01,,jjd1275.pdf | jjd1275_bhl-0221c5ba.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00619,Themes for 1991,,"Duderstadt, James J.",,2015,1991-04-13,,jjd1282.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00620,Traineeship 1.1,,"Duderstadt, James J.",,2015,1991-07-18,,jjd1284.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00621,Traxler,,"Duderstadt, James J.",,2015,1991-07-17,,jjd1285.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00622,Trip Notes,,"Duderstadt, James J.",,2015,1991-07-16,,jjd1287.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00623,All Graduate Rankings,,"Duderstadt, James J.",,2015,1991-04-24,,jjd1296.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00624,Coverletter_Rankings,,"Duderstadt, James J.",,2015,1991-05-09,,jjd1297.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00625,Coverletter_Rankings_1.0,,"Duderstadt, James J.",,2015,1991-05-13,,jjd1298.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00626,GormanRankings,,"Duderstadt, James J.",,2015,1991-05-14,,jjd1299.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00627,Independent Rankings ,,"Duderstadt, James J.",,2015,1991-05-14,,jjd1301.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00628,Top 20 Ranking Undergrad,,"Duderstadt, James J.",,2015,1991-04-19,,jjd1302.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00629,Vest Inaugural Lunch,,"Duderstadt, James J.",,2015,1991-05-07,,jjd1304.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00630,VPGR,,"Duderstadt, James J.",,2015,1991-06-10,,jjd1306.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00631,VPGR,,"Duderstadt, James J.",,2015,1991-06-10,,jjd1180.doc,,Office Documents,Closed for research use.,2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00632,VPGR,,"Duderstadt, James J.",,2015,1991-06-10,,jjd1180.pdf,,Office Documents,Closed for research use.,2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00633,VPGR,,"Duderstadt, James J.",,2015,1991-06-10,,jjd1219.doc,,Office Documents,Closed for research use.,2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00634,VPGR,,"Duderstadt, James J.",,2015,1991-06-10,,jjd1219.pdf,,Office Documents,Closed for research use.,2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00635,VPGR,,"Duderstadt, James J.",,2015,1991-06-10,,jjd1268.doc,,Office Documents,Closed for research use.,2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00636,VPGR,,"Duderstadt, James J.",,2015,1991-06-10,,jjd1268.pdf,,Office Documents,Closed for research use.,2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00637,Campaign Finale,,"Duderstadt, James J.",,2015,1991-09-15,,jjd1309.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00638,Campaign Kickoff,,"Duderstadt, James J.",,2015,1991-09-15,,jjd1310.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00639,"Campaign Pitch-Alumni,  1",,"Duderstadt, James J.",,2015,1990-12-03,,jjd1311.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00640,Cazzie,,"Duderstadt, James J.",,2015,1992-06-03,,jjd1312.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00641,Cong Bkft 2.0,,"Duderstadt, James J.",,2015,1992-03-09,,jjd1313.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00642,Congressional Breakfast-92,,"Duderstadt, James J.",,2015,1992-03-07,,jjd1314.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00643,"development Advisory Group,  1",,"Duderstadt, James J.",,2015,1991-12-04,,jjd1315.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00644,Economic Strategy 2.0,,"Duderstadt, James J.",,2015,1992-03-06,,jjd1316.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00645,Essay Subjects,,"Duderstadt, James J.",,2015,1992-04-03,,jjd1318.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00646,Essay-Academic Leadership,,"Duderstadt, James J.",,2015,1992-04-03,,jjd1319.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00647,fiscal video outline,,"Duderstadt, James J.",,2015,1992-04-08,,jjd1320.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00648,Fresh Convocation 4.3,,"Duderstadt, James J.",,2015,1990-08-28,,jjd1321.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_00649,Freshman Parent,,"Duderstadt, James J.",,2015,1991-08-28,,jjd1322.pdf,,Office Documents,Collection is open for research.,2015-12-04,Copyright has been transferred to the Regents of the University of Michigan.,en_US
