ORIGINAL,uri
University of Michigan. College of Engineering.,/agents/corporate_entities/9252
Chicago Workingmen's Home and Medical Mission.,/agents/corporate_entities/9253
Travel Headquarters (Corporation),/agents/corporate_entities/9254
University of Michigan. English Language Institute.,/agents/corporate_entities/9255
University of Michigan. Student Religious Association.,/agents/corporate_entities/9256
Lavender Information and Library Association.,/agents/corporate_entities/9257
"Boyne City, Gaylord and Alpena Railroad Company.",/agents/corporate_entities/9258
University of Michigan. Wildland Management Center.,/agents/corporate_entities/9259
University of Michigan. Center for Afroamerican and African Studies.,/agents/corporate_entities/9260
Young Americans for Freedom.,/agents/corporate_entities/9261
National League of American Pen Women.,/agents/corporate_entities/9262
Robert M. Darvas Associates.,/agents/corporate_entities/9263
Bennington College.,/agents/corporate_entities/9264
"Republican National Convention n (29th : 1968 : Miami Beach, Fla.)",/agents/corporate_entities/9265
Stanford University,/agents/corporate_entities/9266
Organization for Tropical Studies.,/agents/corporate_entities/9267
National Academy of Engineering. Committee for the Review of the Intelligent Vehicle Initiative.,/agents/corporate_entities/9268
United States. Commission on Organization of the Executive Branch of the Government (1947-1949),/agents/corporate_entities/9269
"Citizen Action (Grand Rapids, Mich.)",/agents/corporate_entities/9270
"Nuremberg Medical Trial, Nuremberg, Germany, 1946-1947.",/agents/corporate_entities/9271
Duluth Public Library.,/agents/corporate_entities/9272
Stax Records.,/agents/corporate_entities/9273
Lutheran Church,/agents/corporate_entities/9274
"Prohibition National Convention (1951 : Indianapolis, Ind.)",/agents/corporate_entities/9275
"First Christian Church (Lansing, Mich.)",/agents/corporate_entities/9276
Buckley & Douglas Lumber Company.,/agents/corporate_entities/9277
"Fort Wayne, Jackson & Saginaw Railroad Company.",/agents/corporate_entities/9278
"Lickly Corners Grange, No. 274 (Ransom, Mich. : Township)",/agents/corporate_entities/9279
Ionia County Free Fair (Mich.),/agents/corporate_entities/9280
Agency for Health Care Policy and Research.,/agents/corporate_entities/9281
National Federation of Business and Professional Women's Clubs.,/agents/corporate_entities/9282
Butterfield Michigan Theatres Company.,/agents/corporate_entities/9283
Sons of the American Revolution. Michigan Society. Washtenaw County Chapter No. 1.,/agents/corporate_entities/9284
"Chicago, Cincinnati and Louisville Railroad Company.",/agents/corporate_entities/9285
American Medical Association.,/agents/corporate_entities/9286
"Broadstreet United Presbyterian Church (Detroit, Mich.)",/agents/corporate_entities/9287
American-Arab Anti-Discrimination Committee.,/agents/corporate_entities/9288
University of Michigan. School of Information.,/agents/corporate_entities/9289
"Christ Episcopal Church (Owosso, Mich.) records",/agents/corporate_entities/9290
Chicago Pneumatic Tool Company.,/agents/corporate_entities/9291
"Corson's Cozy Corner Saloon (Ann Arbor, Mich.)",/agents/corporate_entities/9292
"United States. Army. Michigan Cavalry Regiment, 6th (1862-1865). Company A.",/agents/corporate_entities/9293
Olivet Association of Congregational Churches and Ministers (Mich.),/agents/corporate_entities/9294
"St. Thomas Episcopal Church (Battle Creek, Mich.)",/agents/corporate_entities/9295
B.E. Ludwig Store.,/agents/corporate_entities/9296
"St. Peter's Episcopal Church (Tecumseh, Mich.)",/agents/corporate_entities/9297
BRW Inc.,/agents/corporate_entities/9298
University of Michigan. Dept. of Semitics.,/agents/corporate_entities/9299
University of Michigan. U-Move Office.,/agents/corporate_entities/9300
Detroit Public Library.,/agents/corporate_entities/9301
Association of Governing Boards of State Universities and Allied Institutions.,/agents/corporate_entities/9302
Crawford and Manistee River Railway Company.,/agents/corporate_entities/9303
Emergency Peace Campaign (U.S.),/agents/corporate_entities/9304
Hanahau'oli School.,/agents/corporate_entities/9305
Michigan. State Board of Registration for Foresters.,/agents/corporate_entities/9306
Kansas City Southern Railway.,/agents/corporate_entities/9307
Women of Color Career Conference.,/agents/corporate_entities/9308
Kissel Motor Car Company,/agents/corporate_entities/9309
University of Michigan. Department of Otolaryngology.,/agents/corporate_entities/9310
Michigan Republican Newspaper Association.,/agents/corporate_entities/9311
"Bear Creek Grange, No. 1266 (Emmet County, Mich.)",/agents/corporate_entities/9312
Christian Witness and Advocate of Bible Holiness.,/agents/corporate_entities/9313
Allied Citizens for Prohibition.,/agents/corporate_entities/9314
"Michigan Central College (Spring Arbor, Mich.)",/agents/corporate_entities/9315
"Sylvan (Washtenaw County, Mich. : Township)",/agents/corporate_entities/9316
"Ann Arbor Street Art Fair (Ann Arbor, Mich.)",/agents/corporate_entities/9317
"Church of the Holy Family (Rockwood, Mich.)",/agents/corporate_entities/9318
"Charles B. Mears Lumber Company (Ludington, Mich.)",/agents/corporate_entities/9319
Union Pacific Oregon Shortline Railroad.,/agents/corporate_entities/9320
Froebel Study Club of Grand Rapids (Mich.),/agents/corporate_entities/9321
"United States. Army. Illinois Infantry Regiment, 76th (1862-1865). Company E.",/agents/corporate_entities/9322
"St. Aidan's Episcopal Church (Ann Arbor, Mich.)",/agents/corporate_entities/9323
"Briarwood Shopping Center (Ann Arbor, Mich.)",/agents/corporate_entities/9324
Northeast Michigan Community Partnership for Prevention.,/agents/corporate_entities/9325
University of Michigan. Consulting and Support Services.,/agents/corporate_entities/9326
"New Orleans, Natchez & Northwestern Railroad Company of Louisiana.",/agents/corporate_entities/9327
"St. Mary's Episcopal Church (Cadillac, Mich.)",/agents/corporate_entities/9328
"Astor House (Mackinac Island, Mich.)",/agents/corporate_entities/9329
"Church of Christ the King (Kalamazoo, Mich.)",/agents/corporate_entities/9330
Lion Motor Car Company,/agents/corporate_entities/9331
University of Michigan. Martha Cook building.,/agents/corporate_entities/9332
University of Michigan. Program in Conflict Management Alternatives.,/agents/corporate_entities/9333
"Redford Avenue Presbyterian Church (Detroit, Mich.)",/agents/corporate_entities/9334
University of Michigan. Bureau of Business Research.,/agents/corporate_entities/9335
Jennings & Northeastern Railway.,/agents/corporate_entities/9336
Ann Arbor High School (Mich.),/agents/corporate_entities/9337
"Trinity Evangelical Lutheran Church (Hillsdale, Mich.)",/agents/corporate_entities/9338
Philippine Constabulary.,/agents/corporate_entities/9339
University of Michigan. Community Services.,/agents/corporate_entities/9340
Rebel Poets.,/agents/corporate_entities/9341
Association for Computing Machinery.,/agents/corporate_entities/9342
University of Michigan. Program in Protein Structure and Design.,/agents/corporate_entities/9343
"Rockland High School (Rockland, Mich.)",/agents/corporate_entities/9344
University of Michigan. Collegiate Institute for Values and Science.,/agents/corporate_entities/9345
Indiana University,/agents/corporate_entities/9346
Romney Associates.,/agents/corporate_entities/9347
American Society of Landscape Architects.,/agents/corporate_entities/9348
American Lung Association of Southeast Michigan.,/agents/corporate_entities/9349
Ann Arbor Gay Liberation Front.,/agents/corporate_entities/9350
"Prismatic Club (Detroit, Mich.)",/agents/corporate_entities/9351
Methodist Church. Woman's Society of Christian Service.,/agents/corporate_entities/9352
United States. Foreign service.,/agents/corporate_entities/9353
"United States. Army. Michigan Cavalry Regiment, 1st (1861-1866). Company M.",/agents/corporate_entities/9354
Fox Island Lighthouse Association.,/agents/corporate_entities/9355
Affirmations Lesbian/Gay Community Center.,/agents/corporate_entities/9356
"St. John's Episcopal Church (Mount Pleasant, Mich.)",/agents/corporate_entities/9357
"St. Philip's Episcopal Church (Detroit, Mich.)",/agents/corporate_entities/9358
University of Michigan. Alumnae Athena Award Committee.,/agents/corporate_entities/9359
American Legion.,/agents/corporate_entities/9360
"Schlede Bookstore (Ann Arbor, Mich.)",/agents/corporate_entities/9361
"Good Samaritan Hospital (Saginaw, Mich.)",/agents/corporate_entities/9362
Mackinac Transportation Company.,/agents/corporate_entities/9363
Hillcrest Wolverine Open (Golf tournament),/agents/corporate_entities/9364
"Good Shepherd Lutheran Church (Detroit, Mich.)",/agents/corporate_entities/9365
"United States. Army. Michigan Infantry Regiment, 31st (1898-1899)",/agents/corporate_entities/9366
"Little Traverse Bay Bands of Odawa Indians, Michigan.",/agents/corporate_entities/9367
"Michigan Central Railroad Depot (Ann Arbor, Mich.)",/agents/corporate_entities/9368
"St. Paul's Episcopal Church (Marquette, Mich.)",/agents/corporate_entities/9369
University of Michigan. North Campus Planning Committee.,/agents/corporate_entities/9370
"St. Peter's Danish Evangelical Lutheran Church (Detroit, Mich.)",/agents/corporate_entities/9371
Center for New Thinking.,/agents/corporate_entities/9372
University of Michigan. Turner Geriatric Center.,/agents/corporate_entities/9373
European Council for Nuclear Research.,/agents/corporate_entities/9374
University of Michigan. Counseling Services.,/agents/corporate_entities/9375
University of Michigan. Women's League.,/agents/corporate_entities/9376
Detroit & River St. Clair Railway Company.,/agents/corporate_entities/9377
State Psychopathic Hospital at the University of Michigan.,/agents/corporate_entities/9378
"Toledo, Ann Arbor and Jackson Railroad Company.",/agents/corporate_entities/9379
"Artists' Workshop (Detroit, Mich.)",/agents/corporate_entities/9380
National Organization for Women.,/agents/corporate_entities/9381
Bank of Washtenaw.,/agents/corporate_entities/9382
Michigan Environmental Council.,/agents/corporate_entities/9383
"Keith Albee Palace Theatre (Columbus, Ohio)",/agents/corporate_entities/9384
University of Michigan. Secretary.,/agents/corporate_entities/9385
Washtenaw County (Mich.). Board of School Inspectors.,/agents/corporate_entities/9386
Wayne C. Johnson & Associates.,/agents/corporate_entities/9387
University of Michigan. School of Nursing.,/agents/corporate_entities/9388
"St. James' Episcopal Church (Pentwater, Mich.)",/agents/corporate_entities/9389
University of Michigan. A. Alfred Taubman College of Architecture and Urban Planning.,/agents/corporate_entities/9390
University of Michigan. Dept. of Medicine and Surgery.,/agents/corporate_entities/9391
University of Michigan. Program in Public Health Nursing.,/agents/corporate_entities/9392
"Amboy, Lansing and Traverse Bay Railroad Company.",/agents/corporate_entities/9393
University of Michigan. Museum of Paleontology.,/agents/corporate_entities/9394
"Hotel Pontchartrain (Detroit, Mich.)",/agents/corporate_entities/9395
Pacific Islands (Trust Territory). Dept. of Education.,/agents/corporate_entities/9396
"St. Alfred's Episcopal Church (0xford, Mich.)",/agents/corporate_entities/9397
Hoyem-Basso Associates.,/agents/corporate_entities/9398
Tau Beta Pi. Gamma Chapter (University of Michigan),/agents/corporate_entities/9399
"Bach School (Ann Arbor, Mich.)",/agents/corporate_entities/9400
Detroit Soldiers' Home (Mich.),/agents/corporate_entities/9401
University of Michigan. Choral Union.,/agents/corporate_entities/9402
American Social Hygiene Association.,/agents/corporate_entities/9403
Michigan Heart Association.,/agents/corporate_entities/9404
Boys Club of Detroit (Mich.),/agents/corporate_entities/9405
American Liberty League.,/agents/corporate_entities/9406
Administration Building (University of Michigan),/agents/corporate_entities/9407
Republic of New Afrika.,/agents/corporate_entities/9408
Federated Press.,/agents/corporate_entities/9409
Camp Filibert Roth (University of Michigan),/agents/corporate_entities/9410
"Merchants National Bank (Grinnell, Iowa)",/agents/corporate_entities/9411
"St. Joseph's Episcopal Church (Detroit, Mich.)",/agents/corporate_entities/9412
Morton Salt Company.,/agents/corporate_entities/9413
Ann Arbor Handweaver's Guild.,/agents/corporate_entities/9414
"St. Alfred's Episcopal Church (Oxford, Mich.)",/agents/corporate_entities/9415
Michigan. Michigan Environmental Protection Act (1970),/agents/corporate_entities/9416
Post War World Council.,/agents/corporate_entities/9417
Psi Upsilon Fraternity. Phi Chapter (University of Michigan),/agents/corporate_entities/9418
Alpha Kappa Alpha Sorority.,/agents/corporate_entities/9419
National Council of Juvenile Court Justices.,/agents/corporate_entities/9420
"Resurrection Lutheran Church (Saginaw, Mich.)",/agents/corporate_entities/9421
"Eagle Fire Department (Ann Arbor, Mich.)",/agents/corporate_entities/9422
"Maple Grove Grange, No. 1255 (Charlevoix County, Mich.)",/agents/corporate_entities/9423
Emmet County Solid Waste Planning Advisory Committee.,/agents/corporate_entities/9424
Fontana (Ship),/agents/corporate_entities/9425
United States. Dept. of the Interior.,/agents/corporate_entities/9426
"St. Peter's Lutheran Church (Columbus, Ind.)",/agents/corporate_entities/9427
Republican Party (Mich.). Republican State Nationalities Council.,/agents/corporate_entities/9428
United States. Army. Students' Army Training Corps (University of Michigan),/agents/corporate_entities/9429
Women's Defense and Education Committee.,/agents/corporate_entities/9430
"Haley Funeral Home (Southfield, Mich.)",/agents/corporate_entities/9431
Amboy Dukes (Musical group),/agents/corporate_entities/9432
Tau Sigma Delta. Alpha Chapter (University of Michigan),/agents/corporate_entities/9433
Michigan School for the Deaf.,/agents/corporate_entities/9434
"Lund House (Ann Arbor, Mich.)",/agents/corporate_entities/9435
Special Vandenberg Committee of Michigan Newspapermen.,/agents/corporate_entities/9436
Turun Yliopisto. Yleisen Historian Laitos.,/agents/corporate_entities/9437
Manitou and Pike's Peak Railway Company.,/agents/corporate_entities/9438
University of Michigan. Library Council.,/agents/corporate_entities/9439
University of Michigan. School of Dentistry. Dept. of Oral Biology.,/agents/corporate_entities/9440
"United States. Army. Michigan Infantry Regiment, 4th (1861-1864)",/agents/corporate_entities/9441
"Porter Zouave Band (Ann Arbor, Mich.)",/agents/corporate_entities/9442
University of Michigan. Graduate Seminar in Museum Practice.,/agents/corporate_entities/9443
University of Michigan. Dept. of Conservation.,/agents/corporate_entities/9444
University of Michigan. Dept. of Medicine and Surgery. Class of 1886.,/agents/corporate_entities/9445
Alpena Motor Car Company,/agents/corporate_entities/9446
University of Michigan. Linguistic Institute.,/agents/corporate_entities/9447
"Schlanderer House (Ann Arbor, Mich.)",/agents/corporate_entities/9448
Indian Independence League.,/agents/corporate_entities/9449
Schwab Plastics.,/agents/corporate_entities/9450
Mary's City of David.,/agents/corporate_entities/9451
Rossen/Neumann Associates.,/agents/corporate_entities/9452
Association of American Library Schools.,/agents/corporate_entities/9453
University of Michigan. Laing Student Committee.,/agents/corporate_entities/9454
"Doubleday, Page, & Company.",/agents/corporate_entities/9455
University of Michigan. Great Lakes Research Institute.,/agents/corporate_entities/9456
Michigan. Civil Service Study Commission.,/agents/corporate_entities/9457
"University Elementary School (Ann Arbor, Mich.)",/agents/corporate_entities/9458
University of Michigan Hillel.,/agents/corporate_entities/9459
Iron and Steel Club (University of Michigan),/agents/corporate_entities/9460
Huron Mountain Club.,/agents/corporate_entities/9461
MacDonald Broadcasting Company.,/agents/corporate_entities/9462
"Central High School (Detroit, Mich.)",/agents/corporate_entities/9463
"United States. Army. Michigan Infantry Regiment, 8th (1861-1865)",/agents/corporate_entities/9464
Comstock Brothers Lumber Mill.,/agents/corporate_entities/9465
Campaign for Michigan-A Heritage for Leadership.,/agents/corporate_entities/9466
Michigan State Fair.,/agents/corporate_entities/9467
North Russia Expeditionary Force. Mapping Section.,/agents/corporate_entities/9468
"Cosmos Club (Washington, D.C.)",/agents/corporate_entities/9469
International Geographical Union.,/agents/corporate_entities/9470
University of Michigan. Class of 1899.,/agents/corporate_entities/9471
Chrysler Corporation,/agents/corporate_entities/9472
University of Michigan. Chinese Students Club.,/agents/corporate_entities/9473
"Adrian Temporary Correctional Facility (Adrian, Mich.)",/agents/corporate_entities/9474
"Prohibition National Convention (1920 : Lincoln, Neb.)",/agents/corporate_entities/9475
University of Michigan. Bureau of Appointments.,/agents/corporate_entities/9476
University of Michigan. Dept. of Psychology.,/agents/corporate_entities/9477
Methodist Episcopal Church. Niles District (Mich.),/agents/corporate_entities/9478
Michigan Pastors' Conference (University of Michigan),/agents/corporate_entities/9479
"Minneapolis, St. Paul & Sault Ste. Marie Railway Company.",/agents/corporate_entities/9480
Players Club (University of Michigan),/agents/corporate_entities/9481
American Neutral Conference Committee.,/agents/corporate_entities/9482
University of Michigan. Great Lakes and Marine Waters Center.,/agents/corporate_entities/9483
Fellowship of Methodist Pacifists.,/agents/corporate_entities/9484
"Jerome B. Wiesner Symposium (Ann Arbor, Mich.)",/agents/corporate_entities/9485
Great Lakes Engineering Works.,/agents/corporate_entities/9486
University of Michigan. Alumnae Club of Ann Arbor. Alva Gordon Sink Group.,/agents/corporate_entities/9487
"Bethel A.M.E. Church (Detroit, Mich.)",/agents/corporate_entities/9488
St. Mary's Canal Mineral Land Company.,/agents/corporate_entities/9489
Western Intercollegiate Hockey League.,/agents/corporate_entities/9490
"Faith Lutheran Church (Okemos, Mich.)",/agents/corporate_entities/9491
United States. National Labor Relations Board.,/agents/corporate_entities/9492
U-M Sexual Assault Prevention and Awareness Center.,/agents/corporate_entities/9493
National Association of the Physically Handicapped.,/agents/corporate_entities/9494
Raoul Wallenberg lecture.,/agents/corporate_entities/9495
Midwest Nursing Research Society.,/agents/corporate_entities/9496
"St. Mark's Congregational Church (Detroit, Mich.)",/agents/corporate_entities/9497
International Congress for Modern Architecture.,/agents/corporate_entities/9498
Ann Arbor High School (Mich.). Class of 1966.,/agents/corporate_entities/9499
"First Congregational Unitarian Society (Detroit, Mich.)",/agents/corporate_entities/9500
Michigan Garden Clubs.,/agents/corporate_entities/9501
Ann Arbor Citizens' Council.,/agents/corporate_entities/9502
Order of the Amaranth,/agents/corporate_entities/9503
University of Michigan. Dept. of Endodontics.,/agents/corporate_entities/9504
Wellness HIV/AIDS Services.,/agents/corporate_entities/9505
East Jordan & Southern Railroad Company.,/agents/corporate_entities/9506
American National Red Cross. Washtenaw County Chapter.,/agents/corporate_entities/9507
Solvay Process Company.,/agents/corporate_entities/9508
University of Michigan. Sesquicentennial Celebration.,/agents/corporate_entities/9509
New York World's Fair (1939-1940),/agents/corporate_entities/9510
Menominee River Boom Company.,/agents/corporate_entities/9511
"Pioneer Grange, No. 811 (Oscoda County, Mich.)",/agents/corporate_entities/9512
Republican National Committee (U.S.),/agents/corporate_entities/9513
Huber Automobile Company,/agents/corporate_entities/9514
Detroit University School.,/agents/corporate_entities/9515
East Medical Building (University of Michigan),/agents/corporate_entities/9516
University of Michigan. Housing Division.,/agents/corporate_entities/9517
University Research Association.,/agents/corporate_entities/9518
"Advent Lutheran Church (Detroit, Mich.)",/agents/corporate_entities/9519
Detroit Holiness Tabernacle (Mich.),/agents/corporate_entities/9520
Ellis Island Immigration Station (N.Y. and N.J.),/agents/corporate_entities/9521
United States. Office of Education.,/agents/corporate_entities/9522
International Association of Bridge and Structural Iron Workers.,/agents/corporate_entities/9523
Wayne State University.,/agents/corporate_entities/9524
University of Michigan. Executive Education Center.,/agents/corporate_entities/9525
Michigan Citizens for Humphrey and Muskie.,/agents/corporate_entities/9526
Duderstadt Center.,/agents/corporate_entities/9527
National Cathedral Association.,/agents/corporate_entities/9528
"St. Andrew's Church (Saginaw, Mich.)",/agents/corporate_entities/9529
"Church of the Carpenter (Marlette, Mich.)",/agents/corporate_entities/9530
Citizens for Community.,/agents/corporate_entities/9531
Ku Klux Klan (1915- ),/agents/corporate_entities/9532
Michigan Outdoor Writers Association.,/agents/corporate_entities/9533
Order of the Eastern Star.,/agents/corporate_entities/9534
"Altman Miller Company (Lansing, Mich.)",/agents/corporate_entities/9535
Southeast Michigan Regional Ethnic Heritage Studies Center.,/agents/corporate_entities/9536
University of Michigan. Office of International Programs.,/agents/corporate_entities/9537
Detroit (Mich.). Fire Department.,/agents/corporate_entities/9538
Fargo Motor Corporation,/agents/corporate_entities/9539
University of Michigan. Law Library.,/agents/corporate_entities/9540
"United States. Army. Missouri Cavalry, 2nd.",/agents/corporate_entities/9541
Chung-kuo kuo min tang.,/agents/corporate_entities/9542
Pennsylvania State University.,/agents/corporate_entities/9543
"Woody Pontiac Sales (Hamtramck, Mich.)",/agents/corporate_entities/9544
"Evangelical Lutheran Church of the Resurrection (Detroit, Mich.)",/agents/corporate_entities/9545
"Jones School (Ann Arbor, Mich.)",/agents/corporate_entities/9546
American College of Surgeons.,/agents/corporate_entities/9547
Congress of Racial Equality.,/agents/corporate_entities/9548
Presbyterian Church (U.S.A.),/agents/corporate_entities/9549
Ford Motor Company.,/agents/corporate_entities/9550
University of Michigan. Dept. of Physics.,/agents/corporate_entities/9551
Willow Run Laboratories.,/agents/corporate_entities/9552
"Wheeler House (Ann Arbor, Mich.)",/agents/corporate_entities/9553
University of Michigan. Dept. of Sociology.,/agents/corporate_entities/9554
University of Michigan. Navy V-12 Program.,/agents/corporate_entities/9555
Griffins (University of Michigan),/agents/corporate_entities/9556
United States. Work Projects Administration.,/agents/corporate_entities/9557
Democratic National Committee (U.S.). Women's Division.,/agents/corporate_entities/9558
Reuters Ltd.,/agents/corporate_entities/9559
Denver and Rio Grande Railroad Company.,/agents/corporate_entities/9560
University of Michigan. Civil Liberties Board.,/agents/corporate_entities/9561
University of Michigan. Scientific Expedition to Lake Superior (1868),/agents/corporate_entities/9562
University of Michigan. University Health Service.,/agents/corporate_entities/9563
Nash Motors Company,/agents/corporate_entities/9564
Corporation for Public Broadcasting.,/agents/corporate_entities/9565
University of Michigan. Extension Service.,/agents/corporate_entities/9566
"Democratic National Convention (1964 : Atlantic City, N.J.)",/agents/corporate_entities/9567
Student Advocacy Center of Michigan.,/agents/corporate_entities/9568
Vanderbilt University.,/agents/corporate_entities/9569
Ann Arbor Alliance for Achievement in Academics and the Arts.,/agents/corporate_entities/9570
University of Michigan. Great Lakes Resource Management Program.,/agents/corporate_entities/9571
University of Michigan. Photo and Campus Service.,/agents/corporate_entities/9572
Corporation for Enterprise Development.,/agents/corporate_entities/9573
Kiwanis Clubs.,/agents/corporate_entities/9574
National Loan and Investment Company.,/agents/corporate_entities/9575
Plain Brown Wrapper (Musical group),/agents/corporate_entities/9576
Michigan Repertory Players.,/agents/corporate_entities/9577
University of Michigan. Homoeopathic Hospital.,/agents/corporate_entities/9578
"Duluth, Missabe and Iron Range Railway.",/agents/corporate_entities/9579
University of Michigan. Vocational Education Dept.,/agents/corporate_entities/9580
Gilbert (Ship),/agents/corporate_entities/9581
Ann Arbor (Mich.). Citizens' Committee on Community Development.,/agents/corporate_entities/9582
Cheboygan County (Mich.). Board of Supervisors.,/agents/corporate_entities/9583
Keweenaw Central Railroad.,/agents/corporate_entities/9584
"Union Theological Seminary (New York, N.Y.)",/agents/corporate_entities/9585
"Breed House (Ann Arbor, Mich.)",/agents/corporate_entities/9586
"Portland Cement Company (Alpena, Mich.)",/agents/corporate_entities/9587
Detroit (Mich.). Commission on Children and Youth.,/agents/corporate_entities/9588
Swanson Associates.,/agents/corporate_entities/9589
Western and Atlantic Railroad Company.,/agents/corporate_entities/9590
Food Service Building (University of Michigan),/agents/corporate_entities/9591
University of Michigan. Professional Theatre Program.,/agents/corporate_entities/9592
"Burton Center Grange, No. 1072 (Genesee County, Mich.)",/agents/corporate_entities/9593
Yost Field House (University of Michigan),/agents/corporate_entities/9594
Society of Friends,/agents/corporate_entities/9595
Detroit Public Schools.,/agents/corporate_entities/9596
National Association for the Advancement of Colored People. Michigan Branch.,/agents/corporate_entities/9597
"Hellmuth, Obata & Kassabaum.",/agents/corporate_entities/9598
"United States. Army. Michigan Infantry Regiment, 8th (1861-1865). Company A.",/agents/corporate_entities/9599
University of Michigan. Class of 1914.,/agents/corporate_entities/9600
United States. Dept. of Housing and Urban Development.,/agents/corporate_entities/9601
Calumet and Hecla Mining Company.,/agents/corporate_entities/9602
"Louis Sands Salt and Lumber Company (Manistee, Mich.)",/agents/corporate_entities/9603
Central Pacific Railway Company.,/agents/corporate_entities/9604
Michigan Sea Grant Program.,/agents/corporate_entities/9605
American Association of State Highway Officials.,/agents/corporate_entities/9606
Women's Research Club (University of Michigan),/agents/corporate_entities/9607
University of Michigan. Bureau of Accreditation and School Improvement Studies.,/agents/corporate_entities/9608
Motor Wagon Company,/agents/corporate_entities/9609
"Riverside Cemetery Association (Vassar, Mich.)",/agents/corporate_entities/9610
University of Michigan. Dept. of Anatomy and Cell Biology.,/agents/corporate_entities/9611
Cutler & Savidge Lumber Company.,/agents/corporate_entities/9612
"Morrissey, Lewis A.",/agents/corporate_entities/9613
American Committee for the Protection of the Foreign Born.,/agents/corporate_entities/9614
Alan M. Voorhees & Associates.,/agents/corporate_entities/9615
Society of Minority Engineering Students (University of Michigan),/agents/corporate_entities/9616
Fenton & Long Lake Railroad.,/agents/corporate_entities/9617
"Leoni Wesleyan Church (Leoni, Mich.)",/agents/corporate_entities/9618
"St. Mark's Episcopal Church (Coldwater, Mich.)",/agents/corporate_entities/9619
Ann Arbor Ministerial Association (Mich.),/agents/corporate_entities/9620
Iron League of New York.,/agents/corporate_entities/9621
Michigan Foundations (Organization),/agents/corporate_entities/9622
"Shrine of the Little Flower (Royal Oak, Mich.)",/agents/corporate_entities/9623
Detroit Classical Academy.,/agents/corporate_entities/9624
"Washtenaw-Wayne Pomona Grange, No. 7 (Washtenaw County, Mich.)",/agents/corporate_entities/9625
Ann Arbor (Mich.). Community Planning and Management.,/agents/corporate_entities/9626
Advances in Surgery Conference.,/agents/corporate_entities/9627
