ORIGINAL,uri
"Rockefeller, David, 1915-",/agents/people/10125
"Rosinger, Lawrence K. (Lawrence Kaelter), 1915-",/agents/people/10126
"Sancton, Thomas Wolfe, 1915-",/agents/people/10127
"Sass, Samuel, 1915-",/agents/people/10128
"Seashore, Stanley E. (Stanley Emanuel), 1915-",/agents/people/10129
"Stanczyk, Benjamin C. (Benjamin Conrad), 1915-",/agents/people/10130
"Washburn, Abbott McConnell, 1915-",/agents/people/10131
"Weeks, Robert P. (Robert Percy), 1915-",/agents/people/10132
"Yost, Lawrence, 1915-",/agents/people/10133
"Ayres, William H. (William Hanes), 1916-",/agents/people/10134
"Casey, Genevieve M., 1916-",/agents/people/10135
"DeLano, Fred H., 1916-",/agents/people/10136
"Downs, Tom, 1916-",/agents/people/10137
"Elliott, Arthur G., 1916-",/agents/people/10138
"Farnum, Billie S. (Billie Sunday), 1916-",/agents/people/10139
"Ferrazza, Jess, 1916-",/agents/people/10140
"Fleming, R.W. (Robben Wright), 1916-",/agents/people/10141
"Frelinghuysen, Peter Hood Ballantine, 1916-",/agents/people/10142
"Hendel, Fred, 1916-.",/agents/people/10143
"Henderson, John W. (John Woodworth), 1916-",/agents/people/10144
"Joiner, Charles Wycliffe, 1916-",/agents/people/10145
"Kleiner, A. Robert, 1916-",/agents/people/10146
"Lansing, Marjorie, 1916-",/agents/people/10147
"Lawrence, Howard Cyrus, 1916-",/agents/people/10148
"Menuhin, Yehudi, 1916-",/agents/people/10149
"Peck, Gregory, 1916-",/agents/people/10150
"Quillico, Walter H., 1916-",/agents/people/10151
"Sheffield, Horace Linsey, 1916-",/agents/people/10152
"Slusser, Robert M., 1916-",/agents/people/10153
"Bennison, Charles E., 1917-",/agents/people/10154
"Bordin, Ruth Birgitta Anderson, 1917-",/agents/people/10155
"Catford, J. C. (John Cunnison), 1917-",/agents/people/10156
"Conway, Jack T., 1917-",/agents/people/10157
"Freedman, Ronald 1917-",/agents/people/10158
"Gressman, Eugene, 1917-",/agents/people/10159
"Haener, Dorothy, 1917-",/agents/people/10160
"Henderson, Erma, 1917-",/agents/people/10161
"Horvath, William J., 1917-",/agents/people/10162
"Leach, Russell, 1917-",/agents/people/10163
"Lohbeck, Donald, 1917-",/agents/people/10164
"MacCoby, Eleanor E., 1917-",/agents/people/10165
"Mann, Floyd Christopher, 1917-",/agents/people/10166
"Neal, Arline, 1917-",/agents/people/10167
"Parks, Lyman S., 1917-",/agents/people/10168
"Radock, Michael, 1917-",/agents/people/10169
"Sawyer, Thomas Mitchell, 1917-",/agents/people/10170
"Stanford, George Alonzo, 1917-",/agents/people/10171
"Beauvais, Francis N., 1918-",/agents/people/10172
"Cederberg, Elford Alfred, 1918-",/agents/people/10173
"Gajec, Edward, 1918-",/agents/people/10174
"Gomberg, H. J. (Henry Jacob), 1918-",/agents/people/10175
"Graham, Billy, 1918-",/agents/people/10176
"Heyns, Roger William, 1918-",/agents/people/10177
"Kahn, Robert Louis, 1918-",/agents/people/10178
"Keller, Geoffrey, 1918-",/agents/people/10179
"McGraw, Harold Whittlesey, 1918-",/agents/people/10180
"Morgan, James N., 1918-",/agents/people/10181
"Nelson, Lyle Morgan, 1918-",/agents/people/10182
"O'Gara, James Vincent, 1918-",/agents/people/10183
"Parkinson, William Charles, 1918-",/agents/people/10184
"Pierce, Austin Keith, 1918-",/agents/people/10185
"Proffitt, Roy Franklin, 1918-",/agents/people/10186
"Rahn, Sheldon Lloyd, 1918-",/agents/people/10187
"Rector, Gail Wesley, 1918-",/agents/people/10188
"Reed, John Wesley, 1918-",/agents/people/10189
"Suits, Daniel Burbidge, 1918-",/agents/people/10190
"Wilson, Andrew F., 1918-",/agents/people/10191
"Wright, Charles H., 1918-",/agents/people/10192
"Allen, B. E. (Basil Ernest), 1919-",/agents/people/10193
"Allen, Frances Alfred, 1919-",/agents/people/10194
"Allen, Francis Alfred, 1919-",/agents/people/10195
"De La Cruz, Jessie Lopez, 1919-",/agents/people/10196
"Festinger, Leon, 1919-",/agents/people/10197
"Gill, Etta Margaret Lawrence, 1919-",/agents/people/10198
"Hubbard, William Neill, 1919-",/agents/people/10199
"Lane, Charles W. (Charles Wesley), 1919-",/agents/people/10200
"Lee, Gilbert Lamont, 1919-",/agents/people/10201
"Levinson, Harold Myer, 1919-",/agents/people/10202
"Lytle, R. J., 1919-",/agents/people/10203
"Murphey, Rhoads, 1919-",/agents/people/10204
"Nabozny, Helen, 1919-",/agents/people/10205
"Neal, Fannie, 1919-",/agents/people/10206
"Steeh, George C., 1919-",/agents/people/10207
"Stephenson, Robert L. (Robert Lloyd), 1919-",/agents/people/10208
"Townsend, Lynn A. (Lynn Alfred), 1919-",/agents/people/10209
"Fine, Sidney, 1920- collector.",/agents/people/10210
"Berry, Michael, 1920-",/agents/people/10211
"Bidlack, Russell E. (Russell Eugene), 1920-",/agents/people/10212
"Buchele, Luther H., 1920-",/agents/people/10213
"Burnett, Patricia Hill, 1920-",/agents/people/10214
"Corsa, Leslie, 1920-",/agents/people/10215
"Fine, Sidney, 1920-",/agents/people/10216
"Hastorf, Albert H., 1920-",/agents/people/10217
"Kasha, Michael, 1920-",/agents/people/10218
"McCracken, Marian, 1920-",/agents/people/10219
"Mueller, Eva, 1920-",/agents/people/10220
"Overberger, C. G. (Charles Gilbert), 1920-",/agents/people/10221
"Ransom, Jeanne Bailey, 1920-",/agents/people/10222
"Vainstein, Rose, 1920-",/agents/people/10223
"Bigelow, Martha Mitchell, 1921-",/agents/people/10224
"Bowman, John T., 1921-",/agents/people/10225
"Coon, Minor Jesser, 1921-",/agents/people/10226
"Findley, Paul, 1921-",/agents/people/10227
"Gates, David Murray, 1921-",/agents/people/10228
"Glenn, John, 1921-",/agents/people/10229
"Jefferson, Alexander, 1921-",/agents/people/10230
"Kelsey, John T., 1921-",/agents/people/10231
"Lindemer, Lawrence B. 1921-",/agents/people/10232
"McGuire, Matthew F., 1921-",/agents/people/10233
"McKeachie, Wilbert James, 1921-",/agents/people/10234
"McNamee, Ruth Braden, 1921-",/agents/people/10235
"Oshima, Keiichi, 1921-",/agents/people/10236
"Pelz, Donald Campbell, 1921-",/agents/people/10237
"Weyher, Harry Frederick, 1921-",/agents/people/10238
"Williams, Wallace C., 1921-",/agents/people/10239
"Anderson, John Bayard, 1922-",/agents/people/10240
"Anthony, Edward Mason, 1922-",/agents/people/10241
"Brazer, Harvey Elliot, 1922-",/agents/people/10242
"Eaton, Leonard K., 1922-",/agents/people/10243
"Freedman, David Noel, 1922-",/agents/people/10244
"Gurin, Gerald, 1922-",/agents/people/10245
"Harvey, James, 1922-",/agents/people/10246
"Hulcher, Wendell Elsworth, 1922-",/agents/people/10247
"Jacquez, John A. (John Alfred), 1922-",/agents/people/10248
"Keith, Damon J. (Damon Jerome), 1922-",/agents/people/10249
"Lehmann, Charles Frederick, 1922-",/agents/people/10250
"Mason, Loraine Olsen, 1922-",/agents/people/10251
"McCarus, Ernest N. (Ernest Nasseph), 1922-",/agents/people/10252
"Meagher, John Patrick, 1922-",/agents/people/10253
"Milliken, Helen, 1922-",/agents/people/10254
"Milliken, William G., 1922-",/agents/people/10255
"Mulligan, Joan Elizabeth, 1922-",/agents/people/10256
"Sallade, George Wahr, 1922-",/agents/people/10257
"Schachter, Stanley, 1922-",/agents/people/10258
"Steiner, Peter Otto, 1922-",/agents/people/10259
"VanderVeen, Richard Franklin, 1922-",/agents/people/10260
"Ver Steeg, Clarence Lester, 1922-",/agents/people/10261
"Ashley, Thomas William Ludlow, 1923-",/agents/people/10262
"Bassett, Leslie, 1923-",/agents/people/10263
"Bonk, Wallace John, 1923-",/agents/people/10264
"Chavis, John, 1923-",/agents/people/10265
"Fitt, Alfred Bradley, 1923-",/agents/people/10266
"Hansknecht, Joseph L, 1923-",/agents/people/10267
"Hellyer, Paul Theodore, 1923-",/agents/people/10268
"Kissinger, Henry, 1923-",/agents/people/10269
"Loomis, Ralph A., 1923-",/agents/people/10270
"Mayer, William E., 1923-",/agents/people/10271
"Metcalf, Robert Clarence, 1923-",/agents/people/10272
"Siegel, K. M. (Keeve Milton), 1923-",/agents/people/10273
"Bush, George, 1924-",/agents/people/10274
"Carter, Jimmy, 1924-",/agents/people/10275
"Engel, Albert Joseph, 1924-",/agents/people/10276
"Fitzgerald, John Warner, 1924-",/agents/people/10277
"Fraser, Donald Mackay, 1924-",/agents/people/10278
"Haig, Alexander Meigs, 1924-",/agents/people/10279
"José, F. Sionel (Francisco Sionel), 1924-",/agents/people/10280
"Kelley, Frank J. (Frank Joseph), 1924-",/agents/people/10281
"Miller, Warren E. (Warren Edward), 1924-",/agents/people/10282
"Ravitz, Mel, 1924-",/agents/people/10283
"Roberts, Geraldine, 1924-",/agents/people/10284
"Van Buren, Paul Matthews, 1924-",/agents/people/10285
"Vivian, Weston Edward, 1924-",/agents/people/10286
"Brown, Donald R., 1925-",/agents/people/10287
"Bush, Barbara, 1925-",/agents/people/10288
"Cutler, Richard Loyd, 1925-",/agents/people/10289
"Evans, Daniel J., 1925-",/agents/people/10290
"Fuller, Barbara, 1925-",/agents/people/10291
"Gribbs, Roman S., 1925-",/agents/people/10292
"Howe, Robert Milton, 1925-",/agents/people/10293
"Jones, Lawrence W. (Lawrence William), 1925-",/agents/people/10294
"Leskinski, T. John, 1925-",/agents/people/10295
"Margolis, Philip M., 1925-",/agents/people/10296
"Matthaei, Frederick Carl, 1925-",/agents/people/10297
"Mitchell, Richard P. (Richard Paul), 1925-",/agents/people/10298
"Nedzi, Lucien, 1925-",/agents/people/10299
"Romani, John Henry, 1925-",/agents/people/10300
"Singer, J. David (Joel David), 1925-",/agents/people/10301
"Souris, Theodore, 1925-",/agents/people/10302
"Swainson, John Burley, 1925-",/agents/people/10303
"Van Dusen, Richard C. (Richard Campbell), 1925-",/agents/people/10304
"Elizabeth II, Queen of Great Britain, 1926-",/agents/people/10305
"Agranoff, Bernard W., 1926-",/agents/people/10306
"Ball, Robert P., 1926-",/agents/people/10307
"Clevenger, Raymond Francis, 1926-",/agents/people/10308
"Douvan, Elizabeth Ann Malcolm, 1926-",/agents/people/10309
"Ginsberg, Allen, 1926-",/agents/people/10310
"Juster, F. Thomas (Francis Thomas), 1926-",/agents/people/10311
"Lewis, Donald J. (Donald John), 1926-",/agents/people/10312
"Ruppe, Philip E., 1926-",/agents/people/10313
"Stephenson, James E., 1926-",/agents/people/10314
"Whiting, Allen Suess, 1926-",/agents/people/10315
"Williams, Stephen, 1926-",/agents/people/10316
"Beeton, Alfred Merle, 1927-",/agents/people/10317
"Belafonte, Harry, 1927-",/agents/people/10318
"Brickley, James E., 1927-",/agents/people/10319
"Callow, Laura Callow, 1927-",/agents/people/10320
"Callow, Laura Carter, 1927-",/agents/people/10321
"Converse, Jean M., 1927-",/agents/people/10322
"Dawson, William Ryan, 1927-",/agents/people/10323
"Esch, Marvin Lionel, 1927-",/agents/people/10324
"Floyd, John C., 1927-",/agents/people/10325
"Ford, William D. (William David), 1927-",/agents/people/10326
"Lanham, John, 1927-",/agents/people/10327
"Mason, Philip P. (Philip Parker), 1927-",/agents/people/10328
"Radulovich, Milo, 1927?-",/agents/people/10329
"Stokes, Donald Elkinton, 1927-",/agents/people/10330
"Towner, Charles R., 1927-",/agents/people/10331
"Warner, Robert Mark, 1927-",/agents/people/10332
"Bassett, David R., 1928-",/agents/people/10333
"Bayh, Birch, 1928-",/agents/people/10334
"Breck, Samuel L., 1928-",/agents/people/10335
"Converse, Philip E., 1928-",/agents/people/10336
"Galler, Bernard A., 1928-",/agents/people/10337
"Howe, Gordie, 1928-",/agents/people/10338
"Kennedy, Ethel, 1928-",/agents/people/10339
"Lucas, William, 1928-",/agents/people/10340
"Mondale, Walter F., 1928-",/agents/people/10341
"Peurala, Alice, 1928-",/agents/people/10342
"Roberts, Lillian, 1928-",/agents/people/10343
"Slavens, Thomas P., 1928-",/agents/people/10344
"Smit, Raymond J., 1928-",/agents/people/10345
"Tydings, Joseph Davies, 1928-",/agents/people/10346
"Binkowski, Don, 1929-",/agents/people/10347
"Bruff, John B. (John Bowman), 1929-",/agents/people/10348
"Conyers, John, 1929-",/agents/people/10349
"Frey, Charles F., 1929-",/agents/people/10350
"Hall, Gwendolyn Midlo, 1929-",/agents/people/10351
"Nethercut, LaVerne Schmitkons, 1929-",/agents/people/10352
"Nordby, Virginia, 1929-",/agents/people/10353
"Paul, Ara G. (Ara Garo), 1929-",/agents/people/10354
"Roach, Thomas A., 1929-",/agents/people/10355
"St. Antoine, Theodore J., 1929-",/agents/people/10356
"Feinstein, Otto, 1930-",/agents/people/10357
"Harris, Fred R., 1930-",/agents/people/10358
"Kahn, Raymond H., 1930-",/agents/people/10359
"Lawrence, Gordon D., 1930-",/agents/people/10360
"McNeely, James, 1930-",/agents/people/10361
"Mondale, Joan Adams, 1930-",/agents/people/10362
"Pierce, Edward, 1930-",/agents/people/10363
"Ragone, David V., 1930-",/agents/people/10364
"Shibata, Shingo, 1930-",/agents/people/10365
"Snyder, Gary, 1930-",/agents/people/10366
"Stevenson, Adlai E. (Adlai Ewing), 1930-",/agents/people/10367
"Toy, James W., 1930-",/agents/people/10368
"Werner, William A., 1930-",/agents/people/10369
"Cohen, Carl, 1931-",/agents/people/10370
"Dunne, Jim, 1931-",/agents/people/10371
"Gibb, Russ, 1931-",/agents/people/10372
"Gronvall, John Arnold, 1931-",/agents/people/10373
"Huddleston, Eugene L., 1931-",/agents/people/10374
"Hudson, Joseph L. (Joseph Lowthian), 1931-",/agents/people/10375
"Levin, Sander, 1931-",/agents/people/10376
"Neidhardt, Frederick C. (Frederick Carl), 1931-",/agents/people/10377
"Zorn, Jens C., 1931-",/agents/people/10378
"Abrams, G. D. (Gerald David), 1932-",/agents/people/10379
"Dodge, Earl Farwell, 1932-",/agents/people/10380
"Freed, Donald, 1932-",/agents/people/10381
"Gilman, Sid, 1932-",/agents/people/10382
"Lawrence, Walter A., 1932-",/agents/people/10383
"McLaughlin, William F., 1932-",/agents/people/10384
"Robinson, Jay L., 1932-",/agents/people/10385
"Akihito, Crown Prince, son of Hirohito, Emperor of Japan, 1933-",/agents/people/10386
"Dukakis, Michael S. (Michael Stanley), 1933-",/agents/people/10387
"George, Emery Edward, 1933-",/agents/people/10388
"Mann, Richard D. (Richard Dewey), 1933-",/agents/people/10389
"Meredith, James, 1933-",/agents/people/10390
"Mitchell, George J. (George John), 1933-",/agents/people/10391
"Nederlander, Robert E., 1933-",/agents/people/10392
"Turcotte, Jeremiah G., 1933-",/agents/people/10393
"Beckley, Robert Mark, 1934-",/agents/people/10394
"Cash, Norman, 1934-",/agents/people/10395
"D'Arms, John H., 1934-",/agents/people/10396
"Israel, Jerold H., 1934-",/agents/people/10397
"Kaline, Albert William, 1934-",/agents/people/10398
"Kefauver, Lee, 1934-",/agents/people/10399
"Merrill, Barbara, 1934-",/agents/people/10400
"Montgomery, Patricia Clancy, 1934-",/agents/people/10401
"Nader, Ralph, 1934-",/agents/people/10402
"Onorato, Michael Paul, 1934-",/agents/people/10403
"Sandalow, Terrance, 1934-",/agents/people/10404
"Smith, Gloria R., 1934-",/agents/people/10405
"Tanton, John, 1934-",/agents/people/10406
"Bstan-'dzin-rgya-mtsho, Dalai Lama XIV, 1935-",/agents/people/10407
"Collins, John J. (John Joseph), 1935-",/agents/people/10408
"Crawford, Richard (1935- )",/agents/people/10409
"Dellums, Ronald V., 1935-",/agents/people/10410
"DuPont, Pierre Samuel, 1935-",/agents/people/10411
"Hunt, Richard, 1935-",/agents/people/10412
"Paul, Ron, 1935-",/agents/people/10413
"Shapiro, Harold T., 1935-",/agents/people/10414
"Adams, Charles G. (Charles Gilchrist), 1936-",/agents/people/10415
"Constantinides, Kathy, 1936-",/agents/people/10416
"Killebrew, Harmon Clayton, 1936-",/agents/people/10417
"Roe, Jerry D., 1936-",/agents/people/10418
"Schwartz, Elliott, 1936-",/agents/people/10419
"Sheppard, Glen, 1936-",/agents/people/10420
"Zimmerman, William, 1936-",/agents/people/10421
"Byington, S. John, 1937-",/agents/people/10422
"Cole, Sandra S., 1937-",/agents/people/10423
"Edington, D. W., 1937-",/agents/people/10424
"Fonda, Jane, 1937-",/agents/people/10425
"Guillemin, V., 1937-",/agents/people/10426
"Monaghan, Tom, 1937-",/agents/people/10427
"Osborn, June E., 1937-",/agents/people/10428
"Van Meter, Margie J., 1937-",/agents/people/10429
"Williams, W. L. (William Lee), 1937-",/agents/people/10430
"Alexander, William, 1938-",/agents/people/10431
"Oksenberg, Michael, 1938-",/agents/people/10432
"Oksenberg, Michel, 1938-",/agents/people/10433
"Power, Philip H. (Philip Harwick), 1938-",/agents/people/10434
"Riegle, Donald W., 1938-",/agents/people/10435
"Atwood, Margaret, 1939-",/agents/people/10436
"Belcher, Louis D., 1939-",/agents/people/10437
"Connerly, Ward, 1939-",/agents/people/10438
"Fulton, William, 1939-",/agents/people/10439
"Kelley, William N. 1939-",/agents/people/10440
"Marks, Gregory, 1939-",/agents/people/10441
"Parsons, Jeffrey R. 1939-",/agents/people/10442
"Potter, Paul, 1939-",/agents/people/10443
"Storms, Roger C. (Roger Clair), 1939-",/agents/people/10444
"Wright, Susan, 1939-",/agents/people/10445
"Cerf, Vinton G., 1940-",/agents/people/10446
"Davis, James Edward, 1940-",/agents/people/10447
"Foster, Madison, 1940-",/agents/people/10448
"Jabara, Abdeen, 1940-",/agents/people/10449
"Lewis, John, 1940-",/agents/people/10450
"Marwil, Jonathan, 1940-",/agents/people/10451
"Sinclair, Leni, 1940-",/agents/people/10452
"Gephardt, Richard A. (Richard Andrew), 1941-",/agents/people/10453
"Jackson, Jesse, 1941-",/agents/people/10454
"Oswald, Marina, 1941-",/agents/people/10455
"Ragland-Sullivan, Ellie, 1941-",/agents/people/10456
"Sinclair, John, 1941-",/agents/people/10457
"Swain, Mary Ann Price, 1941-",/agents/people/10458
"Yates, Peter, 1941-",/agents/people/10459
"Ali, Muhammad, 1942-",/agents/people/10460
"Blanchard, James J., 1942-",/agents/people/10461
"Duderstadt, James J., 1942-",/agents/people/10462
"Goldstein, Laurence, 1942-",/agents/people/10463
"Horton, Willie, 1942-",/agents/people/10464
"Martin, Ralph, 1942-",/agents/people/10465
"Pollack, Lana, 1942-",/agents/people/10466
"Ross, Douglas, 1942-",/agents/people/10467
"Whitty, Michael D., 1942-",/agents/people/10468
"Winograd, Morley, 1942-",/agents/people/10469
"Wolanin, Thomas R., 1942-",/agents/people/10470
"Carr, Bob, 1943-",/agents/people/10471
"Elms, Patrice I., 1943-",/agents/people/10472
"Giese, Elizabeth H., 1943-",/agents/people/10473
"Morris, Joan, 1943-",/agents/people/10474
"Morris, Robert, 1943-",/agents/people/10475
"Mullins, Raymond G., 1943-",/agents/people/10476
"O'Brien, Michael, 1943-",/agents/people/10477
"O’Brien, Michael, 1943-",/agents/people/10478
"Ranville, Michael, 1943-",/agents/people/10479
"Salvatore, Nick, 1943-",/agents/people/10480
"Johnston, Donald A., III, 1944-",/agents/people/10481
"Allen, W. B. (William Barclay) 1944-",/agents/people/10482
"Davis, Angela Y. (Angela Yvonne), 1944-",/agents/people/10483
"House, James S., 1944-",/agents/people/10484
"Jackson, James S. (James Sidney), 1944-",/agents/people/10485
"Alexander, Robert, 1945-",/agents/people/10486
"Bollinger, Lee C., 1946-",/agents/people/10487
"Bush, George W. (George Walker), 1946-",/agents/people/10488
"Clinton, Bill, 1946-",/agents/people/10489
"Wald, Alan M., 1946-",/agents/people/10490
"Brown, Al, 1947-",/agents/people/10491
"MacAdam, Barbara, 1947-",/agents/people/10492
"McGill, Forrest, 1947-",/agents/people/10493
"Pop, Iggy, 1947-",/agents/people/10494
"Rogers, Felix J., 1947-",/agents/people/10495
"Allen-Meares, Paula, 1948-",/agents/people/10496
"Bach, Frank, 1948-",/agents/people/10497
"Behnke, Larry, 1948-",/agents/people/10498
"Engler, John, 1948-",/agents/people/10499
"Fulton, George A., 1948-",/agents/people/10500
"Steinson, Barbara J., 1948-",/agents/people/10501
"Wright, Robin B., 1948-",/agents/people/10502
"Hillegonds, Paul C., 1949-",/agents/people/10503
"Tsang, Daniel, 1949-",/agents/people/10504
"Bach, Peggy, 1950-",/agents/people/10505
"Harrah-Conforth, Bruce Michael, 1950-",/agents/people/10506
"Posthumus, Dick, 1950-",/agents/people/10507
"Weinberg, Barbara, 1950-",/agents/people/10508
"Seymour, Jane, 1951-",/agents/people/10509
"Sikkema, Ken, 1951-",/agents/people/10510
"Sparling, Peter, 1951-",/agents/people/10511
"Daugherty, Michael, 1954-",/agents/people/10512
"Freedman, Jonathan, 1954-",/agents/people/10513
"Prothrow-Stith, Deborah, 1954-",/agents/people/10514
"Scobey, David M., 1954-",/agents/people/10515
"Sheng, Bright, 1955-",/agents/people/10516
"DeBoer, Robby, 1957-",/agents/people/10517
"Dempsey, Dave, 1957-",/agents/people/10518
"Banfield, William C., 1961-",/agents/people/10519
"Thomas, Isiah, 1961-",/agents/people/10520
"Chambers, Evan K., 1963-",/agents/people/10521
"Qazwini, Hassan, 1964-",/agents/people/10522
"Kilpatrick, Kwame M., 1970-",/agents/people/10523
"Smith, Allan Frederick, 1971-",/agents/people/10524
"Page, Larry, 1973-",/agents/people/10525
"Jeter, Derek, 1974-",/agents/people/10526
"Joliet, Louis, 1645-1700.",/agents/people/10527
"Cadillac, Antoine Laumet de Lamothe, 1658-1730.",/agents/people/10528
"Langlade, Charles Michel de, 1729-1800.",/agents/people/10529
"Tazewell, Littleton Waller, 1774-1860.",/agents/people/10530
"Dundonald, Thomas Cochrane, Earl of, 1775-1860.",/agents/people/10531
"San Martín, José de, 1778-1850.",/agents/people/10532
"Paulding, James K., 1779-1860.",/agents/people/10533
"Comstock, O. C. (Oliver Cromwell), 1780-1860.",/agents/people/10534
"Calhoun, John C. (John Caldwell), 1782-1850.",/agents/people/10535
"Taylor, Zachary, 1784-1850.",/agents/people/10536
"Moore, William P., 1787-1850.",/agents/people/10537
"Norvell, John, 1789-1850.",/agents/people/10538
"Geisinger, David, 1790-1860.",/agents/people/10539
"Pierson, Job, 1791-1860.",/agents/people/10540
"Brown, Joseph W., 1793-1880.",/agents/people/10541
"Barry, John Stewart, 1802-1870.",/agents/people/10542
"Denton, Samuel, 1803-1860.",/agents/people/10543
"McKinney, John, 1803-1870.",/agents/people/10544
"Seaman, Ezra C. (Ezra Champion), 1805-1880.",/agents/people/10545
"Martineau, James, 1805-1900.",/agents/people/10546
"Lee, Robert E. (Robert Edward), 1807-1870.",/agents/people/10547
"McClelland, Robert, 1807-1880.",/agents/people/10548
"Richmond, William A., 1808-1870.",/agents/people/10549
"Lathrop, H. B., 1808-1890.",/agents/people/10550
"Baird, Elizabeth Therese Fisher, 1810-1890.",/agents/people/10551
"Dickens, Charles, 1812-1870.",/agents/people/10552
"Ledyard, Henry, 1812-1880.",/agents/people/10553
"Christiancy, Isaac Peckham, 1812-1890.",/agents/people/10554
"Howard, William Alanson, 1813-1880.",/agents/people/10555
"Frémont, John Charles, 1813-1890.",/agents/people/10556
"Stone, Lucinda Hinsdale, 1814-1900.",/agents/people/10557
"Thomas, George Henry, 1816-1870.",/agents/people/10558
"Douglas, Silas H. (Silas Hamilton), 1816-1890.",/agents/people/10559
"Miller, Samuel Freeman, 1816-1890.",/agents/people/10560
"Cummings, Joseph, 1817-1890.",/agents/people/10561
"Gade, Niels W. (Niels Wilhelm), 1817-1890.",/agents/people/10562
"Dunn, Ransom, 1818-1900.",/agents/people/10563
"Waldron, Henry, 1819-1880.",/agents/people/10564
"Wilkinson, William Henry, 1819-1890.",/agents/people/10565
"Howe, Julia Ward, 1819-1910.",/agents/people/10566
"Grosvenor, Ebenezer Oliver, 1820-1910.",/agents/people/10567
"Haven, Gilbert, 1821-1880.",/agents/people/10568
"Ward, David, 1822-1900.",/agents/people/10569
"Shaw, Horatio Watson, 1822-1910.",/agents/people/10570
"Warner, P. Dean (Pascal Dean), 1822-1910.",/agents/people/10571
"Campbell, James V. (James Valentine), 1823-1890.",/agents/people/10572
"Buell, Barber G., 1823-1900.",/agents/people/10573
"Cropsey, Jasper Francis, 1823-1900.",/agents/people/10574
"Sherman, John, 1823-1900.",/agents/people/10575
"Reinecke, Carl, 1824-1910.",/agents/people/10576
"Pray, George Washington, 1825-1890.",/agents/people/10577
"Northrup, George Washington, 1826-1900.",/agents/people/10578
"White, Charles A. (Charles Abiathar), 1826-1910.",/agents/people/10579
"Pond, Ashley, 1827-1910.",/agents/people/10580
"Foster, James S., 1828-1890.",/agents/people/10581
"Tolstoy, Leo, 1828-1910.",/agents/people/10582
"Everett, Charles Carroll, 1829-1900.",/agents/people/10583
"Cooley, Mary Horton, 1830-1890.",/agents/people/10584
"Crapo, Henry Howland, 1830-1920.",/agents/people/10585
"Potter, Theodore Edgar, 1832-1910.",/agents/people/10586
"Rath, Christian, 1832-1920.",/agents/people/10587
"Vincent, John Heyl, 1832-1920.",/agents/people/10588
"Fuller, Melville Weston, 1833-1910.",/agents/people/10589
"Platt, Thomas Collier, 1833-1910.",/agents/people/10590
"Chapin, Lucy E., 1834-1910.",/agents/people/10591
"Strong, Edwin Atson, 1834-1920.",/agents/people/10592
"Tyler, Moses Coit, 1835-1900.",/agents/people/10593
"Agassiz, Alexander, 1835-1910.",/agents/people/10594
"Chapin, Lucy E., 1835-1910.",/agents/people/10595
"Twain, Mark, 1835-1910.",/agents/people/10596
"Wilson, James, 1835-1920.",/agents/people/10597
"Clough, J. E. (John Everett), 1836-1910.",/agents/people/10598
"Hailmann, W. N. (William Nicholas), 1836-1920.",/agents/people/10599
"Sewall, Lucy Ellen, 1837-1890.",/agents/people/10600
"Hinsdale, B. A. (Burke Aaron), 1837-1900.",/agents/people/10601
"Dolbear, A. E. (Amos Emerson), 1837-1910.",/agents/people/10602
"Baker, Henry B. (Henry Brooks), 1837-1920.",/agents/people/10603
"Howells, William Dean, 1837-1920.",/agents/people/10604
"Watson, James C. (James Craig), 1838-1880.",/agents/people/10605
"Flint, Robert, 1838-1910.",/agents/people/10606
"Patterson, John C., 1838-1910.",/agents/people/10607
"Bruch, Max, 1838-1920.",/agents/people/10608
"Sunderland, Eliza Read, 1839-1910.",/agents/people/10609
"Tower, Osmond Selwyn, 1839-1910.",/agents/people/10610
"Seward, William Henry, 1839-1920.",/agents/people/10611
"Sumner, William Graham, 1840-1910.",/agents/people/10612
"Jackson, Walter Hinckley, 1840-1930.",/agents/people/10613
"Sullivan, Arthur, Sir, 1842-1900--Performances--Michigan.",/agents/people/10614
"James, William, 1842-1910.",/agents/people/10615
"Whitman, Charles Otis, 1842-1910.",/agents/people/10616
"Demmon, Isaac Newton, 1842-1920.",/agents/people/10617
"Steere, Joseph Beal, 1842-1940.",/agents/people/10618
"Cutcheon, Sullivan M., 1843-1900.",/agents/people/10619
"Slayton, Augustus W., 1843-1900.",/agents/people/10620
"Koch, Robert, 1843-1910.",/agents/people/10621
"Carhart, Henry S. (Henry Smith), 1844-1920.",/agents/people/10622
"Bridges, Robert Seymour, 1844-1930.",/agents/people/10623
"Forbes, Stephen Alfred, 1844-1930.",/agents/people/10624
"Putnam, George Haven, 1844-1930.",/agents/people/10625
"Davis, Joseph Baker, 1845-1920.",/agents/people/10626
"Auer, Leopold, 1845-1930.",/agents/people/10627
"Moore, Joseph B., 1845-1930.",/agents/people/10628
"Ames, James Barr, 1846-1910.",/agents/people/10629
"Dutcher, William, 1846-1920.",/agents/people/10630
"Kirchner, Otto, 1846-1920.",/agents/people/10631
"Hay, Oliver Perry, 1846-1930.",/agents/people/10632
"Ruggles, Charles, 1846-1930.",/agents/people/10633
"Hutchins, Harry B. (Harry Burns), 1847-1930.",/agents/people/10634
"Balfour, Arthur James, 1848-1930.",/agents/people/10636
