ORIGINAL,uri
"Duffield, George, 1794-1868.",/agents/people/14055
"Baraga, Frederic, 1797-1868.",/agents/people/14056
"Henry, Joseph, 1797-1878.",/agents/people/14057
"Kingsley, James, 1797-1878.",/agents/people/14058
"Schwarz, J. E., 1799-1858.",/agents/people/14059
"Wade, Benjamin Franklin, 1800-1878.",/agents/people/14060
"Adam, John J., 1807-1888.",/agents/people/14061
"Haviland, Laura S. (Laura Smith), 1808-1898.",/agents/people/14062
"Scott, Dred, 1809-1858.",/agents/people/14063
"Pillsbury, Parker, 1809-1898.",/agents/people/14064
"Clarke, James Freeman, 1810-1888.",/agents/people/14065
"Gray, Asa, 1810-1888.",/agents/people/14066
"Morrill, Justin Smith, 1810-1898.",/agents/people/14067
"Boyd, William H. (William Hart), 1811-1898.",/agents/people/14068
"Hall, James, 1811-1898.",/agents/people/14069
"Warner, William, 1812-1868.",/agents/people/14070
"Crane, Salmon, 1812-1888.",/agents/people/14071
"Buel, Alexander Woodruff, 1813-1868.",/agents/people/14072
"Chapin, Henry A. (Henry Austin), 1813-1898.",/agents/people/14073
"White, Enoch J., 1814-1878.",/agents/people/14074
"Douglass, Samuel Townsend, 1814-1898.",/agents/people/14075
"Jarvis, James Jackson, 1818-1888.",/agents/people/14076
"Conger, Omar Dwight, 1818-1898.",/agents/people/14077
"Minges, Abram, 1818-1908.",/agents/people/14078
"Toll, Isaac D., 1818-1908.",/agents/people/14079
"Rosencrans, William Starke, 1819-1898.",/agents/people/14080
"Allen, Joseph Henry, 1820-1898.",/agents/people/14081
"Hickman, John E., 1823-1898.",/agents/people/14082
"Cooley, Thomas McIntyre, 1824-1898.",/agents/people/14083
"Blodgett, Delos A., 1825-1908.",/agents/people/14084
"Pond, Elihu Bartlit, 1826-1898.",/agents/people/14085
"Norton, Charles Eliot, 1827-1908.",/agents/people/14086
"Stone, Addison Ray, 1828-1888.",/agents/people/14087
"Bayard, Thomas F. (Thomas Francis), 1828-1898.",/agents/people/14088
"Wells, David Ames, 1828-1898.",/agents/people/14089
"Conkling, Roscoe, 1829-1888.",/agents/people/14090
"Allison, William B. (William Boyd), 1829-1908.",/agents/people/14091
"White, Peter, 1830-1908.",/agents/people/14092
"Gilman, Daniel Coit, 1831-1908.",/agents/people/14093
"Jones, Elisha, 1832-1888.",/agents/people/14094
"Garfield, Lucretia Rudolph, 1832-1918.",/agents/people/14095
"Lecocq, Charles, 1832-1918.",/agents/people/14096
"White, Andrew Dickson, 1832-1918.",/agents/people/14097
"Monteith, John, 1833-1918.",/agents/people/14098
"Dunster, Edward Swift, 1834-1888.",/agents/people/14099
"Striker, Daniel E., 1835-1898.",/agents/people/14100
"Caird, Edward, 1835-1908.",/agents/people/14101
"Cutcheon, Byron M., 1836-1908.",/agents/people/14102
"Hale, Eugene, 1836-1918.",/agents/people/14103
"Hoard, W. D. (William Dempster), 1836-1918.",/agents/people/14104
"Cleveland, Grover, 1837-1908.",/agents/people/14105
"Ireland, John, 1838-1918.",/agents/people/14106
"Trevelyan, George Otto, Sir, bart., 1838-1928.",/agents/people/14107
"Willard, Frances E. (Frances Elizabeth), 1839-1898.",/agents/people/14108
"Hollister, Emily Jane Green, 1839-1918.",/agents/people/14110
"Hartt, Charles Frederick, 1840-1878.",/agents/people/14111
"Sankey, Ira David, 1840-1908.",/agents/people/14112
"Cheever, Byron William, 1841-1888.",/agents/people/14113
"Harris, Samuel Smith, 1841-1888.",/agents/people/14114
"Edmonds, S. Emma E. (Sarah Emma Evelyn), 1841-1898.",/agents/people/14115
"Langley, John Williams, 1841-1918.",/agents/people/14116
"Savage, Minot Judson, 1841-1918.",/agents/people/14117
"Cram, George Franklin, 1841-1928--Michigan--1882.",/agents/people/14118
"Jones, Jenkin Lloyd, 1843-1918.",/agents/people/14119
"Chamberlin, Thomas C. (Thomas Chrowder), 1843-1928.",/agents/people/14120
"Staebler, Michael, 1843-1928.",/agents/people/14121
"High, James L. (James Lambert), 1844-1898.",/agents/people/14122
"Dodge, Charles Keene, 1844-1918.",/agents/people/14123
"Haydon, Arthur W., 1844-1918.",/agents/people/14124
"Ewell, Marshall Davis, 1844-1928.",/agents/people/14125
"Villard, Fanny Garrison, 1844-1928.",/agents/people/14126
"Weston, Isaac M. (Isaac Mellen), 1845-1898.",/agents/people/14127
"Munger, William L., 1845-1908.",/agents/people/14128
"Young, Ella Flagg, 1845-1918.",/agents/people/14129
"Gardner, Washington, 1845-1928.",/agents/people/14130
"Mosher, Eliza Maria, 1846-1928.",/agents/people/14131
"Mabie, Henry Clay, 1847-1918.",/agents/people/14133
"Shaw, Horatio Watson, 1847-1918.",/agents/people/14134
"Tillman, Benjamin R. (Benjamin Ryan), 1847-1918.",/agents/people/14135
"Clark, John Bates, 1847-1938.",/agents/people/14136
"Hanna, Isaac, 1848-1908.",/agents/people/14137
"Spalding, Volney Morgan, 1849-1918.",/agents/people/14138
"Gosse, Edmund, 1849-1928.",/agents/people/14139
"Post, Louis Freeland, 1849-1928.",/agents/people/14140
"Finney, Byron Alfred, 1849-1938.",/agents/people/14141
"Grinnell, George Bird, 1849-1938.",/agents/people/14142
"Gardner, Obadiah, 1850-1938.",/agents/people/14143
"Taylor, Graham, 1851-1938.",/agents/people/14144
"Crane, Verner Brown, 1852-1898.",/agents/people/14145
"Fairbanks, Charles W. (Charles Warren), 1852-1918.",/agents/people/14146
"Pattengill, Henry Romaine, 1852-1918.",/agents/people/14147
"Kellogg, Margaret M. McCauley, 1852-1938.",/agents/people/14148
"Peabody, George Foster, 1852-1938.",/agents/people/14149
"Wines, Levi Douglas, 1852-1938.",/agents/people/14150
"Ferris, Woodbridge N., 1853-1928.",/agents/people/14151
"Ferris, Woodbridge Nathan, 1853-1928.",/agents/people/14152
"Ziwet, Alexander, 1853-1928.",/agents/people/14153
"Frost, William G. (William Goodell), 1854-1938.",/agents/people/14154
"Hall, Bolton, 1854-1938.",/agents/people/14155
"Waddell, J. A. L. (John Alexander Low), 1854-1938.",/agents/people/14156
"Page, Walter Hines, 1855-1918.",/agents/people/14157
"Barron, Clarence Walker, 1855-1928.",/agents/people/14158
"Madden, Martin Barnaby, 1855-1928.",/agents/people/14159
"Tuomy, Julia Ann, 1855-1938.",/agents/people/14160
"Outwater, Eva J. Shedd, 1856-1908.",/agents/people/14161
"Cooley, Ernest Linwood, 1856-1928.",/agents/people/14162
"Norris, Maria, 1856-1938.",/agents/people/14163
"Van Hise, Charles Richard, 1857-1918.",/agents/people/14164
"Abel, John Jacob, 1857-1938.",/agents/people/14165
"Burr, George Lincoln, 1857-1938.",/agents/people/14166
"Darrow, Clarence, 1857-1938.",/agents/people/14167
"Hayes, Jay Orley, 1857-1948.",/agents/people/14168
"Flower, B. O. (Benjamin Orange), 1858-1918.",/agents/people/14169
"Wolfe, Harry Kirke, 1858-1918.",/agents/people/14170
"Goethals, George W. (George Washington), 1858-1928.",/agents/people/14171
"Mecham, Floyd R. (Floyd Russell), 1858-1928.",/agents/people/14172
"Mechem, Floyd R. (Floyd Russell), 1858-1928.",/agents/people/14173
"Towne, Charles Arnette, 1858-1928.",/agents/people/14174
"House, Edward Mandell, 1858-1938.",/agents/people/14175
"Talbot, Marion, 1858-1948.",/agents/people/14176
"Smith, James Francis, 1859-1928.",/agents/people/14177
"Insull, Samuel, 1859-1938.",/agents/people/14178
"Markham, Anna Catherine, 1859-1938.",/agents/people/14179
"Dix, John Alden, 1860-1928.",/agents/people/14180
"Helme, James W., 1860-1938.",/agents/people/14181
"Strong, Sydney, 1860-1938.",/agents/people/14182
"Wister, Owen, 1860-1938.",/agents/people/14183
"Pershing, John J. (John Joseph), 1860-1948.",/agents/people/14184
"Ridgely, Benjamin H., 1861-1908.",/agents/people/14185
"Rauschenbusch, Walter, 1861-1918.",/agents/people/14186
"Crane, Frank, 1861-1928.",/agents/people/14187
"Banér, Johan G. R. (Johan Gustav Runeskeold), 1861-1938.",/agents/people/14188
"Duryea, Charles E., 1861-1938.",/agents/people/14189
"Laird, Warren Powers, 1861-1948.",/agents/people/14190
"Bird, John E. (John Everett), 1862-1928.",/agents/people/14191
"Campbell, William Wallace, 1862-1938",/agents/people/14192
"Lightner, Clarence Ashley, 1862-1938.",/agents/people/14193
"Newbolt, Henry John, 1862-1938.",/agents/people/14194
"Peabody, Frederick William, 1862-1938",/agents/people/14195
"Warren, Fiske, 1862-1938.",/agents/people/14196
"Cross, Wilbur L. (Wilbur Lucius), 1862-1948.",/agents/people/14197
"Daniels, Josephus, 1862-1948.",/agents/people/14198
"Hughes, Charles Evans, 1862-1948.",/agents/people/14199
"King, Francis, Mrs., 1863-1948",/agents/people/14200
"Watson, James E., 1863-1948.",/agents/people/14201
"Lansing, Robert, 1864-1928.",/agents/people/14202
"Wagner, Frank Caspar, 1864-1928.",/agents/people/14203
"Hinsdale, Ellen Clarinda, 1864-1958.",/agents/people/14204
"Lajpat Rai, Lala, 1865-1928.",/agents/people/14205
"Kellogg, James Lawrence, 1866-1938.",/agents/people/14206
"Smith, George Jay, 1866-1938",/agents/people/14207
"Breckinridge, Sophonisba Preston, 1866-1948.",/agents/people/14208
"Leete, Frederick Deland, 1866-1958.",/agents/people/14209
"Bassett, John Spencer, 1867-1928.",/agents/people/14210
"Dean, Bashford, 1867-1928.",/agents/people/14211
"McMath, Francis Charles, 1867-1938.",/agents/people/14212
"Lamont, Robert Patterson, 1867-1948.",/agents/people/14213
"Stanley, Augustus Owsley, 1867-1958.",/agents/people/14214
"Richards, Theodore W. (Theodore William), 1868-1928.",/agents/people/14215
"Copeland, Royal S. (Royal Samuel), 1868-1938.",/agents/people/14216
"Firestone, Harvey Samuel, 1868-1938.",/agents/people/14217
"Larson, Laurence Marcellus, 1868-1938.",/agents/people/14218
"Noble, Eugene Allen, 1868-1948.",/agents/people/14219
"West, Roy Owen, 1868-1958.",/agents/people/14220
"Meyers, William J. (William John), 1869-1928",/agents/people/14221
"Gandhi, Mahatma, 1869-1948.",/agents/people/14222
"Florer, Warren Washburn, 1869-1958.",/agents/people/14223
"Cardozo, Benjamin N. (Benjamin Nathan), 1870-1938.",/agents/people/14224
"Lamont, Thomas W. (Thomas William), 1870-1948.",/agents/people/14225
"Hall, James Parker, 1871-1928.",/agents/people/14226
"Carpenter, Frank W. (Frank Watson), 1871-1938.",/agents/people/14227
"Garner, James Wilford, 1871-1938.",/agents/people/14228
"Wright, Orville, 1871-1948.",/agents/people/14229
"Fife, Robert Herndon, 1871-1958.",/agents/people/14230
"Van Dusen, Charles Belden, 1871-1958.",/agents/people/14231
"Strauss, Louis Abraham, 1872-1938.",/agents/people/14232
"Knapp, Mark Stevens, 1872-1948.",/agents/people/14233
"King, Judson, 1872-1958.",/agents/people/14234
"Vaughan Williams, Ralph, 1872-1958.",/agents/people/14235
"Fuller, Ella G. (Ella Grace), 1872-1968.",/agents/people/14236
"Wilcox, Delos F. (Delos Franklin), 1873-1928.",/agents/people/14237
"Lee, Alfred Oughton, 1873-1938.",/agents/people/14238
"Becker, May Lamberton, 1873-1958.",/agents/people/14239
"Moore, G. E. (George Edward), 1873-1958.",/agents/people/14240
"Seabury, Samuel, 1873-1958.",/agents/people/14241
"Clemens, Mary Strong, 1873-1968.",/agents/people/14242
"Beard, Charles Austin, 1874-1948.",/agents/people/14243
"Stokes, Anson Phelps, 1874-1958.",/agents/people/14244
"Behner, Frederick G., 1874-1968.",/agents/people/14245
"Coffman, Lotus Delta, 1875-1938.",/agents/people/14246
"Tatlock, John S. P. (John Strong Perry), 1876-1948.",/agents/people/14247
"Rinehart, Mary Roberts, 1876-1958.",/agents/people/14248
"Hammaker, Wilbur Emery, 1876-1968.",/agents/people/14249
"Fugate, James, 1877-1938.",/agents/people/14250
"Paxson, Frederic L. (Frederic Logan), 1877-1948.",/agents/people/14251
"Schwimmer, Rosika, 1877-1948.",/agents/people/14252
"Grimes, Lucia Isabelle Voorhees, 1877-1978.",/agents/people/14253
"Chapman, Fred A., 1878-1938.",/agents/people/14254
"Brumm, John Lewis, 1878-1958.",/agents/people/14255
"Gilbert, Charles Kendall, 1878-1958.",/agents/people/14256
"Lehr, John Camillus, 1878-1958.",/agents/people/14257
"Meitner, Lise, 1878-1968.",/agents/people/14258
"Sinclair, Upton, 1878-1968.",/agents/people/14259
"Haggard, Sewell, 1879-1928.",/agents/people/14260
"Knudsen, William S., 1879-1948.",/agents/people/14261
"Bowers, Claude Gernade, 1879-1958.",/agents/people/14262
"Fisher, Dorothy Canfield, 1879-1958.",/agents/people/14263
"Hartman, Carl Gottfried, 1879-1968.",/agents/people/14264
"Shurtleff, Flavel, 1879-1978",/agents/people/14265
"Frost, Wade Hampton, 1880-1938.",/agents/people/14266
"Hutchins, Harry Crocker, 1880-1948.",/agents/people/14267
"Robinson, David Moore, 1880-1958.",/agents/people/14268
"Saint-Gaudens, Homer, 1880-1958",/agents/people/14269
"Wilcox, Clarence Edward, 1880-1958.",/agents/people/14270
"Burke, Edward R. (Edward Raymond), 1880-1968",/agents/people/14271
"Keller, Helen, 1880-1968.",/agents/people/14272
"Eastman, Crystal, 1881-1928.",/agents/people/14273
"Allen, Rolland Craten, 1881-1948.",/agents/people/14274
"Burns, Kevin, 1881-1958.",/agents/people/14275
"Long, Breckinridge, 1881-1958.",/agents/people/14276
"Sorensen, Charles E., 1881-1968.",/agents/people/14277
"Hopwood, Avery, 1882-1928.",/agents/people/14278
"Champion, Edouard, 1882-1938.",/agents/people/14279
"Mooney, Edward, Archbishop, 1882-1958",/agents/people/14280
"Durfee, Edgar, 1882-1958.",/agents/people/14281
"Stocking, Charles Howard, 1882-1958.",/agents/people/14282
"Swope, Herbert Bayard, 1882-1958.",/agents/people/14283
"Woodbridge, Homer E. (Homer Edwards), 1882-1958",/agents/people/14284
"Hardman, J. B. S. (Jacob Benjamin Salutsky), 1882-1968.",/agents/people/14285
"Dodero, George Anthony, 1883-1968.",/agents/people/14286
"Dondero, George Anthony, 1883-1968.",/agents/people/14287
"Dana, Samuel Trask, 1883-1978",/agents/people/14288
"Das, Taraknath, 1884-1958.",/agents/people/14289
"Snyder, Franklin Bliss, 1884-1958.",/agents/people/14290
"Collier, John, 1884-1968.",/agents/people/14291
"Martin, Joseph William, 1884-1968.",/agents/people/14292
"Merritt, Walle Williard, 1884-1968.",/agents/people/14293
"Poling, Daniel A. (Daniel Alfred), 1884-1968.",/agents/people/14294
"Thomas, Norman, 1884-1968.",/agents/people/14296
"Armstrong, Louise Van Voorhis, 1885-1948.",/agents/people/14297
"Fisher, Charles Asbury, 1885-1948.",/agents/people/14298
"Bevis, Howard L. (Howard Landis), 1885-1968",/agents/people/14299
"Wood, John S. (John Stephens), 1885-1968",/agents/people/14300
"Lowery, Percival C., 1885-1978.",/agents/people/14301
"Eaton, John Wallace, 1886-1948.",/agents/people/14302
"Leopold, Aldo, 1886-1948.",/agents/people/14303
"Biddle, Francis, 1886-1968.",/agents/people/14304
"Boring, Edwin Garrigues, 1886-1968.",/agents/people/14305
"Lane, Rose Wilder, 1886-1968.",/agents/people/14306
"Schmidt, Harry, 1886-1968.",/agents/people/14307
"Benedict, Ruth, 1887-1948.",/agents/people/14308
"Pease, Theodore Calvin, 1887-1948.",/agents/people/14309
"Paneth, Fritz, 1887-1958.",/agents/people/14310
"Ferber, Edna, 1887-1968.",/agents/people/14311
"Green, Amos R., 1887-1968.",/agents/people/14312
"Miller, Clyde R. (Clyde Raymond), 1888-1958",/agents/people/14313
"Beston, Henry, 1888-1968.",/agents/people/14314
"Cushing, George William, 1888-1968.",/agents/people/14315
"Dancy, John C. (John Campbell), 1888-1968.",/agents/people/14316
"Starr, Raymond Wesley, 1888-1968.",/agents/people/14317
"Gordy, Berry, 1888-1978.",/agents/people/14318
"Mather, Kirtley F. (Kirtley Fletcher), 1888-1978",/agents/people/14319
"Eliot, Frederick May, 1889-1958.",/agents/people/14320
"Barnes, Harry Elmer, 1889-1968.",/agents/people/14321
"Shartel, Burke, 1889-1968",/agents/people/14322
"Sorokin, Pitirim Aleksandrovich, 1889-1968.",/agents/people/14323
"Wriston, Henry M. (Henry Merritt), 1889-1978",/agents/people/14324
"Chennault, Claire Lee, 1890-1958.",/agents/people/14325
"Davis, Elmer Holmes, 1890-1958.",/agents/people/14326
"Faulkner, Harold Underwood, 1890-1968.",/agents/people/14327
"Mains, E. B. (Edwin Butterworth), 1890-1968",/agents/people/14328
"Allport, Floyd Henry, 1890-1978",/agents/people/14329
"Burrows, Edwin G. (Edwin Grant), 1891-1958.",/agents/people/14330
"Millikin, Eugene Donald, 1891-1958.",/agents/people/14331
"White, Leonard Dupee, 1891-1958.",/agents/people/14332
"Sulzberger, Arthur Hays, 1891-1968.",/agents/people/14333
"Elliott, Margaret, 1891-1978.",/agents/people/14334
"Weber, Erwin William, 1892-1918.",/agents/people/14335
"Eberharter, Herman Peter, 1892-1958.",/agents/people/14336
"Gorman, Michael (Michael Arthur), 1892-1958.",/agents/people/14337
"Gorman, Michael A. (Michael Arthur), 1892-1958.",/agents/people/14338
"Lucas, Scott Wike, 1892-1968",/agents/people/14339
"Warner, Jack L., 1892-1978.",/agents/people/14340
"Brecken, Jennie Bentley, 1892-1988.",/agents/people/14341
"Conant, James Bryant, 1893-1978.",/agents/people/14342
"Hyma, Albert, 1893-1978",/agents/people/14343
"Ivy, A. C. (Andrew Conway), 1893-1978",/agents/people/14344
"Helck, Peter, 1893-1988",/agents/people/14345
"McKinley, Earl Baldwin, 1894-1938.",/agents/people/14346
"Schwellenbach, Lewis Baxter, 1894-1948.",/agents/people/14347
"Brucker, Wilber Marion, 1894-1968.",/agents/people/14348
"Brucker, William Marion, 1894-1968.",/agents/people/14349
"Gjelsness, Rudolph H. (Rudolph Hjalmar), 1894-1968.",/agents/people/14350
"Menzies, Robert Gordon, Sir, 1894-1978.",/agents/people/14351
"Bakeless, John Edwin, 1894-1978.",/agents/people/14352
"Murphy, Robert D. (Robert Daniel), 1894-1978",/agents/people/14353
"Rockwell, Norman, 1894-1978.",/agents/people/14354
"Osborn, Stellanova, 1894-1988.",/agents/people/14355
"Kraemer, Casper John, 1895-1958.",/agents/people/14356
"Sawyer, Ralph A. (Ralph Alanson), 1895-1978.",/agents/people/14357
"Bigelow, John W., 1896-1918.",/agents/people/14358
"Taussig, Charles William, 1896-1948.",/agents/people/14359
"Lie, Trygve, 1896-1968.",/agents/people/14360
"Vorys, John Martin, 1896-1968.",/agents/people/14361
"Chapman, Oscar L. (Oscar Littleton), 1896-1978.",/agents/people/14362
"Lubin, Isador, 1896-1978",/agents/people/14363
"Youngdahl, Luther W., 1896-1978",/agents/people/14364
"Coleman, John Strider, 1897-1958.",/agents/people/14365
"Green, Dwight H., 1897-1958.",/agents/people/14366
"Clay, Lucius D. (Lucius DuBignon), 1897-1978.",/agents/people/14367
"Booth, Henry Scripps, 1897-1988",/agents/people/14368
"Pollock, James K. (James Kerr), 1898-1968",/agents/people/14369
"Losh, Hazel Marie, 1898-1978.",/agents/people/14370
"Meir, Golda, 1898-1978.",/agents/people/14371
"Hatcher, Harlan, 1898-1998.",/agents/people/14372
"McHale, Cecil John, 1899-1948.",/agents/people/14373
"Swearingen, Victor Clarence, 1899-1968.",/agents/people/14374
"Catton, Bruce, 1899-1978",/agents/people/14375
"Cowley, W. H. (William Harold), 1899-1978",/agents/people/14376
"Olson, Willard Clifford, 1899-1978.",/agents/people/14377
"Haber, William, 1899-1988.",/agents/people/14378
"Pauli, Wolfgang, 1900-1958.",/agents/people/14379
"Dorsey, John M. (John Morris), 1900-1978",/agents/people/14380
"Kennedy, G. Donald (George Donald), 1900-1988",/agents/people/14381
"Uhlenbeck, George Eugène, 1900-1988.",/agents/people/14383
"Lawrence, Ernest Orlando, 1901-1958.",/agents/people/14384
"Johnson, Edwin J., 1901-1968.",/agents/people/14385
"Mead, Margaret, 1901-1978.",/agents/people/14386
"Titiev, Mischa, 1901-1978",/agents/people/14387
"Ford, Henry, 1901-1988.",/agents/people/14388
"Mills, William L., 1901-1988.",/agents/people/14389
"Symington, Stuart, 1901-1988",/agents/people/14390
"Sagendorph, Kent, 1902-1958",/agents/people/14391
"Goudsmit, Samuel A. (Samuel Abraham), 1902-1978",/agents/people/14392
"Hunter, Edward, 1902-1978.",/agents/people/14393
"Gabler, Cornelius L. T., 1902-1988.",/agents/people/14394
"Dever, Paul A. (Paul Andrew), 1903-1958",/agents/people/14395
"Larson, Carl Theodore, 1903-1988.",/agents/people/14396
"Wernette, J. Philip (John Philip), 1903-1988.",/agents/people/14397
"Katz, Daniel, 1903-1998",/agents/people/14398
"Spock, Benjamin, 1903-1998.",/agents/people/14399
"Burroughs, Robert Eli, 1904-1978.",/agents/people/14400
"Evans, Bergen, 1904-1978",/agents/people/14401
"Cudlip, William B., 1904-1988",/agents/people/14402
"Jonas, Charles R. (Charles Raper), 1904-1988",/agents/people/14403
"Dean, Gordon E., 1905-1958.",/agents/people/14404
"Travis, Robert, 1905-1978.",/agents/people/14405
"Seager, Allan, 1906-1968.",/agents/people/14406
"Kramer, Arthur W., 1906-1998.",/agents/people/14407
"Gessner, Robert, 1907-1968",/agents/people/14408
"Vandenberg, Arthur Hendrick, 1907-1968.",/agents/people/14409
"Kooker, Arthur R. (Arthur Raymond), 1907-1978, collector.",/agents/people/14410
"Andresen, Rachel Josephine, 1907-1988.",/agents/people/14411
"Dearden, John F. (John Francis), 1907-1988.",/agents/people/14412
"Norstad, Lauris, 1907-1988",/agents/people/14413
"Gore, Albert, 1907-1998.",/agents/people/14414
"Kimball, Donald A., 1907-1998.",/agents/people/14415
"Fredericks, Marshall M., 1908-1998.",/agents/people/14416
"Stans, Maurice H., 1908-1998",/agents/people/14417
"Todd, Michael, 1909-1958.",/agents/people/14418
"Bible, Alan, 1909-1988",/agents/people/14419
"Goldwater, Barry M. (Barry Morris), 1909-1998.",/agents/people/14420
"Meerse, Marvin M., 1910-1978.",/agents/people/14421
"Celebrezze, Anthony J. (Anthony Joseph), 1910-1998",/agents/people/14422
"Morris, Wright, 1910-1998.",/agents/people/14423
"Ribicoff, Abraham, 1910-1998",/agents/people/14424
"Walsh, Patricia M., 1910-1998.",/agents/people/14425
"Ford, James Alfred, 1911-1968.",/agents/people/14426
"Humphrey, Hubert H. (Hubert Horatio), 1911-1978.",/agents/people/14427
"Robinson, William Dodd, 1911-1988.",/agents/people/14429
"Williams, G. Mennen, 1911-1988.",/agents/people/14430
"Rogers, Roy, 1911-1998",/agents/people/14431
"Price, Margaret Bayne, 1912-1968.",/agents/people/14432
"Baker, Burton L. (Burton Lowell), 1912-1978.",/agents/people/14433
"Coombs, Clyde H. (Clyde Hamilton), 1912-1988",/agents/people/14434
"Litchfield, Edward H. (Edward Harold), 1914-1968.",/agents/people/14435
"Wilson, James T. (James Tinley), 1914-1978.",/agents/people/14437
"Roosevelt, Franklin D. (Franklin Delano), 1914-1988.",/agents/people/14438
"Peterson, Elly Maude, 1914-2008",/agents/people/14439
"Montoya, Joseph Manuel, 1915-1978",/agents/people/14440
"McIntire, Sam, 1915-1988.",/agents/people/14441
"Strauss, Franz Josef, 1915-1988",/agents/people/14442
"Burks, Arthur W. (Arthur Walter), 1915-2008.",/agents/people/14443
"Morris, Ken, 1915-2008",/agents/people/14444
"Fraser, Douglas A. (Douglas Andrew), 1916-2008.",/agents/people/14445
"Sanford, Terry, 1917-1998",/agents/people/14446
"Beardsley, Richard K. (Richard King), 1918-1978",/agents/people/14447
"Quimby, Thomas H. E. (Thomas Howard Emerson), 1918-1998",/agents/people/14448
"Gomulka, Ted, 1919-1998.",/agents/people/14449
"Wallace, George C. (George Corley), 1919-1998.",/agents/people/14450
"Watson, Andrew S., 1920-1998.",/agents/people/14451
"Todd, Paul Harold, 1921-2008",/agents/people/14452
"Adamus, Stanley, 1922-1988.",/agents/people/14453
"Gaddis, William, 1922-1998.",/agents/people/14454
"Brown, Garry Eldridge, 1923-1998",/agents/people/14455
"Organski, A. F. K., 1923-1998",/agents/people/14456
"Kennedy, Robert F., 1925-1968.",/agents/people/14457
"Buckley, William F. (William Frank), Jr., 1925-2008.",/agents/people/14458
"Solotaroff, Ted, 1928-2008.",/agents/people/14460
"King, Martin Luther, Jr., 1929-1968.",/agents/people/14461
"Muhammad, Warith Deen, 1933-2008.",/agents/people/14462
"Cleaver, Eldridge, 1935-1998.",/agents/people/14463
"Holland, Jeep, 1943-1998.",/agents/people/14464
"Kamm, Greg, 1950-2008.",/agents/people/14465
"Allouez, Claude, 1622-1689.",/agents/people/14466
"Behn, Aphra, 1640-1689.",/agents/people/14467
"Madison, Dolley, 1768-1849.",/agents/people/14468
"Hardy, Thomas Masterman, Sir, 1st bart., 1769-1839.",/agents/people/14469
"Perry, Oliver Hazard, 1785-1819.",/agents/people/14470
"Kearsley, Jonathan, 1786-1859.",/agents/people/14471
"Kersey, Jonathan, 1786-1859.",/agents/people/14472
"Lundy, Benjamin, 1789-1839.",/agents/people/14473
"Wing, Austin Eli, 1792-1849.",/agents/people/14474
"Biddle, John, 1792-1859.",/agents/people/14475
"Polk, James K. (James Knox), 1795-1849.",/agents/people/14476
"Ransom, Epaphroditus, 1797-1859.",/agents/people/14477
"Mason, John Young, 1799-1859.",/agents/people/14478
"Patterson, George Washington, 1799-1879.",/agents/people/14479
"Cushing, Caleb, 1800-1879.",/agents/people/14480
"Williams, Asa, 1802-1869.",/agents/people/14481
"Strauss, Johann, 1804-1849.",/agents/people/14482
"Crapo, Henry Howland, 1804-1869.",/agents/people/14483
"Lefevere, Peter Paul, 1804-1869.",/agents/people/14484
"Forbes, R. B. (Robert Bennet), 1804-1889.",/agents/people/14485
"Pickens, F. W. (Francis Wilkinson), 1805-1869.",/agents/people/14486
"Redfield, Alexander Heman, 1805-1869.",/agents/people/14487
"Garrison, William Lloyd, 1805-1879.",/agents/people/14488
"Corselius, George, 1806-1849.",/agents/people/14489
"Borup, Charles William Wulff, 1806-1859.",/agents/people/14490
"Carpenter, Guy, 1808-1849.",/agents/people/14491
"Davis, Jefferson, 1808-1889.",/agents/people/14492
"Edmunds, J. M. (James Madison), 1810-1879.",/agents/people/14493
"Crouse, Robert, 1813-1869.",/agents/people/14494
"Chandler, Zachariah, 1813-1879.",/agents/people/14495
"Joslin, C., 1813-1889.",/agents/people/14496
"Stanton, Edwin McMasters, 1814-1869.",/agents/people/14497
"Terry, Henry D., 1814-1869.",/agents/people/14498
"Bliss, Philemon, 1814-1889.",/agents/people/14499
"Brewer, Chauncy M. (Chauncy Marble), 1814-1889.",/agents/people/14500
"Henselt, Adolf von, 1814-1889.",/agents/people/14501
"Ten Brook, Andrew, 1814-1899.",/agents/people/14502
"Frieze, Henry S. (Henry Simmons), 1817-1889.",/agents/people/14503
"Rogers, Abigail C., 1818-1869.",/agents/people/14504
"Goodrich, Reuben, 1819-1899.",/agents/people/14505
"Gillespie, George D. (George De Normandie), 1819-1909.",/agents/people/14506
"Gillespie, George De Normandie, 1819-1909.",/agents/people/14507
"Turner, James, 1820-1869.",/agents/people/14508
"Brigham, Charles H. (Charles Henry), 1820-1879.",/agents/people/14509
"Marcy, Oliver, 1820-1899.",/agents/people/14511
"Gray, Mary Bury, 1820-1909.",/agents/people/14512
"Coply, Alexander Bennett, 1822-1899.",/agents/people/14513
"Hale, Edward Everett, Sr., 1822-1909.",/agents/people/14514
"Stockwell, Cyrus M. (Cyrus Moses), 1823-1899.",/agents/people/14516
"Angell, George T. (George Thorndike), 1823-1909.",/agents/people/14517
"Barnes, O. M. (Orlando Mack), 1825-1899.",/agents/people/14518
"Morrison, William Ralls, 1825-1909.",/agents/people/14519
"Wendell, Jacob A. T., 1826-1879.",/agents/people/14520
"Newman, John Philip, 1826-1899.",/agents/people/14521
"Baldwin, William Henry, 1826-1909.",/agents/people/14522
