IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,DC.TITLE.FILENAME,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0003_0001,Media U Intro,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd10.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0002,State of the U,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd11.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0004,Strategic Plan text,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd12.pdf | Legacy-JJDLE1-jjd12_bhl-51fc5789.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0005,Strategy appendx 1,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd13.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0006,Strategy appndx 2,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd14.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0007,Strategy appndx 3,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd15.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0008,Strategy appndx 4,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd16.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0009,sun/agenda list 1,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd18.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0010,sun/agenda list 2,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd19.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0012,Athletics Monograph,,"Duderstadt, James J.",,2015,7/30/1996,,Legacy-JJDLE1-jjd2.pdf | Legacy-JJDLE1-jjd2_bhl-70ded425.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0013,"sun/agenda,mandate,access",,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd20.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0014,sun/bedrock,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd21.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0015,sun/buildings list,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd22.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0016,sun/change,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd23.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0017,sun/constant change,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd24.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0018,sun/diversity,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd25.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0019,sun/educ list,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd26.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0020,sun/education,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd27.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0021,sun/leaders firsts list,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd28.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0022,sun/leaders list,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd29.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0023,"Cost, price, and value",,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd3.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0024,sun/leaders text,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd30.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0025,sun/leaders top 10 list,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd31.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0026,sun/nurture growth,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd32.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0027,sun/outreach list,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd33.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0028,sun/rankings list,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd34.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0029,sun/service,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd35.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0030,sun/structure,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd36.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0031,Diversity Intro,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd4.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0032,Diversity&Exc 7.2+hist,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd5.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0033,Education intro,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd6.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0035,Education mono,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd7.pdf | Legacy-JJDLE1-jjd7_bhl-87aa971e.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0036,Intellect Trans Mono,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd8.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0037,M-Union Mono,,"Duderstadt, James J.",,2015,8/1/1996,,Legacy-JJDLE1-jjd9.txt,,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0038,Strategic Marketing,,"Duderstadt, James J.",,2015,5/29/1991,,Presentations-JJDPR-jjd2280.pdf | Presentations-JJDPR-jjd2280_bhl-5eaf4b21.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0039,YNH Projects,,"Duderstadt, James J.",,2015,4/3/1991,,Presentations-JJDPR-jjd2281.pdf | Presentations-JJDPR-jjd2281_bhl-6a939ae6.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0040,"EVPHA Presentation, 1",,"Duderstadt, James J.",,2015,11/20/1994,,Presentations-JJDPR-jjd535.pdf | Presentations-JJDPR-jjd535_bhl-a65c34b3.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0041,Transformation Course,,"Duderstadt, James J.",,2015,1/7/1994,,Presentations-JJDPR-jjd536.pdf | Presentations-JJDPR-jjd536_bhl-2b1bedd4.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0042,"Academic Affairs-1/88, 1",,"Duderstadt, James J.",,2015,12/27/1987,,Presentations-JJDPR-jjd537.pdf | Presentations-JJDPR-jjd537_bhl-e5110760.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0043,FY88-89 Budget-(5/88),,"Duderstadt, James J.",,2015,5/16/1988,,Presentations-JJDPR-jjd538.pdf | Presentations-JJDPR-jjd538_bhl-0f785621.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0044,"Michigan Mandate 2.2, 1",,"Duderstadt, James J.",,2015,11/20/1988,,Presentations-JJDPR-jjd539.pdf | Presentations-JJDPR-jjd539_bhl-c888b9c8.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0045,"Michigan Mandate 2.2C, 1",,"Duderstadt, James J.",,2015,11/21/1988,,Presentations-JJDPR-jjd540.pdf | Presentations-JJDPR-jjd540_bhl-a9fc6fdb.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0046,Mission Statement,,"Duderstadt, James J.",,2015,3/11/1988,,Presentations-JJDPR-jjd541.pdf | Presentations-JJDPR-jjd541_bhl-a38232d9.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0047,Mission-35mm,,"Duderstadt, James J.",,2015,4/18/1988,,Presentations-JJDPR-jjd542.pdf | Presentations-JJDPR-jjd542_bhl-f9609478.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0048,Campaign Ideas 1.0,,"Duderstadt, James J.",,2015,2/4/1989,,Presentations-JJDPR-jjd543.pdf | Presentations-JJDPR-jjd543_bhl-7e8f74ee.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0049,"Campaign--11/89, 1",,"Duderstadt, James J.",,2015,10/17/1989,,Presentations-JJDPR-jjd544.pdf | Presentations-JJDPR-jjd544_bhl-eb36c3fd.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0050,Community Outreach,,"Duderstadt, James J.",,2015,4/26/1989,,Presentations-JJDPR-jjd545.pdf | Presentations-JJDPR-jjd545_bhl-131f83f1.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0051,Leadership Retreat,,"Duderstadt, James J.",,2015,9/1/1989,,"Word Work File D 2030, 1 | Presentations-JJDPR-jjd546.pdf | Presentations-JJDPR-jjd546_bhl-159aa41d.pdf",Original version | Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0052,Regents Retreat,,"Duderstadt, James J.",,2015,7/8/1989,,Presentations-JJDPR-jjd547.pdf | Presentations-JJDPR-jjd547_bhl-8956df96.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0053,State Strategy-89,,"Duderstadt, James J.",,2015,9/11/1989,,Presentations-JJDPR-jjd548.pdf | Presentations-JJDPR-jjd548_bhl-d0bcd91d.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0054,State Support,,"Duderstadt, James J.",,2015,5/24/1989,,"Word Work File D 2030, 1 | Presentations-JJDPR-jjd549.pdf | Presentations-JJDPR-jjd549_bhl-0a956ca4.pdf",Original version | Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0055,"Tuition Retreat, 1",,"Duderstadt, James J.",,2015,12/6/1989,,Presentations-JJDPR-jjd550.pdf | Presentations-JJDPR-jjd550_bhl-e2dcf9ae.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0056,Business Plan-1990s,,"Duderstadt, James J.",,2015,2/17/1990,,Presentations-JJDPR-jjd551.pdf | Presentations-JJDPR-jjd551_bhl-3fbdd4c8.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0057,Campaign Briefing-1990,,"Duderstadt, James J.",,2015,4/6/1990,,Presentations-JJDPR-jjd552.pdf | Presentations-JJDPR-jjd552_bhl-d8067eee.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0058,Campaign-Color,,"Duderstadt, James J.",,2015,4/11/1990,,Presentations-JJDPR-jjd553.pdf | Presentations-JJDPR-jjd553_bhl-ac5186d4.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0059,Campaign-Color-update,,"Duderstadt, James J.",,2015,4/18/1990,,Presentations-JJDPR-jjd554.pdf | Presentations-JJDPR-jjd554_bhl-96060ad4.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0060,Economics Dinner Group,,"Duderstadt, James J.",,2015,4/6/1990,,Presentations-JJDPR-jjd555.pdf | Presentations-JJDPR-jjd555_bhl-241ea278.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0061,Eye on the Ball,,"Duderstadt, James J.",,2015,3/12/1990,,Presentations-JJDPR-jjd556.pdf | Presentations-JJDPR-jjd556_bhl-dab06177.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0062,"Eye on the Ball-II, 1",,"Duderstadt, James J.",,2015,11/5/1990,,Presentations-JJDPR-jjd557.pdf | Presentations-JJDPR-jjd557_bhl-0641d2d7.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0063,Leadership Retreat-F90,,"Duderstadt, James J.",,2015,9/3/1990,,Presentations-JJDPR-jjd558.pdf | Presentations-JJDPR-jjd558_bhl-99562c56.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0064,NSB-6/90,,"Duderstadt, James J.",,2015,6/11/1990,,Presentations-JJDPR-jjd560.pdf | Presentations-JJDPR-jjd560_bhl-5c7167c4.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0065,Science Education,,"Duderstadt, James J.",,2015,1/14/1990,,Presentations-JJDPR-jjd561.pdf | Presentations-JJDPR-jjd561_bhl-8712bd21.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0066,Title List,,"Duderstadt, James J.",,2015,8/29/1990,,Presentations-JJDPR-jjd562.pdf | Presentations-JJDPR-jjd562_bhl-859360ba.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0067,UM Organization,,"Duderstadt, James J.",,2015,6/23/1990,,Presentations-JJDPR-jjd563.pdf | Presentations-JJDPR-jjd563_bhl-c7100690.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0068,Athenaeum,,"Duderstadt, James J.",,2015,3/5/1991,,Presentations-JJDPR-jjd564.pdf | Presentations-JJDPR-jjd564_bhl-cd1e7299.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0069,Campaign GoNoGo,,"Duderstadt, James J.",,2015,5/7/1990,,Presentations-JJDPR-jjd565.pdf | Presentations-JJDPR-jjd565_bhl-e1cc5996.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0070,Communication,,"Duderstadt, James J.",,2015,1/6/1990,,Presentations-JJDPR-jjd566.pdf | Presentations-JJDPR-jjd566_bhl-bd590f6f.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0071,EO Retreat (Fall-91),,"Duderstadt, James J.",,2015,8/30/1991,,"Word Work File D 2030, 1 | Presentations-JJDPR-jjd567.pdf | Presentations-JJDPR-jjd567_bhl-2759663f.pdf",Original version | Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0072,EO Retreat-93,,"Duderstadt, James J.",,2015,8/30/1991,,Presentations-JJDPR-jjd568.pdf | Presentations-JJDPR-jjd568_bhl-44e6076f.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0073,EO Strategic Update,,"Duderstadt, James J.",,2015,8/30/1991,,Presentations-JJDPR-jjd569.pdf | Presentations-JJDPR-jjd569_bhl-b04859b7.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0074,Futures Group 1.0,,"Duderstadt, James J.",,2015,9/1/1991,,Presentations-JJDPR-jjd570.pdf | Presentations-JJDPR-jjd570_bhl-9ac4ebc0.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0075,Futures/Missions,,"Duderstadt, James J.",,2015,7/20/1991,,Presentations-JJDPR-jjd571.pdf | Presentations-JJDPR-jjd571_bhl-1d0844de.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0076,Futuring,,"Duderstadt, James J.",,2015,8/30/1991,,Presentations-JJDPR-jjd572.pdf | Presentations-JJDPR-jjd572_bhl-639bf54c.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0077,Regent Priorities,,"Duderstadt, James J.",,2015,2/5/1991,,Presentations-JJDPR-jjd574.pdf | Presentations-JJDPR-jjd574_bhl-5936fedd.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0078,Resources for the 1990s,,"Duderstadt, James J.",,2015,1/4/1991,,Presentations-JJDPR-jjd575.pdf | Presentations-JJDPR-jjd575_bhl-fb2efe41.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0079,slides-Resources for the 1990's,,"Duderstadt, James J.",,2015,2/25/1991,,Presentations-JJDPR-jjd576.pdf | Presentations-JJDPR-jjd576_bhl-b351088f.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0080,The Plan Itself 1.1,,"Duderstadt, James J.",,2015,8/30/1991,,Presentations-JJDPR-jjd577.pdf | Presentations-JJDPR-jjd577_bhl-8d8e7a9d.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0081,white-Resources for the 1990's,,"Duderstadt, James J.",,2015,2/28/1991,,Presentations-JJDPR-jjd578.pdf | Presentations-JJDPR-jjd578_bhl-ebc94a6a.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0082,Michigan Mandate-Color,,"Duderstadt, James J.",,2015,6/6/1992,,Presentations-JJDPR-jjd579.pdf | Presentations-JJDPR-jjd579_bhl-3b3d0855.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0083,Strategic Planning Update,,"Duderstadt, James J.",,2015,2/3/1992,,Presentations-JJDPR-jjd580.pdf | Presentations-JJDPR-jjd580_bhl-6748f528.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0084,The Top Ten,,"Duderstadt, James J.",,2015,2/3/1992,,Presentations-JJDPR-jjd581.pdf | Presentations-JJDPR-jjd581_bhl-402d4405.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0085,"Vision 2017 Pres 1.0, 1",,"Duderstadt, James J.",,2015,11/10/1993,,Presentations-JJDPR-jjd582.pdf | Presentations-JJDPR-jjd582_bhl-a5f58206.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0086,Resources,,"Duderstadt, James J.",,2015,6/9/1995,,Presentations-JJDPR-jjd583.pdf | Presentations-JJDPR-jjd583_bhl-f1d833fe.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0087,Resources Update,,"Duderstadt, James J.",,2015,6/8/1995,,Presentations-JJDPR-jjd584.pdf | Presentations-JJDPR-jjd584_bhl-3389c4da.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0088,Resources Update-11,,"Duderstadt, James J.",,2015,6/8/1995,,Presentations-JJDPR-jjd585.pdf | Presentations-JJDPR-jjd585_bhl-ca970b19.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0094,Millennium Seminar,,"Duderstadt, James J.",,2015,8/31/1996,,Presentations-JJDPR-jjd593.pdf | Presentations-JJDPR-jjd593_bhl-d8eeb92a.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0095,Regents Resources,,"Duderstadt, James J.",,2015,5/20/1996,,Presentations-JJDPR-jjd594.pdf | Presentations-JJDPR-jjd594_bhl-67ec9608.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0096,Transformation Course 1,,"Duderstadt, James J.",,2015,8/30/1996,,Presentations-JJDPR-jjd595.pdf | Presentations-JJDPR-jjd595_bhl-e060df51.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0097,Transformation Course 2,,"Duderstadt, James J.",,2015,8/30/1996,,Presentations-JJDPR-jjd596.pdf | Presentations-JJDPR-jjd596_bhl-2e7cd3ca.pdf,Access version | Preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0098,AAAC-Min-II,,"Duderstadt, James J.",,2015,7/21/1987,,"Word Work File D 2030, 1 | Speeches-JJDS1-jjd600.pdf",Original version | Access and preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0099,Academic Affairs Picnic,,"Duderstadt, James J.",,2015,9/6/1986,,"Word Work File D 2030, 1 | Speeches-JJDS1-jjd601.pdf",Original version | Access and preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0100,Alumni Talk,,"Duderstadt, James J.",,2015,9/7/1986,,"Word Work File D 2030, 1 | Speeches-JJDS1-jjd602.pdf",Original version | Access and preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0101,ASB-5/21,,"Duderstadt, James J.",,2015,5/21/1986,,ASB-5?21 | Speeches-JJDS1-jjd603.pdf,Original version | Access and preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0102,BPC Talk,,"Duderstadt, James J.",,2015,6/26/1986,,"Word Work File D 2030, 1 | Speeches-JJDS1-jjd604.pdf",Original version | Access and preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0103,Caltech,,"Duderstadt, James J.",,2015,2/16/1987,,"Word Work File D 2030, 1 | Speeches-JJDS1-jjd605.pdf",Original version | Access and preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0104,Challenge,,"Duderstadt, James J.",,2015,5/31/1986,,"Word Work File D 2030, 1 | Speeches-JJDS1-jjd606.pdf",Original version | Access and preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0105,Chinese,,"Duderstadt, James J.",,2015,7/17/1986,,"Word Work File D 2030, 1 | Speeches-JJDS1-jjd607.pdf",Original version | Access and preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
9811_0003_0106,CRLT,,"Duderstadt, James J.",,2015,9/6/1986,,"Word Work File D 2030, 1 | Speeches-JJDS1-jjd608.pdf",Original version | Access and preservation version,Office Documents,Collection is open for research.,12/7/2015,Copyright has been transferred to the Regents of the University of Michigan.,en_US
