dates	handle	title	authors	publisher	dateAdded	bitCount
2006/04-2015/10	2027.42/88755	Government-University Research Partnership: Beyond the Endless Frontier…? 	Duderstadt, James J. 		2011-12-23T16:48:11Z 	1
2006/04-2015/10	2027.42/88756	Governor Arish 	Duderstadt, James J. 		2011-12-23T16:48:12Z 	1
2006/04-2015/10	2027.42/88757	Governor's Economic 	Duderstadt, James J. 		2011-12-23T16:48:13Z 	1
2006/04-2015/10	2027.42/88758	Grad Welcome 	Duderstadt, James J. 		2011-12-23T16:48:15Z 	1
2006/04-2015/10	2027.42/88759	Graduate Education Faces the Digital Age 	Duderstadt, James J. 		2011-12-23T16:48:16Z 	1
2006/04-2015/10	2027.42/88760	Graduate Education for a New Century 	Duderstadt, James J. 		2011-12-23T16:48:17Z 	1
2006/04-2015/10	2027.42/88761	Graduate Education in Science and Engineering: A Time for Reassessment? 	Duderstadt, James J. 		2011-12-23T16:48:18Z 	1
2006/04-2015/10	2027.42/88762	Graduate Student Welcome 	Duderstadt, James J. 		2011-12-23T16:48:19Z 	1
2006/04-2015/10	2027.42/88763	Graduate Welcome 3.0 	Duderstadt, James J. 		2011-12-23T16:48:21Z 	1
2006/04-2015/10	2027.42/88764	Graduate Welcome 4.1 	Duderstadt, James J. 		2011-12-23T16:48:22Z 	1
2006/04-2015/10	2027.42/88766	Grand Rapids Economics Club 	Duderstadt, James J. 		2011-12-23T16:48:25Z 	1
2006/04-2015/10	2027.42/88767	Grand Rapids Economics Club 	Duderstadt, James J. 		2011-12-23T16:48:28Z 	1
2006/04-2015/10	2027.42/88768	Grand Rapids Rotary 	Duderstadt, James J. 		2011-12-23T16:48:30Z 	1
2006/04-2015/10	2027.42/88769	Gratz et al v Bollinger et al. 	U.S. Supreme Court 	Supreme Ct. of the United States 	2011-12-23T16:48:32Z 	1
2006/04-2015/10	2027.42/88770	Grosse Pointe Rot. (word) 	Duderstadt, James J. 		2011-12-23T16:48:35Z 	1
2006/04-2015/10	2027.42/88771	Grosse Pointe Rotary 	Duderstadt, James J. 		2011-12-23T16:48:38Z 	1
2006/04-2015/10	2027.42/88774	HBCU Remarks 	Duderstadt, James J. 		2011-12-23T16:48:44Z 	1
2006/04-2015/10	2027.42/88772	Hartford Sermon 2.0 (act) 	Duderstadt, James J. 		2011-12-23T16:48:40Z 	1
2006/04-2015/10	2027.42/88773	Hartford Sermon 2.1 	Duderstadt, James J. 		2011-12-23T16:48:43Z 	1
2006/04-2015/10	2027.42/88775	Health System Leadership 	Duderstadt, James J. 		2011-12-23T16:48:45Z 	1
2006/04-2015/10	2027.42/88777	Heartland Draft 	Duderstadt, James J. 		2011-12-23T16:48:51Z 	1
2006/04-2015/10	2027.42/88778	Heisman Dinner 	Duderstadt, James J. 		2011-12-23T16:48:52Z 	1
2006/04-2015/10	2027.42/88779	High School Science Visit 	Duderstadt, James J. 		2011-12-23T16:48:53Z 	1
2006/04-2015/10	2027.42/88780	High Tech Talk 	Duderstadt, James J. 		2011-12-23T16:48:56Z 	1
2006/04-2015/10	2027.42/88781	High Technology 	Duderstadt, James J. 		2011-12-23T16:48:57Z 	1
2006/04-2015/10	2027.42/79503	High Technology in Michigan: Silicon Valley or Appalachia 	Duderstadt, James J. 		2011-02-04T19:02:33Z 	1
2006/04-2015/10	2027.42/88782	Higher Education 1.0 	Duderstadt, James J. 		2011-12-23T16:48:59Z 	1
2006/04-2015/10	2027.42/88796	Higher Education Today and Tomorrow: A Global Perspective 	Duderstadt, James J. 		2011-12-23T16:49:19Z 	1
2006/04-2015/10	2027.42/88783	Higher Education in an Age of Knowledge 	Duderstadt, James J. 		2011-12-23T16:49:01Z 	1
2006/04-2015/10	2027.42/88784	Higher Education in the 21st Century 	Duderstadt, James J. 		2011-12-23T16:49:02Z 	1
2006/04-2015/10	2027.42/88785	Higher Education in the 21st Century - Global Imperatives, Regional Challenges, National Responsibilities, and Emerging Opportunities 	Duderstadt, James J. 		2011-12-23T16:49:04Z 	1
2006/04-2015/10	2027.42/88786	Higher Education in the 21st Century - National Imperatives, Global Opportunities 	Duderstadt, James J. 		2011-12-23T16:49:06Z 	1
2006/04-2015/10	2027.42/88788	Higher Education in the 21st Century: Global Imperatives, Regional Challenges, National Responsibilities, and Emerging Challenges 	Duderstadt, James J. 		2011-12-23T16:49:08Z 	1
2006/04-2015/10	2027.42/88789	Higher Education in the 21st Century: Global Imperatives, Regional Challenges, National Responsibilities, and Emerging Opportunities 	Duderstadt, James J. 		2011-12-23T16:49:09Z 	1
2006/04-2015/10	2027.42/88790	Higher Education in the New Century 	Duderstadt, James J. 		2011-12-23T16:49:10Z 	1
2006/04-2015/10	2027.42/88791	Higher Education in the New Century: Themes, Challenges, and Opportunities 	Duderstadt, James J. 		2011-12-23T16:49:11Z 	1
2006/04-2015/10	2027.42/88792	Higher Education in the New Century: Themes, Challenges, and Opportunities 	Duderstadt, James J. 		2011-12-23T16:49:13Z 	1
2006/04-2015/10	2027.42/88793	Higher Education in the New Century: Themes, Challenges, and Options (UCLA) 	Duderstadt, James J. 		2011-12-23T16:49:15Z 	1
2006/04-2015/10	2027.42/88794	Higher Education in the New Century: Themes, Challenges, and Options (USC) 	Duderstadt, James J. 		2011-12-23T16:49:16Z 	1
2006/04-2015/10	2027.42/88795	Higher Education in the United States 	Duderstadt, James J. 		2011-12-23T16:49:17Z 	1
2006/04-2015/10	2027.42/88797	Higher Education, A Global Perspective 	Duderstadt, James J. 		2011-12-23T16:49:21Z 	1
2006/04-2015/10	2027.42/88799	Higher Learning in the Digital Age 	Duderstadt, James J. 		2011-12-23T16:49:23Z 	1
2006/04-2015/10	2027.42/88800	Higher Learning in the Digital Age: An Update on a National Academies Study 	Duderstadt, James J. 		2011-12-23T16:49:24Z 	1
2006/04-2015/10	2027.42/88802	Higher Learning in the Digital Age: An Update on a National Academies Study 	Duderstadt, James J. 		2011-12-23T16:49:28Z 	1
2006/04-2015/10	2027.42/88801	Higher Learning in the Digital Age: An Update on a National Academies Study (Educause) 	Duderstadt, James J. 		2011-12-23T16:49:26Z 	1
2006/04-2015/10	2027.42/88803	Hispanic Heritage 	Duderstadt, James J. 		2011-12-23T16:49:29Z 	1
2006/04-2015/10	2027.42/88804	Holiday Card 	Duderstadt, James J. 		2011-12-23T16:49:31Z 	1
2006/04-2015/10	2027.42/88805	Homecoming Welcome 	Duderstadt, James J. 		2011-12-23T16:49:32Z 	1
2006/04-2015/10	2027.42/88806	Homecoming-89 	Duderstadt, James J. 		2011-12-23T16:49:33Z 	1
2006/04-2015/10	2027.42/88807	Honorary Degree Dinner 	Duderstadt, James J. 		2011-12-23T16:49:35Z 	1
2006/04-2015/10	2027.42/88808	Honorary Degree Dinner 	Duderstadt, James J. 		2011-12-23T16:49:36Z 	1
2006/04-2015/10	2027.42/88810	Honors Convocation 	Duderstadt, James J. 		2011-12-23T16:49:39Z 	1
2006/04-2015/10	2027.42/88811	Honors Convocation 	Duderstadt, James J. 		2011-12-23T16:49:41Z 	1
2006/04-2015/10	2027.42/88812	Honors Convocation-1989 	Duderstadt, James J. 		2011-12-23T16:49:42Z 	1
2006/04-2015/10	2027.42/88813	Honors Convocation-1991 	Duderstadt, James J. 		2011-12-23T16:49:44Z 	1
2006/04-2015/10	2027.42/88814	House Appropriations Committee 	Duderstadt, James J. 		2011-12-23T16:49:47Z 	1
2006/04-2015/10	2027.42/88815	How Do We Get From Here to There? 	Duderstadt, James J. 		2011-12-23T16:49:48Z 	1
2006/04-2015/10	2027.42/88816	Hubs of Transformation: Leveraging the Great Lakes Research Complex for Energy Innovation 	Duderstadt, James J. 	Brookings 	2011-12-23T16:49:49Z 	1
2006/04-2015/10	2027.42/88817	Hubs of Transformation: Leveraging the Great Lakes Research Complex for Energy Innovation 	Duderstadt, James J. ; Muro, Mark ; Rahman, Sarah 	Brookings 	2011-12-23T16:49:54Z 	1
2006/04-2015/10	2027.42/88818	Hubs of Transformation: Leveraging the Great Lakes Research Complex for Energy Sector Innovation 	Duderstadt, James J. 	Sec. of Energy Advisory Board, U.S. Dept. of Energy 	2011-12-23T16:49:55Z 	1
2006/04-2015/10	2027.42/88819	Human Genetics 	Duderstadt, James J. 		2011-12-23T16:49:56Z 	1
2006/04-2015/10	2027.42/88821	Hydrogen Initiatives Draft 2.2 	Duderstadt, James J. 		2011-12-23T16:49:58Z 	1
2006/04-2015/10	2027.42/88822	ICPSR Welcome 	Duderstadt, James J. 		2011-12-23T16:50:00Z 	1
2006/04-2015/10	2027.42/88823	ICR 	Duderstadt, James J. 		2011-12-23T16:50:01Z 	1
2006/04-2015/10	2027.42/88824	ICR Points 	Duderstadt, James J. 		2011-12-23T16:50:02Z 	1
2006/04-2015/10	2027.42/88825	IFS Reception 	Duderstadt, James J. 		2011-12-23T16:50:04Z 	1
2006/04-2015/10	2027.42/88863	IPPS Talk 	Duderstadt, James J. 		2011-12-23T16:51:05Z 	1
2006/04-2015/10	2027.42/88867	ITFRU Project, Technology Subcommittee Meeting, minutes 	Duderstadt, James J. 		2011-12-23T16:51:12Z 	1
2006/04-2015/10	2027.42/88868	ITI Meeting 	Duderstadt, James J. 		2011-12-23T16:51:13Z 	1
2006/04-2015/10	2027.42/88869	ITIC 	Duderstadt, James J. 		2011-12-23T16:51:15Z 	1
2006/04-2015/10	2027.42/88827	In Search of a 2x4: Change and the Academy 	Duderstadt, James J. 		2011-12-23T16:50:06Z 	1
2006/04-2015/10	2027.42/88828	In Search of a 2x4: Change and the Academy 	Duderstadt, James J. 		2011-12-23T16:50:07Z 	1
2006/04-2015/10	2027.42/88826	In Search of a 2x4: Change and the Academy (1.2) 	Duderstadt, James J. 		2011-12-23T16:50:05Z 	1
2006/04-2015/10	2027.42/88829	In the beginning…there was the central 40 acre campus (1) 	Duderstadt, James J. 		2011-12-23T16:50:11Z 	1
2006/04-2015/10	2027.42/88830	In the beginning…there was the central 40 acre campus (2) 	Duderstadt, James J. 		2011-12-23T16:50:14Z 	1
2006/04-2015/10	2027.42/88832	Inaugural Breakfast 	Duderstadt, James J. 		2011-12-23T16:50:17Z 	1
2006/04-2015/10	2027.42/88833	Inaugural Luncheon 	Duderstadt, James J. 		2011-12-23T16:50:18Z 	1
2006/04-2015/10	2027.42/88834	Inaugural Student Picnic 	Duderstadt, James J. 		2011-12-23T16:50:19Z 	1
2006/04-2015/10	2027.42/88835	Inauguration 1.2 	Duderstadt, James J. 		2011-12-23T16:50:21Z 	1
2006/04-2015/10	2027.42/88836	Inauguration Final Speech 	Duderstadt, James J. 		2011-12-23T16:50:23Z 	1
2006/04-2015/10	2027.42/88838	Inauguration Remarks List 	Duderstadt, James J. 		2011-12-23T16:50:25Z 	1
2006/04-2015/10	2027.42/88839	Inauguration Week Talks 	Duderstadt, James J. 		2011-12-23T16:50:27Z 	1
2006/04-2015/10	2027.42/88837	Inauguration of President Maureen Hartford 	Duderstadt, James J. 		2011-12-23T16:50:24Z 	1
2006/04-2015/10	2027.42/88840	Independent Rankings 	Duderstadt, James J. 		2011-12-23T16:50:28Z 	1
2006/04-2015/10	2027.42/88841	Industrial Technology Institute Dedication 	Duderstadt, James J. 		2011-12-23T16:50:29Z 	1
2006/04-2015/10	2027.42/88843	Information Technology and the Future of the Research University (NRC) 	National Research Council of the National Academies, Panel on the Impact of Information Technology on the Future of the Research University 	National Research Council of the National Academies 	2011-12-23T16:50:31Z 	1
2006/04-2015/10	2027.42/88844	Information Technology and the Future of the University 	Duderstadt, James J. 		2011-12-23T16:50:33Z 	1
2006/04-2015/10	2027.42/88846	Information Technology and the Future of the University 	Duderstadt, James J. 		2011-12-23T16:50:37Z 	1
2006/04-2015/10	2027.42/88847	Information Technology and the Future of the University 	Duderstadt, James J. 		2011-12-23T16:50:40Z 	1
2006/04-2015/10	2027.42/88845	Information Technology and the Future of the University (5.0) 	Duderstadt, James J. 		2011-12-23T16:50:35Z 	1
2006/04-2015/10	2027.42/88848	Inglis House Faculty Dinners 	Duderstadt, James J. 		2011-12-23T16:50:42Z 	1
2006/04-2015/10	2027.42/88849	Innovation Theme 	Duderstadt, James J. 		2011-12-23T16:50:43Z 	1
2006/04-2015/10	2027.42/88850	Institutional Saga 	Duderstadt, James J. 		2011-12-23T16:50:45Z 	1
2006/04-2015/10	2027.42/79504	Intellectual Inventory 	College of Engineering, University of Michigan 		2011-02-04T19:02:37Z 	1
2006/04-2015/10	2027.42/88851	Intellectual Transformation 	Duderstadt, James J. 	Office of the President 	2011-12-23T16:50:46Z 	1
2006/04-2015/10	2027.42/79546	Intellectual Transformation at the University of Michigan 	Office of the President, University of Michigan 		2011-02-04T19:05:35Z 	1
2006/04-2015/10	2027.42/79559	Intercollege Athletics 	Duderstadt, James J. 		2011-02-04T19:06:30Z 	1
2006/04-2015/10	2027.42/88852	Intercollegiate athletics 	Duderstadt, James J. 		2011-12-23T16:50:47Z 	1
2006/04-2015/10	2027.42/88854	Intern Forum (9-89) 	Duderstadt, James J. 		2011-12-23T16:50:51Z 	1
2006/04-2015/10	2027.42/88855	International Issues 	Duderstadt, James J. 		2011-12-23T16:50:53Z 	1
2006/04-2015/10	2027.42/88856	Internationalization 	Duderstadt, James J. 		2011-12-23T16:50:55Z 	1
2006/04-2015/10	2027.42/88857	Internet2 Statute 	Duderstadt, James J. 		2011-12-23T16:50:57Z 	1
2006/04-2015/10	2027.42/88858	Introduction 	Duderstadt, James J. 		2011-12-23T16:50:58Z 	1
2006/04-2015/10	2027.42/88859	Introduction 	Duderstadt, James J. 		2011-12-23T16:50:59Z 	1
2006/04-2015/10	2027.42/88860	Introduction 	Duderstadt, James J. 		2011-12-23T16:51:00Z 	1
2006/04-2015/10	2027.42/88861	Investments 	Duderstadt, James J. 		2011-12-23T16:51:01Z 	1
2006/04-2015/10	2027.42/88862	Investments 	Duderstadt, James J. 		2011-12-23T16:51:03Z 	1
2006/04-2015/10	2027.42/70292	Ionization and radiation dynamics of carbon ablation plasmas 	Thornhill, J. Ward ; Duderstadt, James J. ; Duston, Dwight P. 	The American Institute of Physics 	2010-05-06T21:56:00Z 	1
2006/04-2015/10	2027.42/70635	Ionization and radiation dynamics of dense MHD plasmas 	Duderstadt, James J. ; Duston, Dwight 	The American Institute of Physics 	2010-05-06T22:28:21Z 	1
2006/04-2015/10	2027.42/88866	Issues for Science and Engineering Researchers in the Digital Age 	National Research Council of the National Academies, Office of Special Projects Policy and Global Affairs 	National Research Council of the National Academies 	2011-12-23T16:51:11Z 	1
2006/04-2015/10	2027.42/88873	JJD Remarks 	Duderstadt, James J. 		2011-12-23T16:51:20Z 	1
2006/04-2015/10	2027.42/88874	JJD Student Letter 	Duderstadt, James J. 		2011-12-23T16:51:21Z 	1
2006/04-2015/10	2027.42/88875	JJD Student Letter 	Duderstadt, James J. 		2011-12-23T16:51:22Z 	1
2006/04-2015/10	2027.42/88872	JJD impressions of being president 	Duderstadt, James J. 		2011-12-23T16:51:19Z 	1
2006/04-2015/10	2027.42/88870	Jewish Federation 	Duderstadt, James J. 		2011-12-23T16:51:17Z 	1
2006/04-2015/10	2027.42/88871	Jewish Federation Forum 	Duderstadt, James J. 		2011-12-23T16:51:18Z 	1
2006/04-2015/10	2027.42/88877	Just as our society and our social institutions are being reshaped by the rapid advances in information technology… 	Duderstadt, James J. 		2011-12-23T16:51:24Z 	1
2006/04-2015/10	2027.42/88878	K-12 Education Cranbrook 	Duderstadt, James J. 		2011-12-23T16:51:26Z 	1
2006/04-2015/10	2027.42/88879	K-12 Talk 	Duderstadt, James J. 		2011-12-23T16:51:28Z 	1
2006/04-2015/10	2027.42/88880	Key Focus Areas 	Duderstadt, James J. 		2011-12-23T16:51:29Z 	1
2006/04-2015/10	2027.42/88881	Key Points of Brookings Institution Next Energy Project 	Duderstadt, James J. 		2011-12-23T16:51:31Z 	1
2006/04-2015/10	2027.42/88882	Key Points related to the Ford Nuclear Reactor at the Phoenix Memorial Laboratory 	Duderstadt, James J. 		2011-12-23T16:51:32Z 	1
2006/04-2015/10	2027.42/88883	Keynote Address, James Duderstadt, U of M 	Duderstadt, James J. 	National Academy Press 	2011-12-23T16:51:33Z 	1
2006/04-2015/10	2027.42/88884	LA Major Gifts 	Duderstadt, James J. 		2011-12-23T16:51:35Z 	1
2006/04-2015/10	2027.42/88885	Lagatus 	Duderstadt, James J. 		2011-12-23T16:51:37Z 	1
2006/04-2015/10	2027.42/88886	Lapeer Rotary 1.1 	Duderstadt, James J. 		2011-12-23T16:51:38Z 	1
2006/04-2015/10	2027.42/69358	Laser heating of a dense plasma pinch 	Chapin, David L. ; Duderstadt, James J. 	The American Institute of Physics 	2010-05-06T20:28:54Z 	1
2006/04-2015/10	2027.42/88888	Last Letter 	Duderstadt, James J. 		2011-12-23T16:51:41Z 	1
2006/04-2015/10	2027.42/88889	Lead Network 1.2 	Duderstadt, James J. 		2011-12-23T16:51:42Z 	1
2006/04-2015/10	2027.42/88890	Lead Network 1.4 	Duderstadt, James J. 		2011-12-23T16:51:44Z 	1
2006/04-2015/10	2027.42/88891	Lead Network Talk 1.3 	Duderstadt, James J. 		2011-12-23T16:51:47Z 	1
2006/04-2015/10	2027.42/88892	Leadership Ann Arbor 	Duderstadt, James J. 		2011-12-23T16:51:48Z 	1
2006/04-2015/10	2027.42/88893	Leadership Network 2.0 	Duderstadt, James J. 		2011-12-23T16:51:52Z 	1
2006/04-2015/10	2027.42/88894	Leadership Retreat 	Duderstadt, James J. 		2011-12-23T16:51:53Z 	1
2006/04-2015/10	2027.42/88895	Leadership Retreat 	Duderstadt, James J. 		2011-12-23T16:51:54Z 	1
2006/04-2015/10	2027.42/88896	Leadership Retreat-F90 	Duderstadt, James J. 		2011-12-23T16:51:55Z 	1
2006/04-2015/10	2027.42/79490	Leadership for the 21st Century: Strategic Planning at the University of Michigan 	Office of the President, University of Michigan 		2011-02-04T19:01:38Z 	1
2006/04-2015/10	2027.42/79523	Leadership for the 21st Century: Strategic Planning at the University of Michigan 	Office of the President, University of Michigan 		2011-02-04T19:03:59Z 	1
2006/04-2015/10	2027.42/88897	Leading Higher Education In an Era of Rapid Change 	Duderstadt, James J. 		2011-12-23T16:51:56Z 	1
2006/04-2015/10	2027.42/88899	Leading Higher Education In an Era of Rapid Change 	Duderstadt, James J. 		2011-12-23T16:51:59Z 	1
2006/04-2015/10	2027.42/88900	Leading Higher Education In an Era of Rapid Change 	Duderstadt, James J. 		2011-12-23T16:52:00Z 	1
2006/04-2015/10	2027.42/88901	Leading Higher Education In an Era of Rapid Change (1.0) 	Duderstadt, James J. 		2011-12-23T16:52:02Z 	1
2006/04-2015/10	2027.42/88902	Learn Grant 	Duderstadt, James J. 		2011-12-23T16:52:03Z 	1
2006/04-2015/10	2027.42/88903	Legislative Luncheon 	Duderstadt, James J. 		2011-12-23T16:52:04Z 	1
2006/04-2015/10	2027.42/88904	Legislators Briefing 	Duderstadt, James J. 		2011-12-23T16:52:06Z 	1
2006/04-2015/10	2027.42/88905	Legislature 	Duderstadt, James J. 		2011-12-23T16:52:07Z 	1
2006/04-2015/10	2027.42/88906	Letter of congratulations to Mary Sue Coleman 	Duderstadt, James J. 		2011-12-23T16:52:08Z 	1
2006/04-2015/10	2027.42/88907	Letter to Judy (ACEHR), further thoughts on Age of Knowledge 	Duderstadt, James J. 		2011-12-23T16:52:09Z 	1
2006/04-2015/10	2027.42/88910	Letter to Werner Hirsch regarding ideas of the Glion IV conference 	Duderstadt, James J. 		2011-12-23T16:52:13Z 	1
2006/04-2015/10	2027.42/88911	Letter to Werner Hirsch regarding ideas of the Glion IV conference 	Duderstadt, James J. 		2011-12-23T16:52:14Z 	1
2006/04-2015/10	2027.42/88908	Letter to the Michigan Daily clarifying remarks on "Duderstadt criticizes current diversity plan" 	Duderstadt, James J. 		2011-12-23T16:52:10Z 	1
2006/04-2015/10	2027.42/88912	Letter-final external 	Duderstadt, James J. 		2011-12-23T16:52:15Z 	1
2006/04-2015/10	2027.42/88913	Letter-final internal 	Duderstadt, James J. 		2011-12-23T16:52:16Z 	1
2006/04-2015/10	2027.42/88914	Library Science (10-90) 	Duderstadt, James J. 		2011-12-23T16:52:18Z 	1
2006/04-2015/10	2027.42/88915	Life After Copy 	Duderstadt, James J. 		2011-12-23T16:52:19Z 	1
2006/04-2015/10	2027.42/88916	Listen and Learn 	Duderstadt, James J. 		2011-12-23T16:52:21Z 	1
2006/04-2015/10	2027.42/88917	Listen and Learn 	Duderstadt, James J. 		2011-12-23T16:52:23Z 	1
2006/04-2015/10	2027.42/88918	Los Angeles Dinner 	Duderstadt, James J. 		2011-12-23T16:52:25Z 	1
2006/04-2015/10	2027.42/88919	Lunch and Learn 	Duderstadt, James J. 		2011-12-23T16:52:28Z 	1
2006/04-2015/10	2027.42/88921	M-Club Talk 	Duderstadt, James J. 		2011-12-23T16:52:31Z 	1
2006/04-2015/10	2027.42/88929	MBRT Dinner 	Duderstadt, James J. 		2011-12-23T16:52:42Z 	1
2006/04-2015/10	2027.42/89005	MLK Closing 	Duderstadt, James J. 		2011-12-23T16:54:58Z 	1
2006/04-2015/10	2027.42/89006	MLK Day Remarks 	Duderstadt, James J. 		2011-12-23T16:54:59Z 	1
2006/04-2015/10	2027.42/89007	MLK Opening 	Duderstadt, James J. 		2011-12-23T16:55:01Z 	1
2006/04-2015/10	2027.42/89008	MLK Symposium Opening 	Duderstadt, James J. 		2011-12-23T16:55:03Z 	1
2006/04-2015/10	2027.42/89010	MLK Welcome 	Duderstadt, James J. 		2011-12-23T16:55:05Z 	1
2006/04-2015/10	2027.42/89011	MLK-Business and Finance 	Duderstadt, James J. 		2011-12-23T16:55:07Z 	1
2006/04-2015/10	2027.42/89012	MLK-Unity March 	Duderstadt, James J. 		2011-12-23T16:55:08Z 	1
2006/04-2015/10	2027.42/89015	MSU-Govt.-U Research Partnership 	Duderstadt, James J. 		2011-12-23T16:55:14Z 	1
2006/04-2015/10	2027.42/88922	Major Gifts Address 2.0 	Duderstadt, James J. 		2011-12-23T16:52:33Z 	1
2006/04-2015/10	2027.42/88923	Major Gifts Committee 1.0 	Duderstadt, James J. 		2011-12-23T16:52:34Z 	1
2006/04-2015/10	2027.42/88924	Major Gifts Meeting 	Duderstadt, James J. 		2011-12-23T16:52:36Z 	1
2006/04-2015/10	2027.42/88925	Manufacturing Forum 	Duderstadt, James J. 		2011-12-23T16:52:37Z 	1
2006/04-2015/10	2027.42/88926	Master speech list 	Duderstadt, James J. 		2011-12-23T16:52:39Z 	1
2006/04-2015/10	2027.42/88927	Material concerning the IT-Higher ed project 	Duderstadt, James J. 		2011-12-23T16:52:40Z 	1
2006/04-2015/10	2027.42/88928	Maternal and Child Health 	Duderstadt, James J. 		2011-12-23T16:52:41Z 	1
2006/04-2015/10	2027.42/88930	McGill Commencement Address 	Duderstadt, James J. 		2011-12-23T16:52:43Z 	1
2006/04-2015/10	2027.42/88932	McGill Engineering Commencement Address - JJD 	Duderstadt, James J. 		2011-12-23T16:52:46Z 	1
2006/04-2015/10	2027.42/88933	Mechanisms for Making Financial Contributions to the Faculty Women's Club 	Duderstadt, James J. 		2011-12-23T16:52:47Z 	1
2006/04-2015/10	2027.42/88934	Medallion Inscription 	Duderstadt, James J. 		2011-12-23T16:52:48Z 	1
2006/04-2015/10	2027.42/88935	Medallion List 	Duderstadt, James J. 		2011-12-23T16:52:49Z 	1
2006/04-2015/10	2027.42/88936	Media Union 	Duderstadt, James J. 		2011-12-23T16:52:51Z 	1
2006/04-2015/10	2027.42/88937	Media Union Dedication 	Duderstadt, James J. 		2011-12-23T16:52:52Z 	1
2006/04-2015/10	2027.42/88938	Medical Center Reception 	Duderstadt, James J. 		2011-12-23T16:52:53Z 	1
2006/04-2015/10	2027.42/88939	Medical Education 	Duderstadt, James J. 		2011-12-23T16:52:55Z 	1
2006/04-2015/10	2027.42/88940	Medical School Discussion 	Duderstadt, James J. 		2011-12-23T16:52:56Z 	1
2006/04-2015/10	2027.42/88941	Medical School Faculty Presentation 1986 	Duderstadt, James J. 		2011-12-23T16:52:58Z 	1
2006/04-2015/10	2027.42/88943	Meeting Summary [of] Impact of Information Technology on the Future of the Research University 	The National Academies, Steering Committee 		2011-12-23T16:53:00Z 	1
2006/04-2015/10	2027.42/88944	Meeting Summary, Faculty Women's Club Endowment Fund 	Herbert, Norman ; Kettlehut, John ; Jennings, Ed ; Duderstadt, James J. ; Warner, Jane ; Jones, Mona ; Weidenbach, Gerry ; Duderstadt, Anne M. 		2011-12-23T16:53:01Z 	1
2006/04-2015/10	2027.42/88945	Memo to Coleman, naming of the Media Union 	Duderstadt, James J. 		2011-12-23T16:53:02Z 	1
2006/04-2015/10	2027.42/88948	Memo to Ulaby, related to MMPP 	Duderstadt, James J. 		2011-12-23T16:53:05Z 	1
2006/04-2015/10	2027.42/88949	Memo to Ulaby, related to umich alternative energy 	Duderstadt, James J. 		2011-12-23T16:53:06Z 	1
2006/04-2015/10	2027.42/88950	Memo to Washington and Richardson, subject: Federal Science and Technology Budget 	Duderstadt, James J. 		2011-12-23T16:53:07Z 	1
2006/04-2015/10	2027.42/88946	Memo to members of the NSB 	Duderstadt, James J. 		2011-12-23T16:53:03Z 	1
2006/04-2015/10	2027.42/88947	Memo to participants in Summit on "Transforming Research Universities Through Information Technology", regarding possible areas for follow up 	Duderstadt, James J. 	The National Academies 	2011-12-23T16:53:04Z 	1
2006/04-2015/10	2027.42/88951	Michigan Add-Ins 1.0 	Duderstadt, James J. 		2011-12-23T16:53:09Z 	1
2006/04-2015/10	2027.42/88952	Michigan Challenge 	Duderstadt, James J. 		2011-12-23T16:53:12Z 	1
2006/04-2015/10	2027.42/88955	Michigan Crossroads 1.0 (June) 	Duderstadt, James J. 		2011-12-23T16:53:17Z 	1
2006/04-2015/10	2027.42/88954	Michigan Crossroads 1.0 (October) 	Duderstadt, James J. 		2011-12-23T16:53:15Z 	1
2006/04-2015/10	2027.42/88956	Michigan Economy 1. 11-6-89.pdf 	Duderstadt, James J. 		2011-12-23T16:53:21Z 	1
2006/04-2015/10	2027.42/88957	Michigan Economy 1.0 	Duderstadt, James J. 		2011-12-23T16:53:25Z 	1
2006/04-2015/10	2027.42/88958	Michigan Engineering History 	Duderstadt, James J. 		2011-12-23T16:53:27Z 	1
2006/04-2015/10	2027.42/88959	Michigan Football Bust 	Duderstadt, James J. 		2011-12-23T16:53:28Z 	1
2006/04-2015/10	2027.42/88960	Michigan Higher Ed 1.0 	Duderstadt, James J. 		2011-12-23T16:53:31Z 	1
2006/04-2015/10	2027.42/88961	Michigan Higher Ed 2.2 	Duderstadt, James J. 		2011-12-23T16:53:33Z 	1
2006/04-2015/10	2027.42/88962	Michigan Information Technology Network 	Duderstadt, James J. 		2011-12-23T16:53:34Z 	1
2006/04-2015/10	2027.42/88963	Michigan Mandate 	Duderstadt, James J. 		2011-12-23T16:53:36Z 	1
2006/04-2015/10	2027.42/58618	Michigan Mandate - Progress Report 	James J. , Duderstadt 	Office of the Presidents 	2008-05-22T14:58:23Z 	1
2006/04-2015/10	2027.42/88965	Michigan Mandate 1.4 	Duderstadt, James J. 		2011-12-23T16:53:41Z 	1
2006/04-2015/10	2027.42/88966	Michigan Mandate 10 	Duderstadt, James J. 		2011-12-23T16:53:42Z 	1
2006/04-2015/10	2027.42/88967	Michigan Mandate 2 	Duderstadt, James J. 		2011-12-23T16:53:43Z 	1
2006/04-2015/10	2027.42/88968	Michigan Mandate 2.2 	Duderstadt, James J. 		2011-12-23T16:53:45Z 	1
2006/04-2015/10	2027.42/88969	Michigan Mandate 2.2C 	Duderstadt, James J. 		2011-12-23T16:53:46Z 	1
2006/04-2015/10	2027.42/88970	Michigan Mandate 2C 	Duderstadt, James J. 		2011-12-23T16:53:48Z 	1
