dates	handle	title	authors	publisher	dateAdded	bitCount
2006/04-2015/10	2027.42/89204	Redefining the Engineering Profession and Reinventing Engineering Education for a 21st Century Global Knowledge-driven Society 	Duderstadt, James J. 		2011-12-23T17:00:01Z 	1
2006/04-2015/10	2027.42/89205	Redraw Boundaries 1.4 	Duderstadt, James J. 		2011-12-23T17:00:04Z 	1
2006/04-2015/10	2027.42/89206	Regarding a three-year grant from Atlantic Philanthropics 	Duderstadt, James J. 		2011-12-23T17:00:05Z 	1
2006/04-2015/10	2027.42/89207	Regarding a three-year grant from Atlantic Philanthropics 	Duderstadt, James J. 		2011-12-23T17:00:06Z 	1
2006/04-2015/10	2027.42/89208	Regent Priorities 	Duderstadt, James J. 		2011-12-23T17:00:07Z 	1
2006/04-2015/10	2027.42/89209	Regents Annual Report 1.2 	Duderstadt, James J. 		2011-12-23T17:00:08Z 	1
2006/04-2015/10	2027.42/89211	Regents Budget-91 	Duderstadt, James J. 		2011-12-23T17:00:12Z 	1
2006/04-2015/10	2027.42/89212	Regents Information Item (MMPP) 	Duderstadt, James J. 		2011-12-23T17:00:13Z 	1
2006/04-2015/10	2027.42/89213	Regents Naming 	Duderstadt, James J. 		2011-12-23T17:00:14Z 	1
2006/04-2015/10	2027.42/89214	Regents Resources 	Duderstadt, James J. 		2011-12-23T17:00:15Z 	1
2006/04-2015/10	2027.42/89215	Regents Retreat 	Duderstadt, James J. 		2011-12-23T17:00:16Z 	1
2006/04-2015/10	2027.42/89216	Regents Tuition Briefing 	Duderstadt, James J. 		2011-12-23T17:00:17Z 	1
2006/04-2015/10	2027.42/89217	Regents-December 	Duderstadt, James J. 		2011-12-23T17:00:18Z 	1
2006/04-2015/10	2027.42/89218	Regents-Fin Aid 	Duderstadt, James J. 		2011-12-23T17:00:20Z 	1
2006/04-2015/10	2027.42/89219	Regents-June 	Duderstadt, James J. 		2011-12-23T17:00:21Z 	1
2006/04-2015/10	2027.42/89220	Regents-June 	Duderstadt, James J. 		2011-12-23T17:00:22Z 	1
2006/04-2015/10	2027.42/89222	Regents-March 	Duderstadt, James J. 		2011-12-23T17:00:25Z 	1
2006/04-2015/10	2027.42/89223	Regional Learning Ecologies - A Technology Roadmapping Exercise 	Duderstadt, James J. 		2011-12-23T17:00:26Z 	1
2006/04-2015/10	2027.42/89224	Regional Learning Ecologies - A Technology Roadmapping Exercise 	Duderstadt, James J. 		2011-12-23T17:00:28Z 	1
2006/04-2015/10	2027.42/89225	Reinventing 2.0 	Duderstadt, James J. 		2011-12-23T17:00:30Z 	1
2006/04-2015/10	2027.42/57291	Reinventing the Research University 	Duderstadt, James J. ; Weber, Luc E. 	Economica 	2007-11-20T22:23:10Z 	1
2006/04-2015/10	2027.42/89226	Reinventing the Research University: An American perspective 	Duderstadt, James J. ; Zemsky, Robert 		2011-12-23T17:00:31Z 	1
2006/04-2015/10	2027.42/89228	Reinventing the Research University: An American perspective (Canadian Provosts) 	Duderstadt, James J. 		2011-12-23T17:00:33Z 	1
2006/04-2015/10	2027.42/89227	Reinventing the Research University: An American perspective (Glion) 	Duderstadt, James J. ; Zemsky, Robert 		2011-12-23T17:00:32Z 	1
2006/04-2015/10	2027.42/89229	Reinventing the University Glion IV 	Duderstadt, James J. 	Economica 	2011-12-23T17:00:35Z 	1
2006/04-2015/10	2027.42/89230	Remarks by James J Duderstadt at the Inauguration of Dr. Maureen Hartford as President of Meredith College 	Duderstadt, James J. 		2011-12-23T17:00:36Z 	1
2006/04-2015/10	2027.42/89231	Remarks on the Anniversary of the Merit Computer Network 	Duderstadt, James J. 		2011-12-23T17:00:37Z 	1
2006/04-2015/10	2027.42/89233	Remarks to NSF Strategic Planning Group 	Duderstadt, James J. 		2011-12-23T17:00:41Z 	1
2006/04-2015/10	2027.42/89234	Remarks to the NSF Strategic Planning Group 	Duderstadt, James J. 		2011-12-23T17:00:42Z 	1
2006/04-2015/10	2027.42/89235	Reponses of JJD to follow-up questions from the Committee on Science, Subcommittee on Energy and Environment 	Duderstadt, James J. 		2011-12-23T17:00:43Z 	1
2006/04-2015/10	2027.42/89236	Report of the University-College Partnership Study Committee 	Duderstadt, James J. 		2011-12-23T17:00:44Z 	1
2006/04-2015/10	2027.42/89237	Report of the WASC Visiting Team, Preparatory Review 	Duderstadt, James J. 		2011-12-23T17:00:45Z 	1
2006/04-2015/10	2027.42/89238	Research U Speech 	Duderstadt, James J. 		2011-12-23T17:00:46Z 	1
2006/04-2015/10	2027.42/115474	Research Universities and the Future of America: A Study by the National Academies of the United States 	Duderstadt, James J. 		2015-10-20T13:53:09Z 	1
2006/04-2015/10	2027.42/89239	Resident Talk 	Duderstadt, James J. 		2011-12-23T17:00:47Z 	1
2006/04-2015/10	2027.42/89241	Resources 	Duderstadt, James J. 		2011-12-23T17:00:50Z 	1
2006/04-2015/10	2027.42/89245	Resources Update 2 	Duderstadt, James J. 		2011-12-23T17:00:56Z 	1
2006/04-2015/10	2027.42/89246	Resources Update 2 (1.1) 	Duderstadt, James J. 		2011-12-23T17:00:57Z 	1
2006/04-2015/10	2027.42/89242	Resources for the 1990's 	Duderstadt, James J. 		2011-12-23T17:00:52Z 	1
2006/04-2015/10	2027.42/89244	Resources for the 1990s 1 	Duderstadt, James J. 		2011-12-23T17:00:55Z 	1
2006/04-2015/10	2027.42/89247	Response to Governor Attack 	Duderstadt, James J. 		2011-12-23T17:00:59Z 	1
2006/04-2015/10	2027.42/89248	Response to questions relating to proposal to develop a transportable model of summer institute 	Duderstadt, James J. 		2011-12-23T17:01:00Z 	1
2006/04-2015/10	2027.42/89249	Review of "Transforming Undergraduate Education in Science, Mathematics, Engineering, and Technology" 	Duderstadt, James J. 		2011-12-23T17:01:01Z 	1
2006/04-2015/10	2027.42/115481	Review of the University of Texas Report on Gas Shale Fracking 	Augustine, Norman R. ; Colwell, Rita R. ; Duderstadt, James J. 		2015-10-20T14:05:21Z 	1
2006/04-2015/10	2027.42/89250	Rose Bowl (89-90) 	Duderstadt, James J. 		2011-12-23T17:01:05Z 	1
2006/04-2015/10	2027.42/89251	Rose Bowl 92 	Duderstadt, James J. 		2011-12-23T17:01:07Z 	1
2006/04-2015/10	2027.42/89252	Rose Bowl Band Rehearsal 	Duderstadt, James J. 		2011-12-23T17:01:09Z 	1
2006/04-2015/10	2027.42/89253	Rose Bowl Follow-up 	Duderstadt, James J. 		2011-12-23T17:01:10Z 	1
2006/04-2015/10	2027.42/89255	Rose Bowl Welcome 1986 	Duderstadt, James J. 		2011-12-23T17:01:13Z 	1
2006/04-2015/10	2027.42/89256	Rose Bowl Welcome Home 	Duderstadt, James J. 		2011-12-23T17:01:14Z 	1
2006/04-2015/10	2027.42/89257	Rose Bowl-1989 	Duderstadt, James J. 		2011-12-23T17:01:15Z 	1
2006/04-2015/10	2027.42/89258	Rotary 	Duderstadt, James J. 		2011-12-23T17:01:18Z 	1
2006/04-2015/10	2027.42/89259	Rotary Club 	Duderstadt, James J. 		2011-12-23T17:01:19Z 	1
2006/04-2015/10	2027.42/89260	Rotary sports speech 	Duderstadt, James J. 		2011-12-23T17:01:20Z 	1
2006/04-2015/10	2027.42/89261	SAC 16 	Duderstadt, James J. 		2011-12-23T17:01:21Z 	1
2006/04-2015/10	2027.42/89262	SAC 26 	Duderstadt, James J. 		2011-12-23T17:01:23Z 	1
2006/04-2015/10	2027.42/89263	SAC Meeting 	Duderstadt, James J. 		2011-12-23T17:01:24Z 	1
2006/04-2015/10	2027.42/89299	SILS Symposium 	Duderstadt, James J. 		2011-12-23T17:02:16Z 	1
2006/04-2015/10	2027.42/89335	SS Report Card 	Duderstadt, James J. 		2011-12-23T17:03:01Z 	1
2006/04-2015/10	2027.42/89336	SSC Testimony 	Duderstadt, James J. 		2011-12-23T17:03:02Z 	1
2006/04-2015/10	2027.42/89356	STPP Next Steps 	Duderstadt, James J. 		2011-12-23T17:03:29Z 	1
2006/04-2015/10	2027.42/89357	STPP Task Team Report 	Duderstadt, James J. 		2011-12-23T17:03:31Z 	1
2006/04-2015/10	2027.42/89264	Santa Cruz Remarks 	Duderstadt, James J. 		2011-12-23T17:01:25Z 	1
2006/04-2015/10	2027.42/89266	Santa Fe Institute 1.0 	Duderstadt, James J. 		2011-12-23T17:01:28Z 	1
2006/04-2015/10	2027.42/89267	Sasakawa Foundation 	Duderstadt, James J. 		2011-12-23T17:01:29Z 	1
2006/04-2015/10	2027.42/89268	Schembechler Hall 	Duderstadt, James J. 		2011-12-23T17:01:30Z 	1
2006/04-2015/10	2027.42/89269	Schembechler Hall Dinner 	Duderstadt, James J. 		2011-12-23T17:01:31Z 	1
2006/04-2015/10	2027.42/89270	School of Music Commencement 	Duderstadt, James J. 		2011-12-23T17:01:32Z 	1
2006/04-2015/10	2027.42/89271	Science Awards 	Duderstadt, James J. 		2011-12-23T17:01:34Z 	1
2006/04-2015/10	2027.42/89272	Science Com Testimony 	Duderstadt, James J. 		2011-12-23T17:01:35Z 	1
2006/04-2015/10	2027.42/89273	Science Education 	Duderstadt, James J. 		2011-12-23T17:01:37Z 	1
2006/04-2015/10	2027.42/89274	Science Education 	Duderstadt, James J. 		2011-12-23T17:01:38Z 	1
2006/04-2015/10	2027.42/89275	Science Education 1.4 	Duderstadt, James J. 		2011-12-23T17:01:41Z 	1
2006/04-2015/10	2027.42/89277	Science Education 2.0 	Duderstadt, James J. 		2011-12-23T17:01:45Z 	1
2006/04-2015/10	2027.42/89278	Science Policy for the Next 50 Years - From Guns to Pills to Brains… 	Duderstadt, James J. 		2011-12-23T17:01:46Z 	1
2006/04-2015/10	2027.42/89279	Science Policy for the Next 50 Years - From Guns to Pills to Brains… (1.0) 	Duderstadt, James J. 		2011-12-23T17:01:48Z 	1
2006/04-2015/10	2027.42/89280	Science Policy for the Next 50 Years - From Guns to Pills to Brains… (2) 	Duderstadt, James J. 		2011-12-23T17:01:49Z 	1
2006/04-2015/10	2027.42/89281	Scientific Integrity 	Duderstadt, James J. 		2011-12-23T17:01:51Z 	1
2006/04-2015/10	2027.42/79538	Scientific Integrity and the University 	Duderstadt, James J. 		2011-02-04T19:05:01Z 	1
2006/04-2015/10	2027.42/89282	Scripps-Howard 	Duderstadt, James J. 		2011-12-23T17:01:53Z 	1
2006/04-2015/10	2027.42/89283	Semiconductor Conference 	Duderstadt, James J. 		2011-12-23T17:01:54Z 	1
2006/04-2015/10	2027.42/89284	Senate Assembly 	Duderstadt, James J. 		2011-12-23T17:01:55Z 	1
2006/04-2015/10	2027.42/89285	Senate Assembly 	Duderstadt, James J. 		2011-12-23T17:01:57Z 	1
2006/04-2015/10	2027.42/89286	Senate Assembly  1.3 	Duderstadt, James J. 		2011-12-23T17:01:58Z 	1
2006/04-2015/10	2027.42/89288	Senate Assembly Address 	Duderstadt, James J. 		2011-12-23T17:02:02Z 	1
2006/04-2015/10	2027.42/89289	Senate Assembly Address 	Duderstadt, James J. 		2011-12-23T17:02:03Z 	1
2006/04-2015/10	2027.42/89290	Senate Assembly Slides 3-14-96.pdf 	Duderstadt, James J. 		2011-12-23T17:02:04Z 	1
2006/04-2015/10	2027.42/89291	Senate Republican Caucus 	Duderstadt, James J. 		2011-12-23T17:02:06Z 	1
2006/04-2015/10	2027.42/89292	Senate Test Text 2 	Duderstadt, James J. 		2011-12-23T17:02:07Z 	1
2006/04-2015/10	2027.42/89293	Senate Testimony 	Duderstadt, James J. 		2011-12-23T17:02:08Z 	1
2006/04-2015/10	2027.42/89294	Senate Testimony 	Duderstadt, James J. 		2011-12-23T17:02:09Z 	1
2006/04-2015/10	2027.42/89295	Service Awards 	Duderstadt, James J. 		2011-12-23T17:02:11Z 	1
2006/04-2015/10	2027.42/89296	Shapiro Farewell Dinner 	Duderstadt, James J. 		2011-12-23T17:02:12Z 	1
2006/04-2015/10	2027.42/89297	Sigma Xi Forum Notes 	Duderstadt, James J. 		2011-12-23T17:02:13Z 	1
2006/04-2015/10	2027.42/89300	Simulator Site Visit 	Duderstadt, James J. 		2011-12-23T17:02:18Z 	1
2006/04-2015/10	2027.42/89301	Solar Car 	Duderstadt, James J. 		2011-12-23T17:02:19Z 	1
2006/04-2015/10	2027.42/89302	Solid State Lab Dedication 	Duderstadt, James J. 		2011-12-23T17:02:20Z 	1
2006/04-2015/10	2027.42/115476	Some (Belated) Observations on the Information Technology Strategic Plan 	Duderstadt, James J. 		2015-10-20T13:55:24Z 	1
2006/04-2015/10	2027.42/89304	Some Informal Notes on Compensation Programs for Faculty and Senior Academic Leadership 	Duderstadt, James J. 		2011-12-23T17:02:23Z 	1
2006/04-2015/10	2027.42/89305	Some Informal Notes on Compensation Programs for Faculty and Senior Academic Leadership 	Duderstadt, James J. 		2011-12-23T17:02:24Z 	1
2006/04-2015/10	2027.42/89306	Some Notes of NSF "Tutorial" on Technology and Learning 	Duderstadt, James J. 		2011-12-23T17:02:25Z 	1
2006/04-2015/10	2027.42/89308	Some Observations Concerning A Possible National Science Board Study of Graduate Education in Science and Engineering (1) 	Duderstadt, James J. 	National Science Foundation 	2011-12-23T17:02:27Z 	1
2006/04-2015/10	2027.42/89307	Some Observations Concerning A Possible National Science Board Study of Graduate Education in Science and Engineering (2) 	Duderstadt, James J. 	National Science Foundation 	2011-12-23T17:02:26Z 	1
2006/04-2015/10	2027.42/89311	Some Observations Concerning The Changing Nature of Funding of the American Research University 	Duderstadt, James J. 	National Academy of Sciences 	2011-12-23T17:02:31Z 	1
2006/04-2015/10	2027.42/89312	Some Observations Concerning The Changing Nature of Funding of the American Research University (1.01) 	Duderstadt, James J. 	National Academy of Sciences 	2011-12-23T17:02:32Z 	1
2006/04-2015/10	2027.42/89314	Some Observations Concerning the FY2001 Federal R&D Budget 	Duderstadt, James J. 		2011-12-23T17:02:35Z 	1
2006/04-2015/10	2027.42/89313	Some Observations Concerning the Future of the Public Research University 	Duderstadt, James J. 		2011-12-23T17:02:33Z 	1
2006/04-2015/10	2027.42/89315	Some Observations on the Current State And the Future of Intercollegiate Athletics (1) 	Duderstadt, James J. 		2011-12-23T17:02:36Z 	1
2006/04-2015/10	2027.42/89316	Some Observations on the Current State And the Future of Intercollegiate Athletics (2) 	Duderstadt, James J. 		2011-12-23T17:02:37Z 	1
2006/04-2015/10	2027.42/89317	Some Observations on the Current State And the Future of Intercollegiate Athletics (3) 	Duderstadt, James J. 		2011-12-23T17:02:38Z 	1
2006/04-2015/10	2027.42/89318	Some Observations on the SOE's Task Force on Higher Ed 	Duderstadt, James J. 		2011-12-23T17:02:39Z 	1
2006/04-2015/10	2027.42/89319	Some Odds and Ends 	Duderstadt, James J. 		2011-12-23T17:02:40Z 	1
2006/04-2015/10	2027.42/79561	Some Reflections on the Future of the American Academic Research Enterprise 	Duderstadt, James J. 		2011-02-04T19:06:38Z 	1
2006/04-2015/10	2027.42/89320	Some Thoughts about Your Future as a Michigan Engineering Student 	Duderstadt, James J. 		2011-12-23T17:02:42Z 	1
2006/04-2015/10	2027.42/89322	Some Thoughts on Framing the Work of the Commission and the National Dialog 	Department of Education, Secretary of Education's Commission on the Future of Higher Education 		2011-12-23T17:02:45Z 	1
2006/04-2015/10	2027.42/89323	Some Thoughts on Framing the Work on the Commission and the National Dialog (1) 	Department of Education, Secretary of Education's Commission on the Future of Higher Education 		2011-12-23T17:02:46Z 	1
2006/04-2015/10	2027.42/89324	Some Thoughts on Framing the Work on the Commission and the National Dialog (2) 	Department of Education, Secretary of Education's Commission on the Future of Higher Education 		2011-12-23T17:02:47Z 	1
2006/04-2015/10	2027.42/89303	Some ideas concerning academic budgeting models for a time of change 	Duderstadt, James J. 		2011-12-23T17:02:21Z 	1
2006/04-2015/10	2027.42/89325	Space Application 	Duderstadt, James J. 		2011-12-23T17:02:49Z 	1
2006/04-2015/10	2027.42/89326	Space Physics Research Lab 	Duderstadt, James J. 		2011-12-23T17:02:50Z 	1
2006/04-2015/10	2027.42/45130	Spectral representations for the memory kernel characterizing self-diffusion 	Duderstadt, James J. ; Mosteller, R. D. 	Kluwer Academic Publishers-Plenum Publishers; Plenum Publishing Corporation ; Springer Science+Business Media 	2006-09-11T15:42:25Z 	1
2006/04-2015/10	2027.42/89328	Speculating about the Future of the University of the 21st Century…for a 21st Century University 	Duderstadt, James J. 		2011-12-23T17:02:52Z 	1
2006/04-2015/10	2027.42/89327	Speculating about the Future of the University of the 21st Century…for a 21st Century University (2.0) 	Duderstadt, James J. 		2011-12-23T17:02:51Z 	1
2006/04-2015/10	2027.42/89329	Speech Outlines--1991-92 	Duderstadt, James J. 		2011-12-23T17:02:54Z 	1
2006/04-2015/10	2027.42/89330	Speech Topics 	Duderstadt, James J. 		2011-12-23T17:02:55Z 	1
2006/04-2015/10	2027.42/89331	Speech Topics 	Duderstadt, James J. 		2011-12-23T17:02:56Z 	1
2006/04-2015/10	2027.42/89333	Sports Course outline 	Duderstadt, James J. 		2011-12-23T17:02:58Z 	1
2006/04-2015/10	2027.42/89334	Spring Commencement Script 	Duderstadt, James J. 		2011-12-23T17:03:00Z 	1
2006/04-2015/10	2027.42/89337	State Appropriations Test 	Duderstadt, James J. 		2011-12-23T17:03:04Z 	1
2006/04-2015/10	2027.42/89338	State Budget Request Narrative 	Duderstadt, James J. 		2011-12-23T17:03:05Z 	1
2006/04-2015/10	2027.42/89339	State Legislature Briefings 1986 	Duderstadt, James J. 		2011-12-23T17:03:06Z 	1
2006/04-2015/10	2027.42/89340	State Legislature Testimony 	Duderstadt, James J. 		2011-12-23T17:03:08Z 	1
2006/04-2015/10	2027.42/89347	State Plan 	Duderstadt, James J. 		2011-12-23T17:03:20Z 	1
2006/04-2015/10	2027.42/89348	State Strategy 2 	Duderstadt, James J. 		2011-12-23T17:03:21Z 	1
2006/04-2015/10	2027.42/89349	State Strategy-89 	Duderstadt, James J. 		2011-12-23T17:03:22Z 	1
2006/04-2015/10	2027.42/89350	State Support 	Duderstadt, James J. 		2011-12-23T17:03:23Z 	1
2006/04-2015/10	2027.42/89351	State Support Outline 	Duderstadt, James J. 		2011-12-23T17:03:24Z 	1
2006/04-2015/10	2027.42/89346	State of University Speech 	Duderstadt, James J. 		2011-12-23T17:03:18Z 	1
2006/04-2015/10	2027.42/79564	State of the UM: College of Engineering 	Duderstadt, James J. 		2011-02-04T19:06:51Z 	1
2006/04-2015/10	2027.42/89341	State of the University 	Duderstadt, James J. 		2011-12-23T17:03:10Z 	1
2006/04-2015/10	2027.42/89342	State of the University 	Duderstadt, James J. 		2011-12-23T17:03:12Z 	1
2006/04-2015/10	2027.42/89344	State of the University 1995 	Duderstadt, James J. 		2011-12-23T17:03:14Z 	1
2006/04-2015/10	2027.42/79517	State of the University Address, 1988 	Duderstadt, James J. 		2011-02-04T19:03:33Z 	1
2006/04-2015/10	2027.42/79508	State of the University Address, 1989 	Duderstadt, James J. 		2011-02-04T19:02:54Z 	1
2006/04-2015/10	2027.42/79525	State of the University Address, 1990 	Duderstadt, James J. 		2011-02-04T19:04:07Z 	1
2006/04-2015/10	2027.42/79507	State of the University Address, 1995 	Duderstadt, James J. 		2011-02-04T19:02:50Z 	1
2006/04-2015/10	2027.42/89345	State of the University Text 	Duderstadt, James J. 		2011-12-23T17:03:16Z 	1
2006/04-2015/10	2027.42/89352	Statement of JJD before the Subcommittee on Energy and Environment Committee on Science, U.S. House of Representatives 	Duderstadt, James J. 		2011-12-23T17:03:25Z 	1
2006/04-2015/10	2027.42/89353	Statement of JJD before the Subcommittee on Energy and Environment Committee on Science, U.S. House of Representatives (1.1) 	Duderstadt, James J. 		2011-12-23T17:03:26Z 	1
2006/04-2015/10	2027.42/89355	Steering Committee 	Duderstadt, James J. 		2011-12-23T17:03:28Z 	1
2006/04-2015/10	2027.42/89358	Strategic Marketing Plan 	Duderstadt, James J. 		2011-12-23T17:03:32Z 	1
2006/04-2015/10	2027.42/89360	Strategic Planning Update 	Duderstadt, James J. 		2011-12-23T17:03:34Z 	1
2006/04-2015/10	2027.42/89359	Strategic Planning for 1990s 	Duderstadt, James J. 		2011-12-23T17:03:33Z 	1
2006/04-2015/10	2027.42/89361	Strawman Document for Workshop 	Duderstadt, James J. 		2011-12-23T17:03:35Z 	1
2006/04-2015/10	2027.42/89362	Strengths, Weaknesses, Opportunities, and Threats (SWOT) Analysis for The Office of Science of the Department on Energy (DOE-SC) 	Duderstadt, James J. 		2011-12-23T17:03:36Z 	1
2006/04-2015/10	2027.42/89363	Student Inaugural Address 	Duderstadt, James J. 		2011-12-23T17:03:39Z 	1
2006/04-2015/10	2027.42/89364	Student Inaugural Address 1.1 	Duderstadt, James J. 		2011-12-23T17:03:41Z 	1
2006/04-2015/10	2027.42/89366	Student Inaugural Address 1.5 	Duderstadt, James J. 		2011-12-23T17:03:44Z 	1
2006/04-2015/10	2027.42/89367	Student Leadership 	Duderstadt, James J. 		2011-12-23T17:03:46Z 	1
2006/04-2015/10	2027.42/89368	Student Recognition Award 	Duderstadt, James J. 		2011-12-23T17:03:47Z 	1
2006/04-2015/10	2027.42/89369	Student Services Review 	Duderstadt, James J. 		2011-12-23T17:03:48Z 	1
2006/04-2015/10	2027.42/89370	Student Welcome 1986 	Duderstadt, James J. 		2011-12-23T17:03:49Z 	1
2006/04-2015/10	2027.42/89371	Student-Athlete Reception 	Duderstadt, James J. 		2011-12-23T17:03:51Z 	1
2006/04-2015/10	2027.42/89372	Studies in Religion 	Duderstadt, James J. 		2011-12-23T17:03:52Z 	1
2006/04-2015/10	2027.42/89373	Stump Speech 1.2 	Duderstadt, James J. 		2011-12-23T17:03:53Z 	1
2006/04-2015/10	2027.42/89374	Submitting the final report of the University-College Partnership Study Committee 	Duderstadt, James J. 		2011-12-23T17:03:54Z 	1
2006/04-2015/10	2027.42/89375	Summary 1989-90 	Duderstadt, James J. 		2011-12-23T17:03:56Z 	1
2006/04-2015/10	2027.42/89377	Summary 1990-91 	Duderstadt, James J. 		2011-12-23T17:03:58Z 	1
2006/04-2015/10	2027.42/89378	Summary of Meeting 	Duderstadt, James J. 		2011-12-23T17:03:59Z 	1
2006/04-2015/10	2027.42/89379	Summary of Planned Testimony of James J. Duderstadt 	Duderstadt, James J. 		2011-12-23T17:04:00Z 	1
2006/04-2015/10	2027.42/89380	Summary of recommendations from NERACT 	Duderstadt, James J. 		2011-12-23T17:04:01Z 	1
2006/04-2015/10	2027.42/89381	Support for Bentley as a site for archiving Governor's papers 	Duderstadt, James J. 		2011-12-23T17:04:02Z 	1
2006/04-2015/10	2027.42/89382	Switzerland conference summary 	Duderstadt, James J. 		2011-12-23T17:04:04Z 	1
2006/04-2015/10	2027.42/89383	Table S-2, Roadmapping Neutron Sources 	Duderstadt, James J. 		2011-12-23T17:04:05Z 	1
2006/04-2015/10	2027.42/89384	Table S-2, Roadmapping Neutron Sources (Draft, rev. 1) 	Duderstadt, James J. 		2011-12-23T17:04:06Z 	1
2006/04-2015/10	2027.42/89385	Table S-3, Roadmap Gap Analysis Needs that Cannot be Met with Operating Facilities 	Duderstadt, James J. 		2011-12-23T17:04:07Z 	1
2006/04-2015/10	2027.42/89386	Table S-3, Roadmap Gap Analysis Needs that Cannot be Met with Operating Facilities (Draft, rev. 1) 	Duderstadt, James J. 		2011-12-23T17:04:08Z 	1
2006/04-2015/10	2027.42/89388	Tanner Lecture 	Duderstadt, James J. 		2011-12-23T17:04:10Z 	1
2006/04-2015/10	2027.42/89389	Tanner Meeting 	Duderstadt, James J. 		2011-12-23T17:04:12Z 	1
2006/04-2015/10	2027.42/89391	Task Force on UC Compensation, Accountability, and Transparency 	Duderstadt, James J. 		2011-12-23T17:04:14Z 	1
2006/04-2015/10	2027.42/89390	Task Force on the Future of Science Programs at the Department of Energy 	Duderstadt, James J. 		2011-12-23T17:04:13Z 	1
2006/04-2015/10	2027.42/89392	Taubman Conference 	Duderstadt, James J. 		2011-12-23T17:04:16Z 	1
2006/04-2015/10	2027.42/89393	Taxonomy for MilProj - DRAFT 1 	Duderstadt, James J. 		2011-12-23T17:04:17Z 	1
2006/04-2015/10	2027.42/89394	Teaching AND Research 2.1 	Duderstadt, James J. 		2011-12-23T17:04:19Z 	1
2006/04-2015/10	2027.42/89395	Teaching v Research Notes 	Duderstadt, James J. 		2011-12-23T17:04:21Z 	1
2006/04-2015/10	2027.42/89396	Tech Transfer 1.1 	Duderstadt, James J. 		2011-12-23T17:04:23Z 	1
2006/04-2015/10	2027.42/89397	Technological Singularities 	Duderstadt, James J. 		2011-12-23T17:04:26Z 	1
2006/04-2015/10	2027.42/89399	Technology Policy Text 	Duderstadt, James J. 		2011-12-23T17:04:30Z 	1
2006/04-2015/10	2027.42/89400	Tentative Speech Topics 	Duderstadt, James J. 		2011-12-23T17:04:31Z 	1
2006/04-2015/10	2027.42/89402	Testimony Support 	Duderstadt, James J. 		2011-12-23T17:04:34Z 	1
2006/04-2015/10	2027.42/89401	Testimony of NERA 	Duderstadt, James J. 		2011-12-23T17:04:32Z 	1
2006/04-2015/10	2027.42/89403	Thanks for the naming of the Duderstadt Center 	Duderstadt, James J. 		2011-12-23T17:04:35Z 	1
2006/04-2015/10	2027.42/89404	The 21st Century University - A Tale of Two Futures 	Duderstadt, James J. 		2011-12-23T17:04:36Z 	1
2006/04-2015/10	2027.42/89405	The 21st Century University - A Tale of Two Futures 	Duderstadt, James J. 		2011-12-23T17:04:37Z 	1
2006/04-2015/10	2027.42/89406	The 21st Century University - A Tale of Two Futures 	Duderstadt, James J. 		2011-12-23T17:04:38Z 	1
2006/04-2015/10	2027.42/89407	The 21st Century University - A Tale of Two Futures 	Duderstadt, James J. 		2011-12-23T17:04:39Z 	1
2006/04-2015/10	2027.42/89408	The Age of Knowledge 	Duderstadt, James J. 		2011-12-23T17:04:41Z 	1
2006/04-2015/10	2027.42/89410	The American University - Challenges for the 21st Century 	Duderstadt, James J. 		2011-12-23T17:04:45Z 	1
2006/04-2015/10	2027.42/89411	The American University in the Digital Age 	Duderstadt, James J. 		2011-12-23T17:04:46Z 	1
2006/04-2015/10	2027.42/89412	The American University in the Digital Age 	Duderstadt, James J. 		2011-12-23T17:04:47Z 	1
2006/04-2015/10	2027.42/89413	The American University in the Digital Age 	Duderstadt, James J. 		2011-12-23T17:04:48Z 	1
2006/04-2015/10	2027.42/89414	The American University in the Digital Age (2.1) 	Duderstadt, James J. 		2011-12-23T17:04:49Z 	1
2006/04-2015/10	2027.42/86141	The Calculation of Current Correlations in Classical Fluids via Modeled Kinetic Equations 	Akcasu, A. Ziya ; Duderstadt, James J. 	American Physical Society 	2011-09-02T18:54:15Z 	1
2006/04-2015/10	2027.42/89415	The Challenge and Opportunity of Change: An Action Agenda to Prepare Higher Education for the 21st Century 	Duderstadt, James J. 		2011-12-23T17:04:50Z 	1
2006/04-2015/10	2027.42/79557	The Challenge for the 1990s: Transforming the University (Draft 1.5) 	Office of the President, University of Michigan 		2011-02-04T19:06:21Z 	1
2006/04-2015/10	2027.42/79515	The Challenge for the 1990s: Transforming the University to Serve a Changing World The Strategic Plan 	Office of the President, University of Michigan 		2011-02-04T19:03:24Z 	1
2006/04-2015/10	2027.42/79494	The Challenge of Change: Inaugural Address 	Duderstadt, James J. 		2011-02-04T19:01:56Z 	1
2006/04-2015/10	2027.42/89416	The Challenges and Hazards of Leading The University Transformations Demanded by a Learning Society 	Duderstadt, James J. 		2011-12-23T17:04:51Z 	1
2006/04-2015/10	2027.42/89417	The Challenges and Opportunities of the Digital  Age for Higher Education 2.2 	Duderstadt, James J. 	Seminars on Academic Computing 	2011-12-23T17:04:53Z 	1
2006/04-2015/10	2027.42/89418	The Challenges and Opportunities of the Digital Age for Higher Education 	Duderstadt, James J. 		2011-12-23T17:04:54Z 	1
2006/04-2015/10	2027.42/89419	The Challenges and Opportunities of the Digital Age for Higher Education - Snowmass 	Duderstadt, James J. 		2011-12-23T17:04:55Z 	1
