IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,DC.TITLE.FILENAME ,RELATIVE_PATH,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0001_2026,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 12-3 Endowed Chairs color",,"Duderstadt, James J.",,1996-05-28 00:00:00,2015,1996-05-28 00:00:00,jjd1481.xls,\9811_0001\data\Speeches\JJDS9b\jjd1481.xls,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2027,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 12-4 Campaign Goals color",,"Duderstadt, James J.",,1996-05-31 00:00:00,2015,1996-05-31 00:00:00,jjd1482.xls,\9811_0001\data\Speeches\JJDS9b\jjd1482.xls,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2028,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 13-1 Endowment color",,"Duderstadt, James J.",,1996-05-28 00:00:00,2015,1996-05-28 00:00:00,jjd1483.xls,\9811_0001\data\Speeches\JJDS9b\jjd1483.xls,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2029,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 13-2 $Invested color",,"Duderstadt, James J.",,1996-05-30 00:00:00,2015,1996-05-30 00:00:00,jjd1484.xls,\9811_0001\data\Speeches\JJDS9b\jjd1484.xls,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2030,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 15-1 Intn Students color",,"Duderstadt, James J.",,1996-05-28 00:00:00,2015,1996-05-28 00:00:00,jjd1485.xls,\9811_0001\data\Speeches\JJDS9b\jjd1485.xls,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2031,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 16-1 Royalty Revenue color",,"Duderstadt, James J.",,1996-05-28 00:00:00,2015,1996-05-28 00:00:00,jjd1486.xls,\9811_0001\data\Speeches\JJDS9b\jjd1486.xls,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2032,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 2-10 Tuition color",,"Duderstadt, James J.",,1996-05-20 00:00:00,2015,1996-05-20 00:00:00,jjd1487.pdf | jjd1487.xls,\9811_0001\data\Speeches\JJDS9b\jjd1487.pdf | \9811_0001\data\Speeches\JJDS9b\jjd1487.xls,Preservation version 1 | Preservation version 2,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2033,,,"Duderstadt, James J.",,undated,2015,undated,jjd1426_bhl-4deee62b.docx,\9811_0001\data\Speeches\JJDS9a\jjd1426_bhl-4deee62b.docx,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2034,,,"Duderstadt, James J.",,undated,2015,undated,jjd1436_bhl-7c49d574.docx,\9811_0001\data\Speeches\JJDS9b\jjd1436_bhl-7c49d574.docx,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2035,,,"Duderstadt, James J.",,undated,2015,undated,jjd1546_bhl-ce91ff65.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1546_bhl-ce91ff65.pdf,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2036,,,"Duderstadt, James J.",,undated,2015,undated,jjd1563_bhl-926719c6.pdf,\9811_0001\data\Speeches\JJDS9b\jjd1563_bhl-926719c6.pdf,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2037,,,"Duderstadt, James J.",,undated,2015,undated,jjd1456_bhl-e703a0c5.docx,\9811_0001\data\Speeches\JJDS9b\jjd1456_bhl-e703a0c5.docx,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2038,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - UM-Dearborn",,"Duderstadt, James J.",,1996-03-14 00:00:00,2015,1996-03-14 00:00:00,jjd1558.doc | jjd1558.pdf | Speeches-JJDS9a-jjd1558_bhl-2e34c732.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1558.doc | \9811_0001\data\Speeches\JJDS9a\jjd1558.pdf | \converted_files\Speeches-JJDS9a-jjd1558_bhl-2e34c732.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2039,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - UM-Flint",,"Duderstadt, James J.",,1996-03-22 00:00:00,2015,1996-03-22 00:00:00,jjd1559.doc | jjd1559.pdf | Speeches-JJDS9a-jjd1559_bhl-27776bce.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1559.doc | \9811_0001\data\Speeches\JJDS9a\jjd1559.pdf | \converted_files\Speeches-JJDS9a-jjd1559_bhl-27776bce.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2040,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Stump Speech 1.0",,"Duderstadt, James J.",,1996-02-12 00:00:00,2015,1996-02-12 00:00:00,jjd1552.doc | jjd1552.pdf | Speeches-JJDS9a-jjd1552_bhl-c978d17f.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1552.doc | \9811_0001\data\Speeches\JJDS9a\jjd1552.pdf | \converted_files\Speeches-JJDS9a-jjd1552_bhl-c978d17f.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2041,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Stump Speech 1.1",,"Duderstadt, James J.",,1996-02-20 00:00:00,2015,1996-02-20 00:00:00,jjd1553.doc | jjd1553.pdf | Speeches-JJDS9a-jjd1553_bhl-4590a145.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1553.doc | \9811_0001\data\Speeches\JJDS9a\jjd1553.pdf | \converted_files\Speeches-JJDS9a-jjd1553_bhl-4590a145.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2042,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - State of University 1995",,"Duderstadt, James J.",,1995-09-06 00:00:00,2015,1995-09-06 00:00:00,jjd1551.doc | jjd1551.pdf | Speeches-JJDS9a-jjd1551_bhl-061cc3b8.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1551.doc | \9811_0001\data\Speeches\JJDS9a\jjd1551.pdf | \converted_files\Speeches-JJDS9a-jjd1551_bhl-061cc3b8.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2043,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - The Visitors-9/95",,"Duderstadt, James J.",,1995-09-20 00:00:00,2015,1995-09-20 00:00:00,jjd1556.doc | jjd1556.pdf | Speeches-JJDS9a-jjd1556_bhl-417c5463.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1556.doc | \9811_0001\data\Speeches\JJDS9a\jjd1556.pdf | \converted_files\Speeches-JJDS9a-jjd1556_bhl-417c5463.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2044,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - UM Future Speech",,"Duderstadt, James J.",,1995-10-26 00:00:00,2015,1995-10-26 00:00:00,jjd1557.doc | jjd1557.pdf | Speeches-JJDS9a-jjd1557_bhl-d537e226.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1557.doc | \9811_0001\data\Speeches\JJDS9a\jjd1557.pdf | \converted_files\Speeches-JJDS9a-jjd1557_bhl-d537e226.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2045,,,"Duderstadt, James J.",,undated,2015,undated,jjd1560_bhl-92db3355.docx,\9811_0001\data\Speeches\JJDS9a\jjd1560_bhl-92db3355.docx,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2046,,,"Duderstadt, James J.",,undated,2015,undated,jjd1555.doc,\9811_0001\data\Speeches\JJDS9a\S9restricted\jjd1555.doc,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2047,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Public U Data",,"Duderstadt, James J.",,1996-03-25 00:00:00,2015,1996-03-25 00:00:00,jjd1538.pdf | jjd1538.ppt | Speeches-JJDS9a-jjd1538_bhl-8ec24681.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1538.pdf | \9811_0001\data\Speeches\JJDS9a\jjd1538.ppt | \converted_files\Speeches-JJDS9a-jjd1538_bhl-8ec24681.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2048,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Rackham",,"Duderstadt, James J.",,1996-05-20 00:00:00,2015,1996-05-20 00:00:00,jjd1539.doc | jjd1539.pdf | Speeches-JJDS9b-jjd1539_bhl-64d26c6e.docx | Speeches-JJDS9b-jjd1539_bhl-ddfaa8ab.pdf,\9811_0001\data\Speeches\JJDS9b\jjd1539.doc | \9811_0001\data\Speeches\JJDS9b\jjd1539.pdf | \converted_files\Speeches-JJDS9b-jjd1539_bhl-64d26c6e.docx | \converted_files\Speeches-JJDS9b-jjd1539_bhl-ddfaa8ab.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2049,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Pub U Slides",,"Duderstadt, James J.",,1996-03-26 00:00:00,2015,1996-03-26 00:00:00,jjd1535.pdf | jjd1535.ppt | Speeches-JJDS9a-jjd1535_bhl-b3d36185.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1535.pdf | \9811_0001\data\Speeches\JJDS9a\jjd1535.ppt | \converted_files\Speeches-JJDS9a-jjd1535_bhl-b3d36185.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2050,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Public Research University",,"Duderstadt, James J.",,1996-09-04 00:00:00,2015,1996-09-04 00:00:00,jjd1536.doc | jjd1536.pdf | Speeches-JJDS9b-jjd1536_bhl-2551d4be.pdf,\9811_0001\data\Speeches\JJDS9b\jjd1536.doc | \9811_0001\data\Speeches\JJDS9b\jjd1536.pdf | \converted_files\Speeches-JJDS9b-jjd1536_bhl-2551d4be.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2051,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Public Research",,"Duderstadt, James J.",,1996-03-25 00:00:00,2015,1996-03-25 00:00:00,jjd1537.doc | jjd1537.pdf | Speeches-JJDS9a-jjd1537_bhl-aaf9af35.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1537.doc | \9811_0001\data\Speeches\JJDS9a\jjd1537.pdf | \converted_files\Speeches-JJDS9a-jjd1537_bhl-aaf9af35.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2052,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Peckham Epilogue",,"Duderstadt, James J.",,1995-12-30 00:00:00,2015,1995-12-30 00:00:00,jjd1532.doc | jjd1532.pdf | Speeches-JJDS9a-jjd1532_bhl-9e688efc.docx | Speeches-JJDS9a-jjd1532_bhl-b93fe891.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1532.doc | \9811_0001\data\Speeches\JJDS9a\jjd1532.pdf | \converted_files\Speeches-JJDS9a-jjd1532_bhl-9e688efc.docx | \converted_files\Speeches-JJDS9a-jjd1532_bhl-b93fe891.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2053,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Pigskin Classic",,"Duderstadt, James J.",,1995-08-25 00:00:00,2015,1995-08-25 00:00:00,jjd1533.doc | jjd1533.pdf | Speeches-JJDS9a-jjd1533_bhl-453498cf.pdf | Speeches-JJDS9a-jjd1533_bhl-5d6d0ff7.docx,\9811_0001\data\Speeches\JJDS9a\jjd1533.doc | \9811_0001\data\Speeches\JJDS9a\jjd1533.pdf | \converted_files\Speeches-JJDS9a-jjd1533_bhl-453498cf.pdf | \converted_files\Speeches-JJDS9a-jjd1533_bhl-5d6d0ff7.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2054,,,"Duderstadt, James J.",,undated,2015,undated,jjd1557_bhl-d537e226.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1557_bhl-d537e226.pdf,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2055,,,"Duderstadt, James J.",,undated,2015,undated,jjd1536_bhl-2551d4be.pdf,\9811_0001\data\Speeches\JJDS9b\jjd1536_bhl-2551d4be.pdf,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2056,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 2-12 RelatTuition color",,"Duderstadt, James J.",,1996-05-20 00:00:00,2015,1996-05-20 00:00:00,jjd1488.pdf | jjd1488.xls,\9811_0001\data\Speeches\JJDS9b\jjd1488.pdf | \9811_0001\data\Speeches\JJDS9b\jjd1488.xls,Preservation version 1 | Preservation version 2,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2057,,,"Duderstadt, James J.",,undated,2015,undated,jjd1433_bhl-df999146.docx,\9811_0001\data\Speeches\JJDS9a\jjd1433_bhl-df999146.docx,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2058,,,"Duderstadt, James J.",,undated,2015,undated,jjd1561_bhl-bd5726f2.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1561_bhl-bd5726f2.pdf,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2059,,,"Duderstadt, James J.",,undated,2015,undated,jjd1552_bhl-c978d17f.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1552_bhl-c978d17f.pdf,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2060,,,"Duderstadt, James J.",,undated,2015,undated,jjd1469_bhl-6b19463b.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1469_bhl-6b19463b.pdf,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2061,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 6-7 AfAm Student % color",,"Duderstadt, James J.",,1996-05-30 00:00:00,2015,1996-05-30 00:00:00,jjd1509.pdf | jjd1509.xls | Speeches-JJDS9b-jjd1509_bhl-8fe35ac3.xlsx,\9811_0001\data\Speeches\JJDS9b\jjd1509.pdf | \9811_0001\data\Speeches\JJDS9b\jjd1509.xls | \converted_files\Speeches-JJDS9b-jjd1509_bhl-8fe35ac3.xlsx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2062,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 6-3 MinStudent % color",,"Duderstadt, James J.",,1996-05-30 00:00:00,2015,1996-05-30 00:00:00,jjd1508.pdf | jjd1508.xls | Speeches-JJDS9b-jjd1508_bhl-6c465203.xlsx,\9811_0001\data\Speeches\JJDS9b\jjd1508.pdf | \9811_0001\data\Speeches\JJDS9b\jjd1508.xls | \converted_files\Speeches-JJDS9b-jjd1508_bhl-6c465203.xlsx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2063,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 6-19 MinMADegrees color",,"Duderstadt, James J.",,1996-05-30 00:00:00,2015,1996-05-30 00:00:00,jjd1501.pdf | jjd1501.xls,\9811_0001\data\Speeches\JJDS9b\jjd1501.pdf | \9811_0001\data\Speeches\JJDS9b\jjd1501.xls,Preservation version 1 | Preservation version 2,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2064,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 6-17 MinUGDegrees color",,"Duderstadt, James J.",,1996-05-30 00:00:00,2015,1996-05-30 00:00:00,jjd1500.xls,\9811_0001\data\Speeches\JJDS9b\jjd1500.xls,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2065,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 6-23 MinPhDDegrees color",,"Duderstadt, James J.",,1996-05-23 00:00:00,2015,1996-05-23 00:00:00,jjd1503.xls,\9811_0001\data\Speeches\JJDS9b\jjd1503.xls,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2066,,,"Duderstadt, James J.",,undated,2015,undated,jjd1553_bhl-4590a145.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1553_bhl-4590a145.pdf,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2067,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 6-25 MinFaculty color",,"Duderstadt, James J.",,1996-05-23 00:00:00,2015,1996-05-23 00:00:00,jjd1505.pdf | jjd1505.xls,\9811_0001\data\Speeches\JJDS9b\jjd1505.pdf | \9811_0001\data\Speeches\JJDS9b\jjd1505.xls,Preservation version 1 | Preservation version 2,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2068,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 6-24 MinGradFellows color",,"Duderstadt, James J.",,1996-05-23 00:00:00,2015,1996-05-23 00:00:00,jjd1504.pdf | jjd1504.xls,\9811_0001\data\Speeches\JJDS9b\jjd1504.pdf | \9811_0001\data\Speeches\JJDS9b\jjd1504.xls,Preservation version 1 | Preservation version 2,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2069,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 6-27 MinSrHires color",,"Duderstadt, James J.",,1996-05-23 00:00:00,2015,1996-05-23 00:00:00,jjd1507.pdf | jjd1507.xls,\9811_0001\data\Speeches\JJDS9b\jjd1507.pdf | \9811_0001\data\Speeches\JJDS9b\jjd1507.xls,Preservation version 1 | Preservation version 2,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2070,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 6-26 AfAm Faculty color",,"Duderstadt, James J.",,1996-05-23 00:00:00,2015,1996-05-23 00:00:00,jjd1506.xls,\9811_0001\data\Speeches\JJDS9b\jjd1506.xls,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2071,,,"Duderstadt, James J.",,undated,2015,undated,jjd1544_bhl-163afbcc.docx,\9811_0001\data\Speeches\JJDS9b\jjd1544_bhl-163afbcc.docx,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2072,,,"Duderstadt, James J.",,undated,2015,undated,jjd1541_bhl-4b6a1219.pdf,\9811_0001\data\Speeches\JJDS9b\jjd1541_bhl-4b6a1219.pdf,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2073,,,"Duderstadt, James J.",,undated,2015,undated,jjd1450_bhl-cf0c8b98.docx,\9811_0001\data\Speeches\JJDS9a\jjd1450_bhl-cf0c8b98.docx,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2074,,,"Duderstadt, James J.",,undated,2015,undated,jjd1551_bhl-061cc3b8.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1551_bhl-061cc3b8.pdf,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2075,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Women of Color intro",,"Duderstadt, James J.",,1996-01-10 00:00:00,2015,1996-01-10 00:00:00,jjd1562.doc | jjd1562.pdf | Speeches-JJDS9a-jjd1562_bhl-6cee6961.docx | Speeches-JJDS9a-jjd1562_bhl-f5dcf347.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1562.doc | \9811_0001\data\Speeches\JJDS9a\jjd1562.pdf | \converted_files\Speeches-JJDS9a-jjd1562_bhl-6cee6961.docx | \converted_files\Speeches-JJDS9a-jjd1562_bhl-f5dcf347.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2076,,,"Duderstadt, James J.",,undated,2015,undated,jjd1539_bhl-64d26c6e.docx,\9811_0001\data\Speeches\JJDS9b\jjd1539_bhl-64d26c6e.docx,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2077,,,"Duderstadt, James J.",,undated,2015,undated,jjd1435_bhl-017de9ce.docx,\9811_0001\data\Speeches\JJDS9b\jjd1435_bhl-017de9ce.docx,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2078,,,"Duderstadt, James J.",,undated,2015,undated,jjd1542_bhl-1d0d0161.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1542_bhl-1d0d0161.pdf,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2079,,,"Duderstadt, James J.",,undated,2015,undated,jjd1509_bhl-8fe35ac3.xlsx,\9811_0001\data\Speeches\JJDS9b\jjd1509_bhl-8fe35ac3.xlsx,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2080,,,"Duderstadt, James J.",,undated,2015,undated,jjd1474_bhl-12da3101.pdf,\9811_0001\data\Speeches\JJDS9b\jjd1474_bhl-12da3101.pdf,Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2081,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Decade Report trans 6/18",,"Duderstadt, James J.",,1996-06-04 00:00:00,2015,1996-06-04 00:00:00,jjd1438.pdf | jjd1438.ppt,\9811_0001\data\Speeches\JJDS9b\jjd1438.pdf | \9811_0001\data\Speeches\JJDS9b\jjd1438.ppt,Preservation version 1 | Preservation version 2,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2082,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Coaches Talk",,"Duderstadt, James J.",,1996-08-28 00:00:00,2015,1996-08-28 00:00:00,jjd1435.doc | jjd1435.pdf | Speeches-JJDS9b-jjd1435_bhl-017de9ce.docx,\9811_0001\data\Speeches\JJDS9b\jjd1435.doc | \9811_0001\data\Speeches\JJDS9b\jjd1435.pdf | \converted_files\Speeches-JJDS9b-jjd1435_bhl-017de9ce.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2083,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Chrysler Talk",,"Duderstadt, James J.",,1995-10-12 00:00:00,2015,1995-10-12 00:00:00,jjd1434.doc | jjd1434.pdf,\9811_0001\data\Speeches\JJDS9a\jjd1434.doc | \9811_0001\data\Speeches\JJDS9a\jjd1434.pdf,Preservation version 1 | Preservation version 2,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
