IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,DC.TITLE.FILENAME ,RELATIVE_PATH,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0001_0001,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - AAU Welcome",,"Duderstadt, James J.",,1989-10-22 00:00:00,2015,1989-10-22 00:00:00,AAU Welcome | jjd961.pdf,\9811_0001\data\original-records\1989-1990 Speeches\AAU Welcome | \9811_0001\data\Speeches\JJDS4a\jjd961.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0002,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Addins-1990",,"Duderstadt, James J.",,1990-04-06 00:00:00,2015,1990-04-06 00:00:00,Addins-1990 | jjd962.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Addins-1990 | \9811_0001\data\Speeches\JJDS4b\jjd962.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0003,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Aerospace Dedication",,"Duderstadt, James J.",,1989-11-03 00:00:00,2015,1989-11-03 00:00:00,Aerospace Dedication | jjd963.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Aerospace Dedication | \9811_0001\data\Speeches\JJDS4a\jjd963.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0004,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Aerospace Dedication_",,"Duderstadt, James J.",,undated,2015,undated,Aerospace Dedication_,\9811_0001\data\original-records\1989-1990 Speeches\Aerospace Dedication_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0005,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Alumni 5.0",,"Duderstadt, James J.",,1989-09-11 00:00:00,2015,1989-09-11 00:00:00,Alumni 5.0 | jjd968.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Alumni 5.0 | \9811_0001\data\Speeches\JJDS4a\jjd968.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0006,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Alumni Major Gifts",,"Duderstadt, James J.",,undated,2015,undated,Alumni Major Gifts,\9811_0001\data\original-records\1989-1990 Speeches\Alumni Major Gifts,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0007,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Alumni Volunteers",,"Duderstadt, James J.",,1989-09-26 00:00:00,2015,1989-09-26 00:00:00,Alumni Volunteers | jjd966.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Alumni Volunteers | \9811_0001\data\Speeches\JJDS4a\jjd966.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0008,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Alumni Volunteers 2.0",,"Duderstadt, James J.",,1989-09-26 00:00:00,2015,1989-09-26 00:00:00,Alumni Volunteers 2.0 | jjd967.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Alumni Volunteers 2.0 | \9811_0001\data\Speeches\JJDS4a\jjd967.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0009,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - American Education_",,"Duderstadt, James J.",,undated,2015,undated,American Education_,\9811_0001\data\original-records\1989-1990 Speeches\American Education_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0010,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Appro Comm Test 1.1",,"Duderstadt, James J.",,undated,2015,undated,Appro Comm Test 1.1,\9811_0001\data\original-records\1989-1990 Speeches\Appro Comm Test 1.1,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0011,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Appro Comm Test 1.1_",,"Duderstadt, James J.",,undated,2015,undated,Appro Comm Test 1.1_,\9811_0001\data\original-records\1989-1990 Speeches\Appro Comm Test 1.1_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0012,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Athletes Reception",,"Duderstadt, James J.",,1990-04-13 00:00:00,2015,1990-04-13 00:00:00,Athletes Reception | jjd972.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Athletes Reception | \9811_0001\data\Speeches\JJDS4b\jjd972.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0013,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Automotive_",,"Duderstadt, James J.",,undated,2015,undated,Automotive_,\9811_0001\data\original-records\1989-1990 Speeches\Automotive_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0014,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - BAM Symposium_",,"Duderstadt, James J.",,undated,2015,undated,BAM Symposium_,\9811_0001\data\original-records\1989-1990 Speeches\BAM Symposium_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0015,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Basketball Bust-90",,"Duderstadt, James J.",,1990-04-09 00:00:00,2015,1990-04-09 00:00:00,Basketball Bust-90 | jjd975.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Basketball Bust-90 | \9811_0001\data\Speeches\JJDS4b\jjd975.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0016,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Bo",,"Duderstadt, James J.",,1989-12-13 00:00:00,2015,1989-12-13 00:00:00,Bo | jjd976.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Bo | \9811_0001\data\Speeches\JJDS4a\jjd976.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0017,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Bo Ideas",,"Duderstadt, James J.",,1990-01-03 00:00:00,2015,1990-01-03 00:00:00,Bo Ideas | jjd140.doc,\9811_0001\data\original-records\1989-1990 Speeches\Bo Ideas | \9811_0001\data\Ideas\JJDI4\jjd140.doc,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0018,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Bo’s Farewells",,"Duderstadt, James J.",,undated,2015,undated,Bo’s Farewells,\9811_0001\data\original-records\1989-1990 Speeches\Bo’s Farewells,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0019,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Caltech Commencement-89",,"Duderstadt, James J.",,1990-04-13 00:00:00,2015,1990-04-13 00:00:00,Caltech Commencement-89 | jjd979.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Caltech Commencement-89 | \9811_0001\data\Speeches\JJDS4b\jjd979.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0020,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Campaign Wrapup",,"Duderstadt, James J.",,1989-11-03 00:00:00,2015,1989-11-03 00:00:00,Campaign Wrapup | jjd980.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Campaign Wrapup | \9811_0001\data\Speeches\JJDS4a\jjd980.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0021,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Campaign--11_3_89",,"Duderstadt, James J.",,undated,2015,undated,Campaign--11_3_89,\9811_0001\data\original-records\1989-1990 Speeches\Campaign--11_3_89,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0022,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Case Statement_",,"Duderstadt, James J.",,undated,2015,undated,Case Statement_,\9811_0001\data\original-records\1989-1990 Speeches\Case Statement_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0023,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Center for Visual Arts",,"Duderstadt, James J.",,1990-01-21 00:00:00,2015,1990-01-21 00:00:00,Center for Visual Arts | jjd983.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Center for Visual Arts | \9811_0001\data\Speeches\JJDS4b\jjd983.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0024,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Chemistry Dedication",,"Duderstadt, James J.",,1989-09-15 00:00:00,2015,1989-09-15 00:00:00,Chemistry Dedication | jjd984.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Chemistry Dedication | \9811_0001\data\Speeches\JJDS4a\jjd984.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0025,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Chemistry Dedication II",,"Duderstadt, James J.",,undated,2015,undated,Chemistry Dedication II,\9811_0001\data\original-records\1989-1990 Speeches\Chemistry Dedication II,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0026,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Chemistry Lunch",,"Duderstadt, James J.",,1989-09-14 00:00:00,2015,1989-09-14 00:00:00,Chemistry Lunch | jjd986.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Chemistry Lunch | \9811_0001\data\Speeches\JJDS4a\jjd986.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0027,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Citizens Res Council",,"Duderstadt, James J.",,1989-09-20 00:00:00,2015,1989-09-20 00:00:00,Citizens Res Council | jjd1723.doc,\9811_0001\data\original-records\1989-1990 Speeches\Citizens Res Council | \9811_0001\data\Write\JJDW3\jjd1723.doc,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0028,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Commence-Fall-89",,"Duderstadt, James J.",,1989-12-14 00:00:00,2015,1989-12-14 00:00:00,Commence-Fall-89 | jjd988.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Commence-Fall-89 | \9811_0001\data\Speeches\JJDS4a\jjd988.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0029,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Commence-Spring-90",,"Duderstadt, James J.",,1990-04-13 00:00:00,2015,1990-04-13 00:00:00,Commence-Spring-90 | jjd989.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Commence-Spring-90 | \9811_0001\data\Speeches\JJDS4b\jjd989.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0030,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Congressional_",,"Duderstadt, James J.",,undated,2015,undated,Congressional_,\9811_0001\data\original-records\1989-1990 Speeches\Congressional_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0031,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Corporate Remarks_",,"Duderstadt, James J.",,undated,2015,undated,Corporate Remarks_,\9811_0001\data\original-records\1989-1990 Speeches\Corporate Remarks_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0032,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Costs of Education",,"Duderstadt, James J.",,1989-08-31 00:00:00,2015,1989-08-31 00:00:00,Costs of Education | jjd992.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Costs of Education | \9811_0001\data\Speeches\JJDS4a\jjd992.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0033,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Cranbrook Talk",,"Duderstadt, James J.",,undated,2015,undated,Cranbrook Talk,\9811_0001\data\original-records\1989-1990 Speeches\Cranbrook Talk,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0034,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Current Draft",,"Duderstadt, James J.",,undated,2015,undated,Current Draft,\9811_0001\data\original-records\1989-1990 Speeches\Current Draft,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0035,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Development_",,"Duderstadt, James J.",,undated,2015,undated,Development_,\9811_0001\data\original-records\1989-1990 Speeches\Development_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0036,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Education",,"Duderstadt, James J.",,1989-11-13 00:00:00,2015,1989-11-13 00:00:00,Education | jjd996.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Education | \9811_0001\data\Speeches\JJDS4a\jjd996.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0037,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Education 1.0",,"Duderstadt, James J.",,1989-11-13 00:00:00,2015,1989-11-13 00:00:00,Education 1.0 | jjd997.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Education 1.0 | \9811_0001\data\Speeches\JJDS4a\jjd997.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0038,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Education 1.3",,"Duderstadt, James J.",,1989-11-13 00:00:00,2015,1989-11-13 00:00:00,Education 1.3 | jjd998.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Education 1.3 | \9811_0001\data\Speeches\JJDS4a\jjd998.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0039,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Education Notes",,"Duderstadt, James J.",,1989-12-25 00:00:00,2015,1989-12-25 00:00:00,Education Notes | jjd999.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Education Notes | \9811_0001\data\Speeches\JJDS4a\jjd999.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0040,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - EDUCOM Panel",,"Duderstadt, James J.",,1989-10-16 00:00:00,2015,1989-10-16 00:00:00,EDUCOM Panel | jjd1000.pdf,\9811_0001\data\original-records\1989-1990 Speeches\EDUCOM Panel | \9811_0001\data\Speeches\JJDS4a\jjd1000.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0041,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - EDUCOM Panel Intro",,"Duderstadt, James J.",,1989-10-16 00:00:00,2015,1989-10-16 00:00:00,EDUCOM Panel Intro | jjd1001.pdf,\9811_0001\data\original-records\1989-1990 Speeches\EDUCOM Panel Intro | \9811_0001\data\Speeches\JJDS4a\jjd1001.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0042,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - EDUCOM Press_",,"Duderstadt, James J.",,undated,2015,undated,EDUCOM Press_,\9811_0001\data\original-records\1989-1990 Speeches\EDUCOM Press_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0043,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - EDUCOM Welcome",,"Duderstadt, James J.",,1989-10-14 00:00:00,2015,1989-10-14 00:00:00,EDUCOM Welcome | jjd1003.pdf,\9811_0001\data\original-records\1989-1990 Speeches\EDUCOM Welcome | \9811_0001\data\Speeches\JJDS4a\jjd1003.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0044,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Engineering Comm",,"Duderstadt, James J.",,1990-04-13 00:00:00,2015,1990-04-13 00:00:00,Engineering Comm | jjd1004.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Engineering Comm | \9811_0001\data\Speeches\JJDS4b\jjd1004.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0045,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Flint Rotary",,"Duderstadt, James J.",,1990-03-25 00:00:00,2015,1990-03-25 00:00:00,Flint Rotary | jjd1005.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Flint Rotary | \9811_0001\data\Speeches\JJDS4b\jjd1005.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0046,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Football Bust 2.0",,"Duderstadt, James J.",,1989-11-26 00:00:00,2015,1989-11-26 00:00:00,Football Bust 2.0 | jjd1006.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Football Bust 2.0 | \9811_0001\data\Speeches\JJDS4a\jjd1006.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0047,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Freshman Convocation 3.0",,"Duderstadt, James J.",,1989-08-30 00:00:00,2015,1989-08-30 00:00:00,Freshman Convocation 3.0 | jjd1154.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Freshman Convocation 3.0 | \9811_0001\data\Speeches\JJDS5a\jjd1154.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0048,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - FXB Talk",,"Duderstadt, James J.",,undated,2015,undated,FXB Talk,\9811_0001\data\original-records\1989-1990 Speeches\FXB Talk,Original version: Microsoft Word for Macintosh Document,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0049,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - GM Spirit Awards_",,"Duderstadt, James J.",,undated,2015,undated,GM Spirit Awards_,\9811_0001\data\original-records\1989-1990 Speeches\GM Spirit Awards_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0050,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Graduate Welcome 3.0",,"Duderstadt, James J.",,1989-08-30 00:00:00,2015,1989-08-30 00:00:00,Graduate Welcome 3.0 | jjd1010.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Graduate Welcome 3.0 | \9811_0001\data\Speeches\JJDS4a\jjd1010.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0051,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Grand Rapids EC",,"Duderstadt, James J.",,1989-12-10 00:00:00,2015,1989-12-10 00:00:00,Grand Rapids EC | jjd1011.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Grand Rapids EC | \9811_0001\data\Speeches\JJDS4a\jjd1011.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0052,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Hartford Sermon 2.0act",,"Duderstadt, James J.",,undated,2015,undated,Hartford Sermon 2.0act,\9811_0001\data\original-records\1989-1990 Speeches\Hartford Sermon 2.0act,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0053,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Hartford Sermon 2.1",,"Duderstadt, James J.",,1990-06-27 00:00:00,2015,1990-06-27 00:00:00,Hartford Sermon 2.1 | jjd1013.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Hartford Sermon 2.1 | \9811_0001\data\Speeches\JJDS4b\jjd1013.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0054,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Higher Education 1.0",,"Duderstadt, James J.",,1989-11-06 00:00:00,2015,1989-11-06 00:00:00,Higher Education 1.0 | jjd1014.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Higher Education 1.0 | \9811_0001\data\Speeches\JJDS4a\jjd1014.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0055,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Hispanic Heritage_",,"Duderstadt, James J.",,undated,2015,undated,Hispanic Heritage_,\9811_0001\data\original-records\1989-1990 Speeches\Hispanic Heritage_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0056,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Homecoming-89",,"Duderstadt, James J.",,1989-10-28 00:00:00,2015,1989-10-28 00:00:00,Homecoming-89 | jjd1016.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Homecoming-89 | \9811_0001\data\Speeches\JJDS4a\jjd1016.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0057,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Intern Forum 9_89",,"Duderstadt, James J.",,undated,2015,undated,Intern Forum 9_89,\9811_0001\data\original-records\1989-1990 Speeches\Intern Forum 9_89,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0058,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - JJD Student Letter",,"Duderstadt, James J.",,1990-11-21 00:00:00,2015,1990-11-21 00:00:00,JJD Student Letter | jjd1174.pdf,\9811_0001\data\original-records\1989-1990 Speeches\JJD Student Letter | \9811_0001\data\Speeches\JJDS5b\jjd1174.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0059,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - K-12 Education 1.0",,"Duderstadt, James J.",,undated,2015,undated,K-12 Education 1.0,\9811_0001\data\original-records\1989-1990 Speeches\K-12 Education 1.0,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0060,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - LA Dinner",,"Duderstadt, James J.",,1989-09-21 00:00:00,2015,1989-09-21 00:00:00,LA Dinner | jjd1020.pdf,\9811_0001\data\original-records\1989-1990 Speeches\LA Dinner | \9811_0001\data\Speeches\JJDS4a\jjd1020.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
