Handle,Title,IsPartOf,DateIssued,BitstreamUrl,Uri,rights
2027.42/89135,Possible Futures for the Research Library in the 21st Century,,2009,http://deepblue.lib.umich.edu/bitstream/2027.42/89135/1/2009_Library_Futures_J_Lib_Admin.pdf,http://hdl.handle.net/2027.42/89135,
2027.42/89143,Aligning American Higher Education with a Twenty-First Century Public Agenda,,2009,http://deepblue.lib.umich.edu/bitstream/2027.42/89143/1/2009_Aligning_Higher_Ed_in_US.pdf,http://hdl.handle.net/2027.42/89143,
2027.42/89419,The Challenges and Opportunities of the Digital Age for Higher Education - Snowmass,,8/4/1997,http://deepblue.lib.umich.edu/bitstream/2027.42/89419/1/1997_Snowmass_Digital_Age.pdf,http://hdl.handle.net/2027.42/89419,
2027.42/88254,The Future of the Public Research University,,10/7/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88254/1/1996_Penn_State_Text.pdf,http://hdl.handle.net/2027.42/88254,
2027.42/115479,A Half-Century of Technological Change,,9/9/2013,http://deepblue.lib.umich.edu/bitstream/2027.42/115479/4/2013 Yale Technology Essay JJD_bhl-441c0f5e.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/115479/1/2013 Yale Technology Essay JJD.pdf,http://hdl.handle.net/2027.42/115479,
2027.42/115477,Are the Liberal Arts Still the Heart of the American Research University? Some Observations from An Engineering Professor...,,5/23/2013,http://deepblue.lib.umich.edu/bitstream/2027.42/115477/4/2013 UM Liberal Arts Conference_bhl-6c71af8a.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/115477/1/2013 UM Liberal Arts Conference.pdf,http://hdl.handle.net/2027.42/115477,
2027.42/115474,Research Universities and the Future of America: A Study by the National Academies of the United States,,6/5/2013,http://deepblue.lib.umich.edu/bitstream/2027.42/115474/4/2013 Glion Duderstadt RU_bhl-24446e96.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/115474/1/2013 Glion Duderstadt RU.pdf,http://hdl.handle.net/2027.42/115474,
2027.42/115476,Some (Belated) Observations on the Information Technology Strategic Plan,,7/1/2013,http://deepblue.lib.umich.edu/bitstream/2027.42/115476/4/2013 UM IT Strategic Plan Memo_bhl-988b45b9.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/115476/1/2013 UM IT Strategic Plan Memo.pdf,http://hdl.handle.net/2027.42/115476,
2027.42/115481,Review of the University of Texas Report on Gas Shale Fracking,,11/26/2012,http://deepblue.lib.umich.edu/bitstream/2027.42/115481/4/2012 U Texas Fracking Report_bhl-c9d976fa.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/115481/1/2012 U Texas Fracking Report.pdf,http://hdl.handle.net/2027.42/115481,
2027.42/115475,The Impact of Technology on Discovery and Learning in Research Universities,,6/5/2013,http://deepblue.lib.umich.edu/bitstream/2027.42/115475/4/2013 Glion MOOCs JJD_bhl-ae48a40f.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/115475/1/2013 Glion MOOCs JJD.pdf,http://hdl.handle.net/2027.42/115475,
2027.42/115480,A Framing Paper for Research University Study,,9/20/2013,http://deepblue.lib.umich.edu/bitstream/2027.42/115480/4/2013 Framing Paper for Time Summit_bhl-5a174e57.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/115480/1/2013 Framing Paper for Time Summit.pdf,http://hdl.handle.net/2027.42/115480,
2027.42/115478,A Challenge to the Yale Class of 1964:  Securing Educational Opportunities for Future Generations,,9/9/2013,http://deepblue.lib.umich.edu/bitstream/2027.42/115478/5/2013 Yale Education Essay JJD_bhl-eaf5d3a0.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/115478/1/2013 Yale Education Essay JJD.pdf,http://hdl.handle.net/2027.42/115478,
2027.42/88255,The Future of the Public Research University,,3/17/1997,http://deepblue.lib.umich.edu/bitstream/2027.42/88255/1/1997_Iowa_State.pdf,http://hdl.handle.net/2027.42/88255,
2027.42/88257,The Future of the Research University in the Digital Age (1.0),,5/9/2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88257/1/2000_House_Science_Com_Test_1.0.pdf,http://hdl.handle.net/2027.42/88257,
2027.42/88259,The Future of the Research University in the Digital Age,,11/13/2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88259/1/2000_AmPhilSoc_Text_2.1.pdf,http://hdl.handle.net/2027.42/88259,
2027.42/79559,Intercollege Athletics,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/79559/1/1996_Intercollegiate_Athletics.pdf,http://hdl.handle.net/2027.42/79559,
2027.42/79560,A Proposal to Establish a Center of Scholarly Excellence in Complex Manufacturing Technology,,1985,http://deepblue.lib.umich.edu/bitstream/2027.42/79560/1/1985_A_Proposal_to_Establish_a_Center_of_Scholarly_Excellence_in_Complex_Manufacturing_Technology.pdf,http://hdl.handle.net/2027.42/79560,
2027.42/79561,Some Reflections on the Future of the American Academic Research Enterprise,,1992,http://deepblue.lib.umich.edu/bitstream/2027.42/79561/1/1992_Some_Reflections_on_the_Future_of_the_American_Academic_Research_Enterprise.pdf,http://hdl.handle.net/2027.42/79561,
2027.42/79562,"The Cost Price, and Value of a College Education",,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/79562/1/1996_The_Cost_Price_and_Value_of_a_College_Education.pdf,http://hdl.handle.net/2027.42/79562,
2027.42/79563,Rebuilding The University of Michigan,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/79563/1/1996_Rebuilding_The_University_of_Michigan.pdf,http://hdl.handle.net/2027.42/79563,
2027.42/79564,State of the UM: College of Engineering,,1985,http://deepblue.lib.umich.edu/bitstream/2027.42/79564/1/1985_State_of_the_UM_College_of_Engineering.pdf,http://hdl.handle.net/2027.42/79564,
2027.42/79565,From the Dean of the College of Engineering at University of Michigan,,1983,http://deepblue.lib.umich.edu/bitstream/2027.42/79565/1/1983_From_the_College_of_Engineering_University_of_Michigan_From_the_Dean.pdf,http://hdl.handle.net/2027.42/79565,
2027.42/79566,Changing in a World of Change,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/79566/1/1995-1996_Changing_in_a_World_of_Change.pdf,http://hdl.handle.net/2027.42/79566,
2027.42/79567,The Millenium Project,,1997,http://deepblue.lib.umich.edu/bitstream/2027.42/79567/1/1997_The_Millenium_Project.pdf,http://hdl.handle.net/2027.42/79567,
2027.42/79568,The Political Correctness Debate: Achieving a Balance Between Academics and Social Responsibility,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/79568/1/1991_The_Political_Correctness_Debate_Achieving_a_Balance_Between_Academics_and_Social_Responsibility.pdf,http://hdl.handle.net/2027.42/79568,
2027.42/79491,A Proposal to Establish a Center of Scholarly Excellence in Machine Intelligence Technology,,1985,http://deepblue.lib.umich.edu/bitstream/2027.42/79491/1/1985_A_Proposal_to_Establish_a_Center_of_Scholarly_Excellence_in_Machine_Intelligence_Technology.pdf,http://hdl.handle.net/2027.42/79491,
2027.42/79492,A Wake-Up Call to America,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/79492/1/1991_A_Wake-Up_Call_to_America.pdf,http://hdl.handle.net/2027.42/79492,
2027.42/79493,The University of Michigan,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/79493/1/1990_The_University_of_Michigan.pdf,http://hdl.handle.net/2027.42/79493,
2027.42/79494,The Challenge of Change: Inaugural Address,,1988,http://deepblue.lib.umich.edu/bitstream/2027.42/79494/1/1988_The_Challenge_of_Change_Inaugural_Address.pdf,http://hdl.handle.net/2027.42/79494,
2027.42/79495,A Report from the President,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/79495/1/1995_A_Report_from_the_President.pdf,http://hdl.handle.net/2027.42/79495,
2027.42/79496,The Crisis Facing Engineering Education in Michigan: A Call for Action,,1985,http://deepblue.lib.umich.edu/bitstream/2027.42/79496/1/1985_The_Crisis_Facing_Engineering_Education_in_Michigan_A_Call_for_Action.pdf,http://hdl.handle.net/2027.42/79496,
2027.42/79497,A Growing Season: A Report from the President,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/79497/1/1996_A_Growing_Season_A_Report_from_the_President.pdf,http://hdl.handle.net/2027.42/79497,
2027.42/79498,A Proposal to Establish a Center of Scholarly Excellence in Advanced Electronics and Optics Technology,,1985,http://deepblue.lib.umich.edu/bitstream/2027.42/79498/1/1985_A_Proposal_to_Establish_a_Center_of_Scholarly_Excellence_in_Advanced_Electronics_and_Optics_Technology.pdf,http://hdl.handle.net/2027.42/79498,
2027.42/79499,A Strategy for Our Future,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/79499/1/1996_A_Strategy_for_Our_Future.pdf,http://hdl.handle.net/2027.42/79499,
2027.42/79500,The Role of the University in an Era of Change,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/79500/1/1991_The_Role_of_the_University_in_an_Era_of_Change.pdf,http://hdl.handle.net/2027.42/79500,
2027.42/79502,A University Enterprise Zone,,1993,http://deepblue.lib.umich.edu/bitstream/2027.42/79502/1/1993_A_University_Enterprise_Zone.pdf,http://hdl.handle.net/2027.42/79502,
2027.42/79503,High Technology in Michigan: Silicon Valley or Appalachia,,1983,http://deepblue.lib.umich.edu/bitstream/2027.42/79503/1/1983_High_Technology_in_Michigan_Silicon_Valley_or_Appalachia.pdf,http://hdl.handle.net/2027.42/79503,
2027.42/79504,Intellectual Inventory,,1984,http://deepblue.lib.umich.edu/bitstream/2027.42/79504/1/1984_Intellectual_Inventory.pdf,http://hdl.handle.net/2027.42/79504,
2027.42/79505,A Special Report on Development From the College of Engineering at University of Michigan,,1983,http://deepblue.lib.umich.edu/bitstream/2027.42/79505/1/1983_A_Special_Report_on_Development_From_the_College_of_Engineering_at_University_of_Michigan.pdf,http://hdl.handle.net/2027.42/79505,
2027.42/79506,The University of Michigan Media Union: Open to All Those Who Dare to Invent the Future,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/79506/1/1996_The_University_of_Michigan_Media_Union_Open_to_All_Those_Who_Dare_to_Invent_the_Future.pdf,http://hdl.handle.net/2027.42/79506,
2027.42/79507,"State of the University Address, 1995",,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/79507/1/1995_State_of_the_University_Address.pdf,http://hdl.handle.net/2027.42/79507,
2027.42/79508,"State of the University Address, 1989",,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/79508/1/1989_State_of_the_University_Address.pdf,http://hdl.handle.net/2027.42/79508,
2027.42/79509,The Role of the Research University in Undergraduate Education,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/79509/1/1989_The_Role_of_the_Research_University_in_Undergraduate_Education.pdf,http://hdl.handle.net/2027.42/79509,
2027.42/79544,Michigan's Future: It's Up to Us,,1992,http://deepblue.lib.umich.edu/bitstream/2027.42/79544/1/1992_Michigans_Future_Its_Up_to_Us.pdf,http://hdl.handle.net/2027.42/79544,
2027.42/79545,College of Engineering: One-Year and Five-Year Budget Planning Document,,1982,http://deepblue.lib.umich.edu/bitstream/2027.42/79545/1/1982_College_of_Engineering_One-Year_and_Five-Year_Budget_Planning_Document.pdf,http://hdl.handle.net/2027.42/79545,
2027.42/79546,Intellectual Transformation at the University of Michigan,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/79546/1/1995_Intellectual_Transformation_at_the_University_of_Michigan.pdf,http://hdl.handle.net/2027.42/79546,
2027.42/79547,The Michigan Mandate: A Strategic Linking of Excellence and Diversity,,1988,http://deepblue.lib.umich.edu/bitstream/2027.42/79547/1/1988_The_Michigan_Mandate_A_Strategic_Linking_of_Excellence_and_Diversity.pdf,http://hdl.handle.net/2027.42/79547,
2027.42/79548,The College of Engineering Status and Future Planning Document Update,,1981,http://deepblue.lib.umich.edu/bitstream/2027.42/79548/1/1981_The_College_of_Engineering_Status_and_Future_Planning_Document_Update.pdf,http://hdl.handle.net/2027.42/79548,
2027.42/79549,A Vision for the 21st Century,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/79549/1/1995_A_Vision_for_the_21st_Century.pdf,http://hdl.handle.net/2027.42/79549,
2027.42/79550,A Vision for the 21st Century: Beyond The Leaders and Best - President's Weekend Address,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/79550/1/1995_A_Vision_for_the_21st_Century_Beyond_The_Leaders_and_Best_Presidents_Weekend_Address.pdf,http://hdl.handle.net/2027.42/79550,
2027.42/79552,A Unique Opportunity for Michigan's Future: An Investment in Engineering Excellence,,1985,http://deepblue.lib.umich.edu/bitstream/2027.42/79552/1/1985_A_Unique_Opportunity_for_Michigans_Future_An_Investment_in_Engineering_Excellence.pdf,http://hdl.handle.net/2027.42/79552,
2027.42/79553,The University of Michigans Media Union,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/79553/1/1996_The_University_of_Michigans_Media_Union.pdf,http://hdl.handle.net/2027.42/79553,
2027.42/79554,Executive Committee Retreat Supporting Materials,,1985,http://deepblue.lib.umich.edu/bitstream/2027.42/79554/1/1985_Executive_Committee_Retreat_Supporting_Materials.pdf,http://hdl.handle.net/2027.42/79554,
2027.42/79555,"The Michigan Mandate: A Seven Year Progress Report, 1987-1994",,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/79555/1/1995_The_Michigan_Mandate_A_Seven_Year_Progress_Report_1987-1994.pdf,http://hdl.handle.net/2027.42/79555,
2027.42/79556,Diversity and Excellence,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/79556/1/1995_Diversity_and_Excellence.pdf,http://hdl.handle.net/2027.42/79556,
2027.42/79557,The Challenge for the 1990s: Transforming the University (Draft 1.5),,1994,http://deepblue.lib.umich.edu/bitstream/2027.42/79557/1/1994_The_Challenge_for_the_1990s_Transforming_the_University_Draft_1.5.pdf,http://hdl.handle.net/2027.42/79557,
2027.42/79558,Diversity at the University of Michigan,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/79558/1/1995_Diversity_at_the_University_of_Michigan.pdf,http://hdl.handle.net/2027.42/79558,
2027.42/88260,The Future of the University,,2010,http://deepblue.lib.umich.edu/bitstream/2027.42/88260/1/2010_Future_of_University.pdf,http://hdl.handle.net/2027.42/88260,
2027.42/79490,Leadership for the 21st Century: Strategic Planning at the University of Michigan,,1994,http://deepblue.lib.umich.edu/bitstream/2027.42/79490/1/1994_Leadership_for_the_21st_Century_Strategic_Planning_at_the_University_of_Michigan.pdf,http://hdl.handle.net/2027.42/79490,
2027.42/79510,College of Engineering Briefing,,1984,http://deepblue.lib.umich.edu/bitstream/2027.42/79510/1/1984_College_of_Engineering_Briefing.pdf,http://hdl.handle.net/2027.42/79510,
2027.42/79511,Vision 2017 The Third Century (Draft 22),,1994,http://deepblue.lib.umich.edu/bitstream/2027.42/79511/1/1994_Vision_2017_The_Third_Century_Draft_22.pdf,http://hdl.handle.net/2027.42/79511,
2027.42/79512,A Michigan Education - Presidential Societies Weekend,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/79512/1/1991_A_Michigan_Education_Presidential_Societies_Weekend.pdf,http://hdl.handle.net/2027.42/79512,
2027.42/79513,The Michigan Mandate: Bridge to Opportunity - Opening of the UM Detroit Admission Office,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/79513/1/1990_The_Michigan_Mandate_Bridge_to_Opportunity_Opening_of_the_UM_Detroit_Admission_Office.pdf,http://hdl.handle.net/2027.42/79513,
2027.42/79514,The External Environment of the University,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/79514/1/1991_The_External_Environment_of_the_University.pdf,http://hdl.handle.net/2027.42/79514,
2027.42/79515,The Challenge for the 1990s: Transforming the University to Serve a Changing World The Strategic Plan,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/79515/1/1995_The_Challenge_for_the_1990s_Transforming_the_University_to_Serve_a_Changing_World_The_Strategic_Plan.pdf,http://hdl.handle.net/2027.42/79515,
2027.42/79516,Climate and Character: Perspectives on Diversity,,1997,http://deepblue.lib.umich.edu/bitstream/2027.42/79516/1/1997_Climate_and_Character_Perspectives_on_Diversity.pdf,http://hdl.handle.net/2027.42/79516,
2027.42/79517,"State of the University Address, 1988",,1988,http://deepblue.lib.umich.edu/bitstream/2027.42/79517/1/1988_State_of_the_University_Address.pdf,http://hdl.handle.net/2027.42/79517,
2027.42/79518,A Vision for the 21st Century: The Leaders and Best - Executive Summary,,1993,http://deepblue.lib.umich.edu/bitstream/2027.42/79518/1/1993_A_Vision_for_the_21st_Century_The_Leaders_and_Best_Executive_Summary.pdf,http://hdl.handle.net/2027.42/79518,
2027.42/79519,The Michigan Agenda for Women,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/79519/1/1995_The_Michigan_Agenda_for_Women.pdf,http://hdl.handle.net/2027.42/79519,
2027.42/79520,North Campus Planning Study: The University of Michigan,,1984,http://deepblue.lib.umich.edu/bitstream/2027.42/79520/1/1984_North_Campus_Planning_Study_The_University_of_Michigan.pdf,http://hdl.handle.net/2027.42/79520,
2027.42/79521,Public Education in America: Crisis in an Age of Knowledge,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/79521/1/1990_Public_Education_in_America_Crisis_in_an_Age_of_Knowledge.pdf,http://hdl.handle.net/2027.42/79521,
2027.42/79522,Women's Issues: An Agenda For Action,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/79522/1/1989_Womens_Issues_An_Agenda_For_Action.pdf,http://hdl.handle.net/2027.42/79522,
2027.42/79525,"State of the University Address, 1990",,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/79525/1/1990_State_of_the_University_Address.pdf,http://hdl.handle.net/2027.42/79525,
2027.42/79526,The Government-University Research Partnership Beyond the Endless Frontier,,1992,http://deepblue.lib.umich.edu/bitstream/2027.42/79526/1/1992_The_Government-University_Research_Partnership_Beyond_the_Endless_Frontier.pdf,http://hdl.handle.net/2027.42/79526,
2027.42/79527,A Proposal to Support the Computer-Aided Engineering Network,,1984,http://deepblue.lib.umich.edu/bitstream/2027.42/79527/1/1984_A_Proposal_to_Support_the_Computer-Aided_Engineering_Network.pdf,http://hdl.handle.net/2027.42/79527,
2027.42/79528,Toward an Educational Transformation,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/79528/1/1996_Toward_an_Educational_Transformation.pdf,http://hdl.handle.net/2027.42/79528,
2027.42/79529,A Unique Opportunity for Michigan's Future: An Investment in Engineering Excellence Rationale and Plan,,1984,http://deepblue.lib.umich.edu/bitstream/2027.42/79529/1/1984_A_Unique_Opportunity_for_Michigans_Future_An_Investment_in_Engineering_Excellence_Rationale_and_Plan.pdf,http://hdl.handle.net/2027.42/79529,
2027.42/79530,What's In A Name Basic vs Applied vs Strategic Research,,1994,http://deepblue.lib.umich.edu/bitstream/2027.42/79530/1/1994_Whats_In_A_Name_Basic_vs_Applied_vs_Strategic_Research.pdf,http://hdl.handle.net/2027.42/79530,
2027.42/79531,"Engineering Education at Michigan: Crisis Challenge and Opportunity, 1983",,1983,http://deepblue.lib.umich.edu/bitstream/2027.42/79531/1/1983_A_Special_Report_from_the_Dean_Engineering_Education_at_Michigan_Crisis_Challenge_and_Opportunity.pdf,http://hdl.handle.net/2027.42/79531,
2027.42/79532,"Engineering Education at Michigan: Crisis Challenge and Opportunity, 1982",,1982,http://deepblue.lib.umich.edu/bitstream/2027.42/79532/1/1982_Engineering_Education_at_Michigan_Crisis_Challenge_and_Opportunity.pdf,http://hdl.handle.net/2027.42/79532,
2027.42/79533,An Address to The Economic Club: College Presidents Attempt to Reform Intercollegiate Athletics,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/79533/1/1991_An_Address_to_The_Economic_Club_College_Presidents_Attempt_to_Reform_Intercollegiate_Athletics.pdf,http://hdl.handle.net/2027.42/79533,
2027.42/79534,A Mission for the 21st Century: Building Leadership for Tomorrow on a Foundation of Academic Excellence,,1986,http://deepblue.lib.umich.edu/bitstream/2027.42/79534/1/1986_A_Mission_for_the_21st_Century_Building_Leadership_for_Tomorrow_on_a_Foundation_of_Academic_Excellence.pdf,http://hdl.handle.net/2027.42/79534,
2027.42/79535,Vision 2000: The Leaders and Best,,1994,http://deepblue.lib.umich.edu/bitstream/2027.42/79535/1/1994_Vision_2000_The_Leaders_and_Best.pdf,http://hdl.handle.net/2027.42/79535,
2027.42/79536,University of Michgan FY85-86 State Budget Request: College of Engineering,,1985,http://deepblue.lib.umich.edu/bitstream/2027.42/79536/1/1985_University_of_Michgan_FY85-86_State_Budget_Request_College_of_Engineering.pdf,http://hdl.handle.net/2027.42/79536,
2027.42/79537,Michigan at the Crossroads: The Future of Public Higher Education in Michigan,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/79537/1/1990_Michigan_at_the_Crossroads_The_Future_of_Public_Higher_Education_in_Michigan.pdf,http://hdl.handle.net/2027.42/79537,
2027.42/79538,Scientific Integrity and the University,,1993,http://deepblue.lib.umich.edu/bitstream/2027.42/79538/1/1993_Scientific_Integrity_and_the_University.pdf,http://hdl.handle.net/2027.42/79538,
2027.42/79523,Leadership for the 21st Century: Strategic Planning at the University of Michigan,,1994,http://deepblue.lib.umich.edu/bitstream/2027.42/79523/1/1994_Leadership_for_the_21st_Century_Strategic_Planning_at_the_University_of_Michigan.pdf,http://hdl.handle.net/2027.42/79523,
2027.42/79524,Vision 2017: The Third Century,,1993,http://deepblue.lib.umich.edu/bitstream/2027.42/79524/1/1993_Vision_2017_The_Third_Century.pdf,http://hdl.handle.net/2027.42/79524,
2027.42/79539,The Integrated Technology Instructional Center,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/79539/1/1995_The_Integrated_Technology_Instructional_Center.pdf,http://hdl.handle.net/2027.42/79539,
2027.42/79540,The University of the 21st Century,,1994,http://deepblue.lib.umich.edu/bitstream/2027.42/79540/1/1994_The_University_of_the_21st_Century.pdf,http://hdl.handle.net/2027.42/79540,
2027.42/79541,Essential resource is knowledge,,1994,http://deepblue.lib.umich.edu/bitstream/2027.42/79541/1/1994_Essential_resource_is_knowledge.pdf,http://hdl.handle.net/2027.42/79541,
2027.42/79542,Transforming the University,,1994,http://deepblue.lib.umich.edu/bitstream/2027.42/79542/1/1994_Transforming_the_University.pdf,http://hdl.handle.net/2027.42/79542,
2027.42/79543,The College of Engineering: Status and Future A Presentation for the Executive Officers,,1981,http://deepblue.lib.umich.edu/bitstream/2027.42/79543/1/1981_The_College_of_Engineering_Status_and_Future_A_Presentation_for_the_Executive_Officers.pdf,http://hdl.handle.net/2027.42/79543,
2027.42/88262,"Appendix E, Blue Ribbon Panel on the Future of University Nuclear Engineering Programs and University Research and Training Reactors",,2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88262/1/2000_NERAC_Testimony_App_E.pdf,http://hdl.handle.net/2027.42/88262,
2027.42/88261,The Future of the University in an Age of Knowledge,,1997,http://deepblue.lib.umich.edu/bitstream/2027.42/88261/1/1997_Future_of_U_in_Age_of_Knowledge_JALN.pdf,http://hdl.handle.net/2027.42/88261,
2027.42/88263,The Future of the University in an Age of Knowledge,,3/31/1997,http://deepblue.lib.umich.edu/bitstream/2027.42/88263/1/1997_ALN_Article.pdf,http://hdl.handle.net/2027.42/88263,
2027.42/88265,The Future of the University in an Era of Change,,3/7/1997,http://deepblue.lib.umich.edu/bitstream/2027.42/88265/1/1997_Georgia_Tech_Futures.pdf,http://hdl.handle.net/2027.42/88265,
2027.42/88266,The Future of the University in an Era of Change (1.7),,3/7/1997,http://deepblue.lib.umich.edu/bitstream/2027.42/88266/1/1997_Georgia_Tech_Planning_1.7.pdf,http://hdl.handle.net/2027.42/88266,
2027.42/88267,The Future of the University in the Digital Age (1.1),,3/20/1997,http://deepblue.lib.umich.edu/bitstream/2027.42/88267/1/ALN_Article_1.1.pdf,http://hdl.handle.net/2027.42/88267,
2027.42/88268,The Future of the University in the Digital Age (1.4),,3/20/1997,http://deepblue.lib.umich.edu/bitstream/2027.42/88268/1/ALN_Article_1.4.pdf,http://hdl.handle.net/2027.42/88268,
2027.42/88269,The Future of the University in the Digital Age (1.5),,3/20/1997,http://deepblue.lib.umich.edu/bitstream/2027.42/88269/1/ALN_Article_1.5.pdf,http://hdl.handle.net/2027.42/88269,
2027.42/88270,The Future of the University in the Digital Age,,4/22/2001,http://deepblue.lib.umich.edu/bitstream/2027.42/88270/1/2001_AAU_Spring_Meeting_1.0.pdf,http://hdl.handle.net/2027.42/88270,
2027.42/88271,The Future of the University in the Digital Age,,5/31/2001,http://deepblue.lib.umich.edu/bitstream/2027.42/88271/1/2001_Duderstadt_Glion_III.pdf,http://hdl.handle.net/2027.42/88271,
2027.42/88272,The Future of the University in the Digital Age,,5/31/2001,http://deepblue.lib.umich.edu/bitstream/2027.42/88272/1/2001_Glion_III_U_Future.pdf,http://hdl.handle.net/2027.42/88272,
2027.42/88273,Appropriations Committee,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88273/1/1990_Appropriations_Committee_3-18-90.pdf,http://hdl.handle.net/2027.42/88273,
2027.42/88274,The Future of the University in the Digital Age,,12/4/2001,http://deepblue.lib.umich.edu/bitstream/2027.42/88274/1/2001_ACE_IT_Talk_1.0.pdf,http://hdl.handle.net/2027.42/88274,
2027.42/88275,The Future of the University: A Perspective from the Oort Cloud,,3/8/2005,http://deepblue.lib.umich.edu/bitstream/2027.42/88275/1/2004_Emory_Futurist_Forum_JJD.pdf,http://hdl.handle.net/2027.42/88275,
2027.42/88276,The Future of the University: A Perspective from the Oort Cloud,,2007-02,http://deepblue.lib.umich.edu/bitstream/2027.42/88276/1/2007_Oort_Cloud_3.pdf,http://hdl.handle.net/2027.42/88276,
2027.42/88277,The Future…the Near Term,,2004,http://deepblue.lib.umich.edu/bitstream/2027.42/88277/1/2004_The_Future_Near_Term.pdf,http://hdl.handle.net/2027.42/88277,
2027.42/88278,The Future…The Near Term,,2006,http://deepblue.lib.umich.edu/bitstream/2027.42/88278/1/2006_The_Future_Near_Term.pdf,http://hdl.handle.net/2027.42/88278,
2027.42/88279,The Gateway Campus,,1998,http://deepblue.lib.umich.edu/bitstream/2027.42/88279/1/1998_Gateway_Campus.pdf,http://hdl.handle.net/2027.42/88279,
2027.42/88280,"The George H.W. Bush  ""Lifetime of Leadership"" Awards, Acceptance remarks",,2003,http://deepblue.lib.umich.edu/bitstream/2027.42/88280/1/2003_Yale_Leadership_Award.pdf,http://hdl.handle.net/2027.42/88280,
2027.42/88281,"The George H.W. Bush  ""Lifetime of Leadership"" Awards, Acceptance remarks",,11/21/2003,http://deepblue.lib.umich.edu/bitstream/2027.42/88281/1/2005_Yale_Award.pdf,http://hdl.handle.net/2027.42/88281,
2027.42/88282,The Great Lakes Region and the Knowledge Economy - A Roadmap to the Future (Fireside Chat),,11/2/2005,http://deepblue.lib.umich.edu/bitstream/2027.42/88282/1/2005_FWC_Fireside_Chat.pdf,http://hdl.handle.net/2027.42/88282,
2027.42/88283,"The Great Lakes Region and the Knowledge Economy, A Roadmap to the Future (Fed. Reserve Chicago)",,11/2/2005,http://deepblue.lib.umich.edu/bitstream/2027.42/88283/1/2005_Fed_Res_Chicago_JJD.pdf,http://hdl.handle.net/2027.42/88283,
2027.42/88284,Appropriations Hear PCSUM,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88284/1/1991_Appro_Hear_PCSUM_4-27-91.pdf,http://hdl.handle.net/2027.42/88284,
2027.42/88285,The Human and Intellectual Capital Investments Necessary for a Sustainable Nuclear Energy Future,,11/13/2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88285/1/2000_DC_ANS_Nuclear_Futures.pdf,http://hdl.handle.net/2027.42/88285,
2027.42/88286,The Impact of Information Technology on the Future of the Research University - An Update on a National Academies Study,,11/16/2003,http://deepblue.lib.umich.edu/bitstream/2027.42/88286/1/2005_NASULGC_IT_Forum.pdf,http://hdl.handle.net/2027.42/88286,
