Handle,Title,IsPartOf,DateIssued,BitstreamUrl,Uri,rights
2027.42/119977,1995-1996 Write Files - Science H.S. Talk,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",8/28/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119977/4/jjd2255.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119977/3/jjd2255.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119977/2/Science H.S. Talk.hidden,http://hdl.handle.net/2027.42/119977,"[ER Restricted until July 1, 2030]"
2027.42/120001,1996-1997 Write Files - Sloan Review,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",9/18/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/120001/4/jjd2278.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120001/3/jjd2278.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120001/2/Sloan Review.hidden,http://hdl.handle.net/2027.42/120001,"[ER Restricted until July 1, 2030]"
2027.42/119965,1995-1996 Write Files - Frontier,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",8/28/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119965/4/jjd2242.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119965/3/jjd2242.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119965/2/Frontier.hidden,http://hdl.handle.net/2027.42/119965,"[ER Restricted until July 1, 2030]"
2027.42/120008,1991-1992 Speeches - SOUP-2_92,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/120008/3/jjd1348.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120008/2/SOUP-2_92.hidden,http://hdl.handle.net/2027.42/120008,"[ER Restricted until July 1, 2030]"
2027.42/119978,1995-1996 Write Files - Science Manpower,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",8/28/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119978/4/jjd2256.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119978/3/jjd2256.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119978/2/Science Manpower.hidden,http://hdl.handle.net/2027.42/119978,"[ER Restricted until July 1, 2030]"
2027.42/119972,1995-1996 Write Files - Research University Notes,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",8/28/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119972/4/jjd2250.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119972/3/jjd2250.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119972/2/Research University Notes.hidden,http://hdl.handle.net/2027.42/119972,"[ER Restricted until July 1, 2030]"
2027.42/120017,1986-1987 Ideas - Chinese,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",7/17/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120017/4/jjd45.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120017/3/jjd45.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120017/2/Chinese.hidden,http://hdl.handle.net/2027.42/120017,"[ER Restricted until July 1, 2030]"
2027.42/119966,1995-1996 Write Files - Graduate,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",8/28/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119966/4/jjd2243.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119966/3/jjd2243.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119966/2/Graduate.hidden,http://hdl.handle.net/2027.42/119966,"[ER Restricted until July 1, 2030]"
2027.42/119983,1995-1996 Write Files - Technology Policy,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",8/28/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119983/4/jjd2261.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119983/3/jjd2261.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119983/2/Technology Policy.hidden,http://hdl.handle.net/2027.42/119983,"[ER Restricted until July 1, 2030]"
2027.42/119997,1996-1997 Write Files - Hennessey,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",3/19/1997,http://deepblue.lib.umich.edu/bitstream/2027.42/119997/4/jjd2274.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119997/3/jjd2274.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119997/2/Hennessey.hidden,http://hdl.handle.net/2027.42/119997,"[ER Restricted until July 1, 2030]"
2027.42/119988,1995-1996 Write Files - Steffan-1/96,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",1/4/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119988/4/jjd2266.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119988/3/jjd2266.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119988/2/Steffan-1_96.hidden,http://hdl.handle.net/2027.42/119988,"[ER Restricted until July 1, 2030]"
2027.42/119993,1995-1996 Write Files - Womack,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",9/28/1995,http://deepblue.lib.umich.edu/bitstream/2027.42/119993/4/jjd2271.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119993/3/jjd2271.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119993/2/Womack.hidden,http://hdl.handle.net/2027.42/119993,"[ER Restricted until July 1, 2030]"
2027.42/119973,1995-1996 Write Files - Research Videotape,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",8/28/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119973/4/jjd2251.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119973/3/jjd2251.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119973/2/Research Videotape.hidden,http://hdl.handle.net/2027.42/119973,"[ER Restricted until July 1, 2030]"
2027.42/120012,1986-1987 Ideas - Alumni Talk,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",9/7/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120012/4/jjd40.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120012/3/jjd40.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120012/2/Alumni Talk.hidden,http://hdl.handle.net/2027.42/120012,"[ER Restricted until July 1, 2030]"
2027.42/119967,1995-1996 Write Files - Nat Econ Council,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",8/28/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119967/4/jjd2245.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119967/3/jjd2245.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119967/2/Nat Econ Council.hidden,http://hdl.handle.net/2027.42/119967,"[ER Restricted until July 1, 2030]"
2027.42/120035,1986-1987 Ideas - Pluralism,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",6/16/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/120035/4/jjd66.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120035/3/jjd66.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120035/2/Pluralism.hidden,http://hdl.handle.net/2027.42/120035,"[ER Restricted until July 1, 2030]"
2027.42/119979,1995-1996 Write Files - Science Policy Book,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",8/28/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119979/4/jjd2257.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119979/3/jjd2257.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119979/2/Science Policy Book.hidden,http://hdl.handle.net/2027.42/119979,"[ER Restricted until July 1, 2030]"
2027.42/120005,1990-1991 Speeches - President's Advisory Committee on Women's Issues,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",1/29/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/120005/6/Speeches-JJDS5c-S5restricted-jjd1219_bhl-9844297e.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120005/5/Speeches-JJDS5c-S5restricted-jjd1219_bhl-4dc8988d.docx; http://deepblue.lib.umich.edu/bitstream/2027.42/120005/4/jjd1219.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120005/3/jjd1219.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120005/2/pacwi 1_29.hidden,http://hdl.handle.net/2027.42/120005,"[ER Restricted until July 1, 2030]"
2027.42/119984,1995-1996 Write Files - Traineeship,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",8/28/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119984/4/jjd2262.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119984/3/jjd2262.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119984/2/Traineeship.hidden,http://hdl.handle.net/2027.42/119984,"[ER Restricted until July 1, 2030]"
2027.42/120026,1986-1987 Ideas - Honor Society,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",11/10/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120026/4/jjd55.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120026/3/jjd55.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120026/2/Honor Society.hidden,http://hdl.handle.net/2027.42/120026,"[ER Restricted until July 1, 2030]"
2027.42/119989,1995-1996 Write Files - Summerfield-2/96,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",2/19/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119989/4/jjd2267.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119989/3/jjd2267.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119989/2/Summerfield-2_96.hidden,http://hdl.handle.net/2027.42/119989,"[ER Restricted until July 1, 2030]"
2027.42/120002,1996-1997 Write Files - WSU Pres Nom,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",2/3/1997,http://deepblue.lib.umich.edu/bitstream/2027.42/120002/4/jjd2279.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120002/3/jjd2279.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120002/2/WSU Pres Nom.hidden,http://hdl.handle.net/2027.42/120002,"[ER Restricted until July 1, 2030]"
2027.42/120009,1991-1992 Speeches - Woodworth Meeting,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/120009/3/jjd1360.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120009/2/Woodworth Meeting.hidden,http://hdl.handle.net/2027.42/120009,"[ER Restricted until July 1, 2030]"
2027.42/119998,1996-1997 Write Files - Higher Ed Statistics,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",9/19/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119998/4/jjd2275.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119998/3/jjd2275.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119998/2/Higher Ed Statistics.hidden,http://hdl.handle.net/2027.42/119998,"[ER Restricted until July 1, 2030]"
2027.42/119990,1995-1996 Write Files - UCSC-Reference,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",11/9/1995,http://deepblue.lib.umich.edu/bitstream/2027.42/119990/4/jjd2268.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119990/3/jjd2268.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119990/2/UCSC-Reference.hidden,http://hdl.handle.net/2027.42/119990,"[ER Restricted until July 1, 2030]"
2027.42/119985,1995-1996 Write Files - White House-ST/JJD,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",8/28/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119985/4/jjd2263.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119985/3/jjd2263.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119985/2/White House-ST_JJD.hidden,http://hdl.handle.net/2027.42/119985,"[ER Restricted until July 1, 2030]"
2027.42/119994,1995-1996 Write Files - 1995-1996 Write Files-Miscellaneous,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/119994/2/1995-1996_Write_Files-miscellaneous.zip,http://hdl.handle.net/2027.42/119994,"[ER Restricted until July 1, 2030]"
2027.42/120013,1986-1987 Ideas - Art,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",9/2/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120013/4/jjd41.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120013/3/jjd41.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120013/2/Art.hidden,http://hdl.handle.net/2027.42/120013,"[ER Restricted until July 1, 2030]"
2027.42/120020,1986-1987 Ideas - Educ-Change,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",11/10/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120020/4/jjd49.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120020/3/jjd49.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120020/2/Educ-Change.hidden,http://hdl.handle.net/2027.42/120020,"[ER Restricted until July 1, 2030]"
2027.42/119999,1996-1997 Write Files - JJD Let to Pres,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",10/18/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119999/4/jjd2276.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119999/3/jjd2276.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119999/2/JJD Let to Pres.hidden,http://hdl.handle.net/2027.42/119999,"[ER Restricted until July 1, 2030]"
2027.42/120006,1990-1991 Speeches - Spring To-Do,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/120006/5/Speeches-JJDS5c-S5restricted-jjd1268_bhl-6b39ed37.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120006/4/jjd1268.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120006/3/jjd1268.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120006/2/Spring To Do.hidden,http://hdl.handle.net/2027.42/120006,"[ER Restricted until July 1, 2030]"
2027.42/120015,1986-1987 Ideas - BPC Talk,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",6/26/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120015/4/jjd43.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120015/3/jjd43.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120015/2/BPC Talk.hidden,http://hdl.handle.net/2027.42/120015,"[ER Restricted until July 1, 2030]"
2027.42/120028,1986-1987 Ideas - Legislators-86,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",12/10/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120028/4/jjd57.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120028/3/jjd57.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120028/2/Legislators-86.hidden,http://hdl.handle.net/2027.42/120028,"[ER Restricted until July 1, 2030]"
2027.42/119995,1996-1997 Write Files - Chang-Lin Tien,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",2/20/1997,http://deepblue.lib.umich.edu/bitstream/2027.42/119995/4/jjd2272.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119995/3/jjd2272.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119995/2/Chang-Lin Tien.hidden,http://hdl.handle.net/2027.42/119995,"[ER Restricted until July 1, 2030]"
2027.42/120010,1992-1993 Speeches - AD Search Notes,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/120010/4/Speeches-JJDS7-S7restricted-jjd1361_bhl-03f8ee0a.docx; http://deepblue.lib.umich.edu/bitstream/2027.42/120010/3/jjd1361.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120010/2/AD Search Notes.hidden,http://hdl.handle.net/2027.42/120010,"[ER Restricted until July 1, 2030]"
2027.42/120023,1986-1987 Ideas - EXPRES,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",9/9/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120023/4/jjd52.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120023/3/jjd52.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120023/2/EXPRES.hidden,http://hdl.handle.net/2027.42/120023,"[ER Restricted until July 1, 2030]"
2027.42/120018,1986-1987 Ideas - CRLT,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",9/6/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120018/4/jjd46.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120018/3/jjd46.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120018/2/CRLT.hidden,http://hdl.handle.net/2027.42/120018,"[ER Restricted until July 1, 2030]"
2027.42/120003,"Digital Images, circa 1996 - Digital Images","Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/120003/2/Digital_Images.zip,http://hdl.handle.net/2027.42/120003,"[ER Restricted until July 1, 2030]"
2027.42/119974,1995-1996 Write Files - Science Ed Notes,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",12/24/1989,http://deepblue.lib.umich.edu/bitstream/2027.42/119974/4/jjd2252.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119974/3/jjd2252.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119974/2/Science Ed Notes.hidden,http://hdl.handle.net/2027.42/119974,"[ER Restricted until July 1, 2030]"
2027.42/120007,1991-1992 Speeches - Performance Reviews,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/120007/3/jjd1335.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120007/2/Performance Reviews.hidden,http://hdl.handle.net/2027.42/120007,"[ER Restricted until July 1, 2030]"
2027.42/120037,1986-1987 Ideas - Senate Assembly,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",10/18/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120037/4/jjd68.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120037/3/jjd68.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120037/2/Senate Assembly.hidden,http://hdl.handle.net/2027.42/120037,"[ER Restricted until July 1, 2030]"
2027.42/120016,1986-1987 Ideas - Challenge,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",5/31/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120016/4/jjd44.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120016/3/jjd44.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120016/2/Challenge.hidden,http://hdl.handle.net/2027.42/120016,"[ER Restricted until July 1, 2030]"
2027.42/120021,1986-1987 Ideas - Engineering,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",9/18/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120021/4/jjd50.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120021/3/jjd50.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120021/2/Engineering.hidden,http://hdl.handle.net/2027.42/120021,"[ER Restricted until July 1, 2030]"
2027.42/120030,1986-1987 Ideas - MITN,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",1/8/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/120030/4/jjd60.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120030/3/jjd60.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120030/2/MITN.hidden,http://hdl.handle.net/2027.42/120030,"[ER Restricted until July 1, 2030]"
2027.42/120025,1986-1987 Ideas - High Tech-3_87,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/120025/2/High Tech-3_87.txt,http://hdl.handle.net/2027.42/120025,"[ER Restricted until July 1, 2030]"
2027.42/120019,1986-1987 Ideas - Devel-6_30,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/120019/2/Devel-6_30.txt,http://hdl.handle.net/2027.42/120019,"[ER Restricted until July 1, 2030]"
2027.42/119961,1995-1996 Write Files - Sample,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",5/16/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119961/4/jjd2237.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119961/3/jjd2237.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119961/2/Sample.hidden,http://hdl.handle.net/2027.42/119961,"[ER Restricted until July 1, 2030]"
2027.42/120027,1986-1987 Ideas - Leadership,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",12/20/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120027/4/jjd56.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120027/3/jjd56.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120027/2/Leadership.hidden,http://hdl.handle.net/2027.42/120027,"[ER Restricted until July 1, 2030]"
2027.42/120032,1986-1987 Ideas - Niara Party,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",1/11/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/120032/4/jjd62.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120032/3/jjd62.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120032/2/Niara Party.hidden,http://hdl.handle.net/2027.42/120032,"[ER Restricted until July 1, 2030]"
2027.42/120036,1986-1987 Ideas - Rotary,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",1/4/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120036/4/jjd67.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120036/3/jjd67.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120036/2/Rotary.hidden,http://hdl.handle.net/2027.42/120036,"[ER Restricted until July 1, 2030]"
2027.42/120039,1986-1987 Ideas - StrFnd-5/19,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",5/18/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120039/4/jjd70.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120039/3/jjd70.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120039/2/StrFnd-5_19.txt,http://hdl.handle.net/2027.42/120039,"[ER Restricted until July 1, 2030]"
2027.42/119968,1995-1996 Write Files - NSB-UC-Davis,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",8/28/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119968/4/jjd2246.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119968/3/jjd2246.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119968/2/NSB-UC-Davis.hidden,http://hdl.handle.net/2027.42/119968,"[ER Restricted until July 1, 2030]"
2027.42/120034,1986-1987 Ideas - Physics-85,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",8/25/1985,http://deepblue.lib.umich.edu/bitstream/2027.42/120034/4/jjd65.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120034/3/jjd65.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120034/2/Physics-85.hidden,http://hdl.handle.net/2027.42/120034,"[ER Restricted until July 1, 2030]"
2027.42/120038,1986-1987 Ideas - SPRL,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",2/13/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/120038/4/jjd69.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120038/3/jjd69.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120038/2/SPRL.hidden,http://hdl.handle.net/2027.42/120038,"[ER Restricted until July 1, 2030]"
2027.42/120029,1986-1987 Ideas - MedSch-4/6,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",5/6/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120029/4/jjd59.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120029/3/jjd59.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120029/2/MedSch-4_6.txt,http://hdl.handle.net/2027.42/120029,"[ER Restricted until July 1, 2030]"
2027.42/120031,1986-1987 Ideas - MLK Day,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",1/12/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/120031/4/jjd61.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120031/3/jjd61.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120031/2/MLK Day.hidden,http://hdl.handle.net/2027.42/120031,"[ER Restricted until July 1, 2030]"
2027.42/120033,1986-1987 Ideas - Obj & Pri,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",9/21/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/120033/4/jjd64.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120033/3/jjd64.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120033/2/Obj  Pri.hidden,http://hdl.handle.net/2027.42/120033,"[ER Restricted until July 1, 2030]"
2027.42/120040,1986-1987 Ideas - UG-Big Ten,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",5/30/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/120040/4/jjd71.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120040/3/jjd71.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120040/2/UG-Big Ten.hidden,http://hdl.handle.net/2027.42/120040,"[ER Restricted until July 1, 2030]"
2027.42/120041,1986-1987 Ideas - US-Japan Conference,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",4/13/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/120041/4/jjd73.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120041/3/jjd73.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120041/2/US-Japan Conference.hidden,http://hdl.handle.net/2027.42/120041,"[ER Restricted until July 1, 2030]"
2027.42/119982,1995-1996 Write Files - Teaching and Research 2.1,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",8/28/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/119982/4/jjd2260.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/119982/3/jjd2260.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/119982/2/Teaching and Research 2.1.hidden,http://hdl.handle.net/2027.42/119982,"[ER Restricted until July 1, 2030]"
2027.42/120000,1996-1997 Write Files - Lewis Reference,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files",2/18/1997,http://deepblue.lib.umich.edu/bitstream/2027.42/120000/4/jjd2277.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120000/3/jjd2277.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120000/2/Lewis Reference.hidden,http://hdl.handle.net/2027.42/120000,"[ER Restricted until July 1, 2030]"
2027.42/120042,1986-1987 Ideas - Yale Talk,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files",4/7/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/120042/4/jjd74.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/120042/3/jjd74.doc; http://deepblue.lib.umich.edu/bitstream/2027.42/120042/2/Yale Talk.hidden,http://hdl.handle.net/2027.42/120042,"[ER Restricted until July 1, 2030]"
