IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,RELATIVE_PATH,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0001_1779,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - NASULGC-Activism",,"Duderstadt, James J.",,11/14/1990 0:00,2015,11/14/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\NASULGC-Activism | \9811_0001\data\Speeches\JJDS5b\jjd1200.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1780,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - NASULGC-Plan",,"Duderstadt, James J.",,11/14/1990 0:00,2015,11/14/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\NASULGC-Plan | \9811_0001\data\Speeches\JJDS5b\jjd1201.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1781,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - National Rankings",,"Duderstadt, James J.",,7/21/1991 0:00,2015,7/21/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\National Rankings | \9811_0001\data\Speeches\JJDS5c\jjd1202.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1783,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - New Faculty Welcome 3.1",,"Duderstadt, James J.",,9/23/1990 0:00,2015,9/23/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\New Faculty Welcome 3.1 | \9811_0001\data\Speeches\JJDS5a\jjd1206.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1784,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - New Faculty Welcome 3.1_",,"Duderstadt, James J.",,9/23/1990 0:00,2015,9/23/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\New Faculty Welcome 3.1_ | \9811_0001\data\Speeches\JJDS5a\jjd1205.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1785,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - New Faculty Welcome 3.2",,"Duderstadt, James J.",,9/23/1990 0:00,2015,9/23/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\New Faculty Welcome 3.2 | \9811_0001\data\Speeches\JJDS5a\jjd1206.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1786,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - New Talks",,"Duderstadt, James J.",,9/23/1990 0:00,2015,9/23/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\New Talks | \9811_0001\data\Speeches\JJDS6\jjd1332.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1787,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - NoCode",,"Duderstadt, James J.",,11/18/1990 0:00,2015,11/18/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\NoCode | \9811_0001\data\Speeches\JJDS5b\jjd1208.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1788,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Northwestern Michigan_",,"Duderstadt, James J.",,5/31/1991 0:00,2015,5/31/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Northwestern Michigan_ | \9811_0001\data\Speeches\JJDS5c\jjd1209.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1789,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Notes",,"Duderstadt, James J.",,11/15/1990 0:00,2015,11/15/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Notes | \9811_0001\data\Speeches\JJDS5b\jjd1210.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1790,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Notes for Speeches",,"Duderstadt, James J.",,8/24/1990 0:00,2015,8/24/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Notes for Speeches | \9811_0001\data\Speeches\JJDS5a\jjd1211.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1791,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Notes for Speeches II",,"Duderstadt, James J.",,3/29/1991 0:00,2015,3/29/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Notes for Speeches II | \9811_0001\data\Speeches\JJDS5b\jjd1212.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1792,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Notes III",,"Duderstadt, James J.",,7/1/1991 0:00,2015,7/1/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Notes III | \9811_0001\data\Speeches\JJDS5c\jjd1213.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1794,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - NSF Traineeships",,"Duderstadt, James J.",,3/25/1991 0:00,2015,3/25/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\NSF Traineeships | \9811_0001\data\Speeches\JJDS5b\jjd1215.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1795,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - NSPE Thanks",,"Duderstadt, James J.",,7/24/1991 0:00,2015,7/24/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\NSPE Thanks | \9811_0001\data\Speeches\JJDS5c\jjd1216.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1797,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Odds and Ends I",,"Duderstadt, James J.",,5/2/1991 0:00,2015,5/2/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Odds and Ends I | \9811_0001\data\Speeches\JJDS6\jjd1333.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1799,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Parents Orientation 4.1",,"Duderstadt, James J.",,8/31/1991 0:00,2015,8/31/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Parents Orientation 4.1 | \9811_0001\data\Speeches\JJDS6\jjd1334.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1800,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Parents Weekend",,"Duderstadt, James J.",,10/26/1990 0:00,2015,10/26/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Parents Weekend | \9811_0001\data\Speeches\JJDS5a\jjd1221.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1801,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Parents Weekend 2.0",,"Duderstadt, James J.",,11/3/1989 0:00,2015,11/3/1989 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Parents Weekend 2.0 | \9811_0001\data\Speeches\JJDS5a\jjd1222.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1802,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Parents Weekend 3.0",,"Duderstadt, James J.",,10/27/1990 0:00,2015,10/27/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Parents Weekend 3.0 | \9811_0001\data\Speeches\JJDS5a\jjd1223.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1805,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - PC-Safety",,"Duderstadt, James J.",,11/19/1990 0:00,2015,11/19/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\PC-Safety | \9811_0001\data\Speeches\JJDS5b\jjd1226.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1807,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Peter Raven",,"Duderstadt, James J.",,2/7/1991 0:00,2015,2/7/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Peter Raven | \9811_0001\data\Speeches\JJDS6\jjd1336.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1808,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Physics Notes",,"Duderstadt, James J.",,8/24/1990 0:00,2015,8/24/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Physics Notes | \9811_0001\data\Speeches\JJDS5a\jjd1229.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1812,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Public Education 4.0",,"Duderstadt, James J.",,9/8/1990 0:00,2015,9/8/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Public Education 4.0 | \9811_0001\data\Speeches\JJDS5a\jjd1233.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1814,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Public Education 4.2",,"Duderstadt, James J.",,11/6/1990 0:00,2015,11/6/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Public Education 4.2 | \9811_0001\data\Speeches\JJDS5b\jjd1235.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1815,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Quotes",,"Duderstadt, James J.",,9/30/1990 0:00,2015,9/30/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Quotes | \9811_0001\data\Speeches\JJDS6\jjd1341.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1822,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Regents Cover Letter",,"Duderstadt, James J.",,7/27/1991 0:00,2015,7/27/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Regents Cover Letter | \9811_0001\data\Write\JJDW5\jjd1883.doc,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1825,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Regents-December",,"Duderstadt, James J.",,11/22/1990 0:00,2015,11/22/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Regents-December | \9811_0001\data\Speeches\JJDS5b\jjd1246.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1827,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Regents-March",,"Duderstadt, James J.",,3/23/1991 0:00,2015,3/23/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Regents-March | \9811_0001\data\Speeches\JJDS5b\jjd1248.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1829,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Reinventing 1.1",,"Duderstadt, James J.",,9/15/1990 0:00,2015,9/15/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Reinventing 1.1 | \9811_0001\data\Speeches\JJDS5a\jjd1250.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1830,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Reinventing 2.0",,"Duderstadt, James J.",,1/8/1991 0:00,2015,1/8/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Reinventing 2.0 | \9811_0001\data\Speeches\JJDS5b\jjd1251.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1832,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Resource Issues",,"Duderstadt, James J.",,11/15/1990 0:00,2015,11/15/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Resource Issues | \9811_0001\data\Speeches\JJDS5b\jjd1253.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1834,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Santa Fe Institute 1.0",,"Duderstadt, James J.",,11/1/1990 0:00,2015,11/1/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Santa Fe Institute 1.0 | \9811_0001\data\Speeches\JJDS5b\jjd1255.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1838,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Senate Assembly 1990 1.3",,"Duderstadt, James J.",,9/16/1990 0:00,2015,9/16/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Senate Assembly 1990 1.3 | \9811_0001\data\Speeches\JJDS5a\jjd1259.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1840,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Simulator Site Visit",,"Duderstadt, James J.",,3/10/1991 0:00,2015,3/10/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Simulator Site Visit | \9811_0001\data\Speeches\JJDS5b\jjd1261.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1841,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Speech Topics",,"Duderstadt, James J.",,1/8/1991 0:00,2015,1/8/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Speech Topics | \9811_0001\data\Speeches\JJDS5b\jjd1266.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1843,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Spring To Do",,"Duderstadt, James J.",,5/19/1991 0:00,2015,5/19/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Spring To Do | \9811_0001\data\Ideas\JJDI5\jjd209.doc,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1852,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Task Assignment",,"Duderstadt, James J.",,1/27/1991 0:00,2015,1/27/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Task Assignment | \9811_0001\data\Speeches\JJDS5b\jjd1277.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1853,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Teaching AND Research 2.1",,"Duderstadt, James J.",,2/4/1991 0:00,2015,2/4/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Teaching AND Research 2.1 | \9811_0001\data\Speeches\JJDS5b\jjd1278.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1854,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Teaching vs. Research 1.3",,"Duderstadt, James J.",,1/20/1991 0:00,2015,1/20/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Teaching vs. Research 1.3 | \9811_0001\data\Speeches\JJDS5b\jjd1280.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1855,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Teaching vs. Research 1.5",,"Duderstadt, James J.",,1/20/1991 0:00,2015,1/20/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Teaching vs. Research 1.5 | \9811_0001\data\Speeches\JJDS5b\jjd1280.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1856,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - The Age of Knowledge",,"Duderstadt, James J.",,9/30/1990 0:00,2015,9/30/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\The Age of Knowledge | \9811_0001\data\Speeches\JJDS5a\jjd1281.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1858,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - To Do-1991",,"Duderstadt, James J.",,12/7/1990 0:00,2015,12/7/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\To Do-1991 | \9811_0001\data\Speeches\JJDS5b\jjd1283.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1863,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - UG Ed 1.8",,"Duderstadt, James J.",,1/20/1991 0:00,2015,1/20/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\UG Ed 1.8 | \9811_0001\data\Speeches\JJDS5b\jjd1288.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1864,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - UG Notes",,"Duderstadt, James J.",,1/19/1991 0:00,2015,1/19/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\UG Notes | \9811_0001\data\Speeches\JJDS5b\jjd1289.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1865,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - UM Dearborn Comments",,"Duderstadt, James J.",,11/5/1990 0:00,2015,11/5/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\UM Dearborn Comments | \9811_0001\data\Speeches\JJDS5b\jjd1290.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1866,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - UM Inputs and Outputs",,"Duderstadt, James J.",,10/15/1990 0:00,2015,10/15/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\UM Inputs and Outputs | \9811_0001\data\Speeches\JJDS5a\jjd1291.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1869,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - UM-WCC Alliance",,"Duderstadt, James J.",,1/21/1991 0:00,2015,1/21/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\UM-WCC Alliance | \9811_0001\data\Speeches\JJDS5b\jjd1294.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1871,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Visit with science and_",,"Duderstadt, James J.",,11/28/1990 0:00,2015,11/28/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Visit with science and_ | \9811_0001\data\Speeches\JJDS5b\jjd1305.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1873,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Wallenberg Lecture_",,"Duderstadt, James J.",,9/10/1992 0:00,2015,9/10/1992 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Wallenberg Lecture_ | \9811_0001\data\Speeches\JJDS7\jjd1397.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1874,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - Women of Color Awards_",,"Duderstadt, James J.",,2/21/1991 0:00,2015,2/21/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Women of Color Awards_ | \9811_0001\data\Speeches\JJDS5b\jjd1308.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1875,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - a Introductions",,"Duderstadt, James J.",,3/11/1990 0:00,2015,3/11/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Speech Parts\a Introductions | \9811_0001\data\Speeches\JJDS5a\jjd1263.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1876,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - b Themes of Future",,"Duderstadt, James J.",,11/11/1990 0:00,2015,11/11/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Speech Parts\b Themes of Future | \9811_0001\data\Speeches\JJDS5b\jjd1264.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1877,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - c Demographics",,"Duderstadt, James J.",,11/11/1990 0:00,2015,11/11/1990 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\Speech Parts\c Demographics | \9811_0001\data\Speeches\JJDS5b\jjd1265.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1881,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1990-1991 Speeches - GormanRankings",,"Duderstadt, James J.",,5/14/1991 0:00,2015,5/14/1991 0:00,\9811_0001\data\original-records\Speeches\1990-1991 Speeches\UofM Rankings\GormanRankings | \9811_0001\data\Speeches\JJDS5c\jjd1158.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1887,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - 1992 Focus Areas",,"Duderstadt, James J.",,2/3/1992 0:00,2015,2/3/1992 0:00,\9811_0001\data\original-records\Speeches\1991-92\1992 Focus Areas | \9811_0001\data\Ideas\JJDI6\jjd2292.doc,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1888,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Campaign Finale",,"Duderstadt, James J.",,9/15/1991 0:00,2015,9/15/1991 0:00,\9811_0001\data\original-records\Speeches\1991-92\Campaign Finale | \9811_0001\data\Speeches\JJDS6\jjd1309.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1889,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1991-1992 Speeches - Campaign Kickoff",,"Duderstadt, James J.",,9/15/1991 0:00,2015,9/15/1991 0:00,\9811_0001\data\original-records\Speeches\1991-92\Campaign Kickoff | \9811_0001\data\Speeches\JJDS6\jjd1310.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
