IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,RELATIVE_PATH,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0001_0001,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - AAU Welcome",,"Duderstadt, James J.",,10/22/1989 0:00,2015,10/22/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\AAU Welcome | \9811_0001\data\Speeches\JJDS4a\jjd961.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0002,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Addins-1990",,"Duderstadt, James J.",,4/6/1990 0:00,2015,4/6/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Addins-1990 | \9811_0001\data\Speeches\JJDS4b\jjd962.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0003,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Aerospace Dedication",,"Duderstadt, James J.",,11/3/1989 0:00,2015,11/3/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Aerospace Dedication | \9811_0001\data\Speeches\JJDS4a\jjd963.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0004,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Aerospace Dedication_",,"Duderstadt, James J.",,11/3/1989 0:00,2015,11/3/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Aerospace Dedication_ | \9811_0001\data\Speeches\JJDS4a\jjd963.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0005,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Alumni 5.0",,"Duderstadt, James J.",,9/11/1989 0:00,2015,9/11/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Alumni 5.0 | \9811_0001\data\Speeches\JJDS4a\jjd968.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0007,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Alumni Volunteers",,"Duderstadt, James J.",,9/26/1989 0:00,2015,9/26/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Alumni Volunteers | \9811_0001\data\Speeches\JJDS4a\jjd966.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0008,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Alumni Volunteers 2.0",,"Duderstadt, James J.",,9/26/1989 0:00,2015,9/26/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Alumni Volunteers 2.0 | \9811_0001\data\Speeches\JJDS4a\jjd967.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0009,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - American Education_",,"Duderstadt, James J.",,12/14/1989 0:00,2015,12/14/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\American Education_ | \9811_0001\data\Speeches\JJDS4a\jjd969.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0010,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Appro Comm Test 1.1",,"Duderstadt, James J.",,3/10/1991 0:00,2015,3/10/1991 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Appro Comm Test 1.1 | \9811_0001\data\Speeches\JJDS5b\jjd1103.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0011,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Appro Comm Test 1.1_",,"Duderstadt, James J.",,3/10/1991 0:00,2015,3/10/1991 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Appro Comm Test 1.1_ | \9811_0001\data\Speeches\JJDS5b\jjd1103.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0012,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Athletes Reception",,"Duderstadt, James J.",,4/13/1990 0:00,2015,4/13/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Athletes Reception | \9811_0001\data\Speeches\JJDS4b\jjd972.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0015,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Basketball Bust-90",,"Duderstadt, James J.",,4/9/1990 0:00,2015,4/9/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Basketball Bust-90 | \9811_0001\data\Speeches\JJDS4b\jjd975.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0016,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Bo",,"Duderstadt, James J.",,12/13/1989 0:00,2015,12/13/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Bo | \9811_0001\data\Speeches\JJDS4a\jjd976.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0017,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Bo Ideas",,"Duderstadt, James J.",,1/3/1990 0:00,2015,1/3/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Bo Ideas | \9811_0001\data\Ideas\JJDI4\jjd140.doc,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0019,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Caltech Commencement-89",,"Duderstadt, James J.",,4/13/1990 0:00,2015,4/13/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Caltech Commencement-89 | \9811_0001\data\Speeches\JJDS4b\jjd979.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0020,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Campaign Wrapup",,"Duderstadt, James J.",,11/3/1989 0:00,2015,11/3/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Campaign Wrapup | \9811_0001\data\Speeches\JJDS4a\jjd980.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0022,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Case Statement_",,"Duderstadt, James J.",,9/26/1989 0:00,2015,9/26/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Case Statement_ | \9811_0001\data\Speeches\JJDS4a\jjd982.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0023,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Center for Visual Arts",,"Duderstadt, James J.",,1/21/1990 0:00,2015,1/21/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Center for Visual Arts | \9811_0001\data\Speeches\JJDS4b\jjd983.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0024,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Chemistry Dedication",,"Duderstadt, James J.",,9/15/1989 0:00,2015,9/15/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Chemistry Dedication | \9811_0001\data\Speeches\JJDS4a\jjd984.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0026,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Chemistry Lunch",,"Duderstadt, James J.",,9/14/1989 0:00,2015,9/14/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Chemistry Lunch | \9811_0001\data\Speeches\JJDS4a\jjd986.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0027,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Citizens Res Council",,"Duderstadt, James J.",,9/20/1989 0:00,2015,9/20/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Citizens Res Council | \9811_0001\data\Write\JJDW3\jjd1723.doc,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0028,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Commence-Fall-89",,"Duderstadt, James J.",,12/14/1989 0:00,2015,12/14/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Commence-Fall-89 | \9811_0001\data\Speeches\JJDS4a\jjd988.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0029,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Commence-Spring-90",,"Duderstadt, James J.",,4/13/1990 0:00,2015,4/13/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Commence-Spring-90 | \9811_0001\data\Speeches\JJDS4b\jjd989.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0030,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Congressional_",,"Duderstadt, James J.",,2/27/1990 0:00,2015,2/27/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Congressional_ | \9811_0001\data\Speeches\JJDS4b\jjd990.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0031,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Corporate Remarks_",,"Duderstadt, James J.",,9/13/1989 0:00,2015,9/13/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Corporate Remarks_ | \9811_0001\data\Speeches\JJDS4a\jjd991.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0032,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Costs of Education",,"Duderstadt, James J.",,8/31/1989 0:00,2015,8/31/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Costs of Education | \9811_0001\data\Speeches\JJDS4a\jjd992.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0035,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Development_",,"Duderstadt, James J.",,5/31/1990 0:00,2015,5/31/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Development_ | \9811_0001\data\Speeches\JJDS4b\jjd995.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0036,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Education",,"Duderstadt, James J.",,11/13/1989 0:00,2015,11/13/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Education | \9811_0001\data\Speeches\JJDS4a\jjd996.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0037,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Education 1.0",,"Duderstadt, James J.",,11/13/1989 0:00,2015,11/13/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Education 1.0 | \9811_0001\data\Speeches\JJDS4a\jjd997.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0038,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Education 1.3",,"Duderstadt, James J.",,11/13/1989 0:00,2015,11/13/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Education 1.3 | \9811_0001\data\Speeches\JJDS4a\jjd998.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0039,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Education Notes",,"Duderstadt, James J.",,12/25/1989 0:00,2015,12/25/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Education Notes | \9811_0001\data\Speeches\JJDS4a\jjd999.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0040,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - EDUCOM Panel",,"Duderstadt, James J.",,10/16/1989 0:00,2015,10/16/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\EDUCOM Panel | \9811_0001\data\Speeches\JJDS4a\jjd1000.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0041,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - EDUCOM Panel Intro",,"Duderstadt, James J.",,10/16/1989 0:00,2015,10/16/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\EDUCOM Panel Intro | \9811_0001\data\Speeches\JJDS4a\jjd1001.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0042,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - EDUCOM Press_",,"Duderstadt, James J.",,10/16/1989 0:00,2015,10/16/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\EDUCOM Press_ | \9811_0001\data\Speeches\JJDS4a\jjd1002.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0043,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - EDUCOM Welcome",,"Duderstadt, James J.",,10/14/1989 0:00,2015,10/14/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\EDUCOM Welcome | \9811_0001\data\Speeches\JJDS4a\jjd1003.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0044,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Engineering Comm",,"Duderstadt, James J.",,4/13/1990 0:00,2015,4/13/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Engineering Comm | \9811_0001\data\Speeches\JJDS4b\jjd1004.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0045,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Flint Rotary",,"Duderstadt, James J.",,3/25/1990 0:00,2015,3/25/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Flint Rotary | \9811_0001\data\Speeches\JJDS4b\jjd1005.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0046,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Football Bust 2.0",,"Duderstadt, James J.",,11/26/1989 0:00,2015,11/26/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Football Bust 2.0 | \9811_0001\data\Speeches\JJDS4a\jjd1006.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0047,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Freshman Convocation 3.0",,"Duderstadt, James J.",,8/30/1989 0:00,2015,8/30/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Freshman Convocation 3.0 | \9811_0001\data\Speeches\JJDS5a\jjd1154.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0050,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Graduate Welcome 3.0",,"Duderstadt, James J.",,8/30/1989 0:00,2015,8/30/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Graduate Welcome 3.0 | \9811_0001\data\Speeches\JJDS4a\jjd1010.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0051,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Grand Rapids EC",,"Duderstadt, James J.",,12/10/1989 0:00,2015,12/10/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Grand Rapids EC | \9811_0001\data\Speeches\JJDS4a\jjd1011.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0053,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Hartford Sermon 2.1",,"Duderstadt, James J.",,6/27/1990 0:00,2015,6/27/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Hartford Sermon 2.1 | \9811_0001\data\Speeches\JJDS4b\jjd1013.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0054,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Higher Education 1.0",,"Duderstadt, James J.",,11/6/1989 0:00,2015,11/6/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Higher Education 1.0 | \9811_0001\data\Speeches\JJDS4a\jjd1014.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0055,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Hispanic Heritage_",,"Duderstadt, James J.",,9/17/1989 0:00,2015,9/17/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Hispanic Heritage_ | \9811_0001\data\Speeches\JJDS4a\jjd1015.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0056,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Homecoming-89",,"Duderstadt, James J.",,10/28/1989 0:00,2015,10/28/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Homecoming-89 | \9811_0001\data\Speeches\JJDS4a\jjd1016.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0058,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - JJD Student Letter",,"Duderstadt, James J.",,11/21/1990 0:00,2015,11/21/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\JJD Student Letter | \9811_0001\data\Speeches\JJDS5b\jjd1174.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0060,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - LA Dinner",,"Duderstadt, James J.",,9/21/1989 0:00,2015,9/21/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\LA Dinner | \9811_0001\data\Speeches\JJDS4a\jjd1020.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0061,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - LA Major Gifts_",,"Duderstadt, James J.",,9/21/1989 0:00,2015,9/21/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\LA Major Gifts_ | \9811_0001\data\Speeches\JJDS4a\jjd1021.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0062,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Leadership Network 2.0",,"Duderstadt, James J.",,9/11/1989 0:00,2015,9/11/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Leadership Network 2.0 | \9811_0001\data\Speeches\JJDS4a\jjd1022.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0064,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Los Angeles Dinner_",,"Duderstadt, James J.",,9/26/1989 0:00,2015,9/26/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Los Angeles Dinner_ | \9811_0001\data\Speeches\JJDS4a\jjd1024.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0065,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Major GIfts Address 1.0",,"Duderstadt, James J.",,8/31/1989 0:00,2015,8/31/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Major GIfts Address 1.0 | \9811_0001\data\Speeches\JJDS4a\jjd1025.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0066,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Major GIfts Address 2.0",,"Duderstadt, James J.",,8/31/1989 0:00,2015,8/31/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Major GIfts Address 2.0 | \9811_0001\data\Speeches\JJDS4a\jjd1025.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0067,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Manufacturing Forum",,"Duderstadt, James J.",,7/11/1990 0:00,2015,7/11/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Manufacturing Forum | \9811_0001\data\Speeches\JJDS4b\jjd1027.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0068,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan   UM 1.0",,"Duderstadt, James J.",,11/19/1989 0:00,2015,11/19/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Michigan   UM 1.0 | \9811_0001\data\Speeches\JJDS4a\jjd1028.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0069,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan  UM 1.1",,"Duderstadt, James J.",,11/19/1989 0:00,2015,11/19/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Michigan  UM 1.1 | \9811_0001\data\Speeches\JJDS4a\jjd1029.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0070,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Add-Ins 1.0",,"Duderstadt, James J.",,12/25/1988 0:00,2015,12/25/1988 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Add-Ins 1.0 | \9811_0001\data\Speeches\JJDS4a\jjd1030.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0071,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Add-ins 2.0",,"Duderstadt, James J.",,11/23/1989 0:00,2015,11/23/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Add-ins 2.0 | \9811_0001\data\Speeches\JJDS4a\jjd1031.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0072,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Crossroads 1.0",,"Duderstadt, James J.",,10/14/1990 0:00,2015,10/14/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Crossroads 1.0 | \9811_0001\data\Speeches\JJDS5a\jjd1189.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0073,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Economy 1.0",,"Duderstadt, James J.",,7/2/1990 0:00,2015,7/2/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Economy 1.0 | \9811_0001\data\Speeches\JJDS4b\jjd1034.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
