alumID,type,addressID
804,birth,768
1026,birth,768
1474,birth,768
1523,birth,768
1810,birth,768
2102,birth,768
2129,birth,768
2303,birth,768
2331,birth,768
2399,birth,768
2536,birth,768
2591,birth,768
143,home,768
359,home,768
2102,home,768
2236,home,768
65,business,768
185,business,768
359,business,768
1908,business,768
2236,business,768
2425,business,768
2752,business,768
184,birth,769
2119,birth,770
2182,home,770
310,birth,771
551,birth,771
1300,birth,771
1353,birth,771
1826,birth,771
622,home,771
873,home,771
1300,home,771
1679,home,771
2192,home,771
294,business,771
1164,home,773
1661,birth,772
230,birth,773
1164,birth,773
2156,birth,773
2876,birth,773
566,home,773
2156,home,773
2876,home,773
68,business,773
824,business,773
1511,business,773
1786,birth,774
2809,birth,774
508,birth,774
715,birth,775
1276,birth,775
241,home,775
1276,home,775
2815,home,775
20,business,775
1330,business,775
1516,business,775
1280,birth,776
1289,birth,776
1731,birth,776
2425,birth,776
2642,birth,776
2425,home,776
2642,home,776
426,birth,777
520,birth,777
1068,birth,777
1330,birth,777
1342,birth,777
1659,birth,777
2445,birth,777
2464,birth,777
1068,home,777
1330,home,777
1744,home,777
2841,birth,778
146,business,779
2575,home,780
404,home,780
648,business,780
36,birth,780
124,birth,780
191,birth,780
199,birth,780
202,birth,780
205,birth,780
231,birth,780
281,birth,780
379,birth,780
404,birth,780
407,birth,780
413,birth,780
486,birth,780
521,birth,780
605,birth,780
628,birth,780
634,birth,780
678,birth,780
706,birth,780
755,birth,780
759,birth,780
785,birth,780
801,birth,780
806,birth,780
881,birth,780
882,birth,780
1006,birth,780
1008,birth,780
1016,birth,780
1038,birth,780
1084,birth,780
1085,birth,780
1151,birth,780
1157,birth,780
1175,birth,780
1182,birth,780
1196,birth,780
1220,birth,780
1219,birth,780
1252,birth,780
1318,birth,780
1392,birth,780
1416,birth,780
1427,birth,780
1445,birth,780
1506,birth,780
1508,birth,780
1509,birth,780
1528,birth,780
1535,birth,780
1570,birth,780
1631,birth,780
1643,birth,780
1744,birth,780
1686,birth,780
1863,birth,780
1868,birth,780
1928,birth,780
1930,birth,780
1992,birth,780
2044,birth,780
2061,birth,780
2072,birth,780
2128,birth,780
2138,birth,780
2171,birth,780
2200,birth,780
2223,birth,780
2225,birth,780
2278,birth,780
2281,birth,780
2340,birth,780
2341,birth,780
2352,birth,780
2362,birth,780
2402,birth,780
2474,birth,780
2523,birth,780
2559,birth,780
2542,birth,780
2709,birth,780
2772,birth,780
2783,birth,780
2807,birth,780
2812,birth,780
2825,birth,780
2855,birth,780
2934,birth,780
2942,birth,780
3047,birth,780
9,home,780
20,home,780
83,home,780
139,home,780
314,home,780
328,home,780
333,home,780
335,home,780
362,home,780
412,home,780
415,home,780
418,home,780
434,home,780
450,home,780
452,home,780
521,home,780
533,home,780
539,home,780
558,home,780
560,home,780
601,home,780
605,home,780
641,home,780
610,home,780
634,home,780
695,home,780
706,home,780
761,home,780
762,home,780
776,home,780
790,home,780
806,home,780
823,home,780
831,home,780
843,home,780
882,home,780
937,home,780
952,home,780
955,home,780
968,home,780
975,home,780
977,home,780
997,home,780
1001,home,780
1002,home,780
1005,home,780
1006,home,780
1008,home,780
1052,home,780
1058,home,780
1090,home,780
1108,home,780
1131,home,780
1142,home,780
1143,home,780
1148,home,780
1161,home,780
1165,home,780
1166,home,780
1196,home,780
1269,home,780
1274,home,780
1275,home,780
1289,home,780
1291,home,780
1318,home,780
1334,home,780
1343,home,780
1357,home,780
1362,home,780
1390,home,780
1393,home,780
1415,home,780
1427,home,780
1429,home,780
1432,home,780
1437,home,780
1445,home,780
1462,home,780
1477,home,780
1509,home,780
1530,home,780
1532,home,780
1596,home,780
1610,home,780
1629,home,780
1631,home,780
1637,home,780
1649,home,780
1650,home,780
1678,home,780
1712,home,780
1726,home,780
1768,home,780
1772,home,780
1812,home,780
1703,home,780
1705,home,780
1753,home,780
1828,home,780
1856,home,780
1883,home,780
1888,home,780
1894,home,780
1910,home,780
1928,home,780
1930,home,780
1932,home,780
1942,home,780
1976,home,780
1992,home,780
2006,home,780
2017,home,780
2019,home,780
2031,home,780
2067,home,780
2104,home,780
2125,home,780
2136,home,780
2151,home,780
2191,home,780
2224,home,780
2227,home,780
2278,home,780
2308,home,780
2310,home,780
2336,home,780
2340,home,780
2341,home,780
2352,home,780
2363,home,780
2387,home,780
2388,home,780
2392,home,780
2399,home,780
2442,home,780
2445,home,780
2463,home,780
2470,home,780
2496,home,780
2502,home,780
2523,home,780
2537,home,780
2552,home,780
2559,home,780
2594,home,780
2633,home,780
2646,home,780
2655,home,780
2663,home,780
2666,home,780
2674,home,780
2678,home,780
2709,home,780
2720,home,780
2724,home,780
2742,home,780
2752,home,780
2770,home,780
2775,home,780
2783,home,780
2807,home,780
2821,home,780
2822,home,780
2823,home,780
2825,home,780
2855,home,780
2902,home,780
2931,home,780
2934,home,780
2936,home,780
2951,home,780
2961,home,780
2968,home,780
2969,home,780
2979,home,780
3009,home,780
3019,home,780
3047,home,780
7,business,780
28,business,780
54,business,780
56,business,780
60,business,780
61,business,780
67,business,780
77,business,780
88,business,780
123,business,780
173,business,780
177,business,780
209,business,780
235,business,780
238,business,780
314,business,780
316,business,780
317,business,780
334,business,780
336,business,780
347,business,780
352,business,780
385,business,780
386,business,780
387,business,780
388,business,780
404,business,780
412,business,780
418,business,780
434,business,780
452,business,780
475,business,780
487,business,780
502,business,780
504,business,780
521,business,780
539,business,780
558,business,780
560,business,780
601,business,780
605,business,780
641,business,780
634,business,780
695,business,780
706,business,780
712,business,780
776,business,780
931,business,780
1052,business,780
1148,business,780
1166,business,780
1179,business,780
1289,business,780
1300,business,780
1347,business,780
1362,business,780
1376,business,780
1393,business,780
1509,business,780
1530,business,780
1550,business,780
1574,business,780
1611,business,780
1649,business,780
1677,business,780
1712,business,780
1772,business,780
1812,business,780
1753,business,780
1883,business,780
1888,business,780
1942,business,780
2019,business,780
2040,business,780
2067,business,780
2077,business,780
2081,business,780
2224,business,780
2227,business,780
2278,business,780
2336,business,780
2341,business,780
2363,business,780
2399,business,780
2463,business,780
2496,business,780
2502,business,780
2552,business,780
2559,business,780
2678,business,780
2698,business,780
2709,business,780
2742,business,780
2822,business,780
2855,business,780
2883,business,780
2934,business,780
2968,business,780
2984,business,780
3000,business,780
3009,business,780
3013,business,780
2928,home,780
2072,home,780
763,birth,781
1174,birth,781
763,home,781
763,business,781
2091,birth,782
1494,birth,783
2743,birth,784
1217,birth,785
1464,birth,785
1709,birth,785
2398,birth,785
2695,birth,785
472,birth,786
576,birth,786
577,birth,786
2289,birth,787
3002,birth,787
268,home,788
1460,home,788
2591,home,788
268,business,788
2023,home,789
1211,birth,790
353,birth,791
2461,home,791
311,business,792
295,birth,792
154,birth,792
261,birth,792
294,birth,792
302,birth,792
578,birth,792
691,birth,792
709,birth,792
710,birth,792
856,birth,792
985,birth,792
986,birth,792
1310,birth,792
1499,birth,792
1500,birth,792
1519,birth,792
1532,birth,792
1533,birth,792
2083,birth,792
2090,birth,792
2268,birth,792
2438,birth,792
2501,birth,792
2589,birth,792
2658,birth,792
2988,birth,792
7,home,792
261,home,792
302,home,792
691,home,792
803,home,792
985,home,792
1054,home,792
1077,home,792
1158,home,792
1310,home,792
1500,home,792
1533,home,792
1615,home,792
1826,home,792
1827,home,792
1851,home,792
2090,home,792
2215,home,792
2438,home,792
2501,home,792
2680,home,792
261,business,792
302,business,792
416,business,792
691,business,792
985,business,792
988,business,792
1158,business,792
1310,business,792
1455,business,792
1500,business,792
1533,business,792
1542,business,792
1784,business,792
1851,business,792
2711,business,792
2712,business,792
2770,business,792
5,birth,793
117,birth,793
254,birth,793
276,birth,793
351,birth,793
411,birth,793
732,birth,793
1061,birth,793
1140,birth,793
1141,birth,793
1237,birth,793
1254,birth,793
1400,birth,793
1708,birth,793
1735,birth,793
1718,birth,793
1765,birth,793
1836,birth,793
1948,birth,793
2224,birth,793
2291,birth,793
2387,birth,793
2446,birth,793
2615,birth,793
2770,birth,793
3013,birth,793
193,home,793
276,home,793
411,home,793
711,home,793
1061,home,793
1151,home,793
1358,home,793
1708,home,793
1836,home,793
1948,home,793
2082,home,793
2286,home,793
2355,home,793
47,business,793
133,business,793
193,business,793
276,business,793
411,business,793
1151,business,793
1227,business,793
1249,business,793
1836,business,793
2355,business,793
693,birth,794
664,birth,795
1148,birth,796
2692,home,797
666,birth,797
993,birth,797
1560,birth,797
666,home,797
791,home,797
1560,home,797
2884,home,797
2950,home,797
773,business,797
2884,business,797
1031,home,798
1054,birth,799
1077,birth,799
1224,birth,799
2866,birth,799
1224,home,799
233,birth,800
399,birth,800
1050,birth,800
2247,birth,800
399,home,800
961,home,800
1227,home,800
1238,home,800
1706,home,800
1796,home,800
399,business,800
782,business,801
1426,home,802
574,home,803
574,business,803
330,birth,804
663,birth,804
670,birth,804
767,birth,804
847,birth,804
2482,birth,804
1203,business,804
1770,business,804
2182,business,804
665,business,805
2769,business,805
1174,home,806
1069,birth,806
1837,birth,806
2047,birth,806
2065,birth,806
2209,birth,806
863,home,806
1069,home,806
1106,home,806
1668,home,806
2065,home,806
2120,home,806
2209,home,806
117,business,806
167,business,806
226,business,806
1106,business,806
1117,business,806
1726,business,806
135,birth,807
136,birth,807
1144,home,807
2147,birth,808
493,home,808
3005,home,808
493,business,808
3005,business,808
824,birth,809
826,birth,809
931,birth,809
3046,home,809
631,home,810
631,business,810
1553,birth,811
2690,home,812
28,birth,813
2865,birth,813
1901,birth,814
2898,birth,815
2898,home,815
1049,birth,816
2749,birth,817
21,birth,818
2024,birth,818
2075,birth,818
2334,birth,818
1600,home,818
2334,home,818
1618,birth,819
1216,birth,820
716,birth,821
1366,birth,821
1669,birth,821
1858,birth,821
1927,birth,821
1947,birth,821
2011,birth,821
2067,birth,821
2582,birth,821
2623,birth,821
2691,birth,821
2857,birth,821
2858,birth,821
769,home,821
1366,home,821
1669,home,821
1947,home,821
849,business,821
1947,business,821
2011,business,821
2857,business,821
102,birth,822
1959,birth,823
825,birth,824
935,birth,825
315,birth,826
944,birth,826
1202,birth,826
2240,birth,826
2382,birth,826
588,home,826
745,home,826
1202,home,826
2106,home,826
588,business,826
745,business,826
1726,birth,827
1960,birth,827
2915,birth,828
323,birth,829
6,birth,830
320,birth,830
1190,birth,830
2506,birth,830
320,home,830
1344,home,830
2506,home,830
320,business,830
2940,birth,831
2407,birth,832
2880,birth,832
2407,home,832
2880,home,832
361,birth,833
2048,birth,834
287,birth,835
91,birth,836
2101,birth,837
2623,home,838
172,birth,839
936,birth,839
1042,birth,839
1093,birth,839
1504,birth,839
172,home,839
2101,home,839
2283,home,839
2411,home,839
2510,home,839
172,business,839
2101,business,839
1561,birth,840
1676,birth,840
2470,birth,840
2515,birth,840
2813,birth,840
2928,birth,840
471,home,840
1561,home,840
1676,home,840
2515,home,840
2704,business,840
1063,birth,841
2848,birth,841
2965,birth,841
1542,home,841
2848,home,841
2708,business,841
19,birth,842
823,birth,842
2707,birth,842
2817,birth,842
487,home,842
2707,home,842
624,home,843
624,business,843
2404,birth,844
1432,birth,845
1233,business,846
1741,birth,847
2023,birth,848
1117,home,848
494,business,849
1646,birth,850
1646,home,850
2992,birth,851
2283,birth,852
1070,birth,853
1487,birth,853
1806,birth,853
1070,home,853
2558,home,853
32,business,853
2081,birth,854
222,birth,855
277,birth,856
1048,birth,856
2032,birth,856
2530,birth,856
2717,birth,856
2896,birth,856
2958,birth,856
3008,birth,856
107,home,856
109,home,856
110,home,856
1898,home,856
2314,home,856
2384,home,856
2468,home,856
2530,home,856
2314,business,856
1865,birth,857
233,home,857
1865,home,857
2700,birth,858
2010,birth,859
1490,birth,860
1447,birth,861
1784,birth,861
1447,home,861
1784,home,861
1520,home,862
2160,home,862
2599,home,862
82,birth,863
2233,birth,863
1370,birth,864
1520,birth,865
71,birth,866
461,birth,866
770,birth,866
2917,birth,866
1347,home,866
3020,birth,867
1885,birth,868
357,birth,869
1824,birth,870
2937,business,870
2802,birth,871
2802,home,871
1368,birth,872
965,birth,873
966,birth,873
1673,birth,873
965,home,873
966,home,873
1673,home,873
1240,birth,874
225,birth,875
2490,birth,875
513,home,875
1218,home,875
1595,home,875
1807,home,875
2490,home,875
2504,home,875
513,business,875
1218,business,875
359,birth,876
1143,birth,876
1227,birth,876
1471,birth,876
2293,birth,876
1471,home,876
2940,home,876
2850,business,876
1249,home,877
1605,business,879
2577,business,878
2852,birth,879
403,home,879
478,home,879
657,home,879
663,home,879
664,home,879
688,home,879
81,birth,879
170,birth,879
187,birth,879
226,birth,879
280,birth,879
318,birth,879
382,birth,879
390,birth,879
400,birth,879
412,birth,879
424,birth,879
457,birth,879
492,birth,879
494,birth,879
534,birth,879
564,birth,879
581,birth,879
592,birth,879
594,birth,879
598,birth,879
627,birth,879
658,birth,879
701,birth,879
733,birth,879
760,birth,879
781,birth,879
837,birth,879
874,birth,879
899,birth,879
910,birth,879
981,birth,879
982,birth,879
1032,birth,879
1040,birth,879
1057,birth,879
1112,birth,879
1116,birth,879
1131,birth,879
1133,birth,879
1184,birth,879
1191,birth,879
1199,birth,879
1201,birth,879
1235,birth,879
1261,birth,879
1266,birth,879
1317,birth,879
1323,birth,879
1325,birth,879
1344,birth,879
1357,birth,879
1358,birth,879
1360,birth,879
1377,birth,879
1422,birth,879
1442,birth,879
1454,birth,879
1477,birth,879
1562,birth,879
1640,birth,879
1641,birth,879
1779,birth,879
1805,birth,879
1809,birth,879
1813,birth,879
1825,birth,879
1683,birth,879
1693,birth,879
1703,birth,879
1748,birth,879
1755,birth,879
1828,birth,879
1861,birth,879
1882,birth,879
1923,birth,879
1925,birth,879
1937,birth,879
1967,birth,879
1977,birth,879
1984,birth,879
2003,birth,879
2018,birth,879
2039,birth,879
2043,birth,879
2046,birth,879
2150,birth,879
2157,birth,879
2148,birth,879
2162,birth,879
2175,birth,879
2184,birth,879
2189,birth,879
2203,birth,879
2206,birth,879
2210,birth,879
2217,birth,879
2218,birth,879
2264,birth,879
2267,birth,879
2274,birth,879
2276,birth,879
2301,birth,879
2315,birth,879
2348,birth,879
2357,birth,879
2364,birth,879
2377,birth,879
2391,birth,879
2420,birth,879
2447,birth,879
2480,birth,879
2489,birth,879
2538,birth,879
2552,birth,879
2556,birth,879
2563,birth,879
2565,birth,879
2586,birth,879
2592,birth,879
2610,birth,879
2617,birth,879
2618,birth,879
2639,birth,879
2674,birth,879
2673,birth,879
2697,birth,879
2699,birth,879
2748,birth,879
2764,birth,879
2778,birth,879
2794,birth,879
2873,birth,879
2916,birth,879
2922,birth,879
2921,birth,879
2931,birth,879
2945,birth,879
2987,birth,879
2995,birth,879
3007,birth,879
3037,birth,879
59,home,879
73,home,879
170,home,879
206,home,879
221,home,879
232,home,879
236,home,879
239,home,879
243,home,879
253,home,879
260,home,879
267,home,879
280,home,879
287,home,879
289,home,879
318,home,879
351,home,879
364,home,879
369,home,879
400,home,879
443,home,879
444,home,879
453,home,879
454,home,879
457,home,879
492,home,879
506,home,879
511,home,879
520,home,879
527,home,879
535,home,879
538,home,879
543,home,879
545,home,879
563,home,879
564,home,879
575,home,879
578,home,879
592,home,879
594,home,879
598,home,879
604,home,879
635,home,879
662,home,879
677,home,879
681,home,879
693,home,879
701,home,879
733,home,879
772,home,879
741,home,879
747,home,879
754,home,879
755,home,879
758,home,879
760,home,879
766,home,879
781,home,879
826,home,879
850,home,879
856,home,879
874,home,879
876,home,879
893,home,879
897,home,879
909,home,879
910,home,879
915,home,879
928,home,879
939,home,879
951,home,879
958,home,879
981,home,879
982,home,879
984,home,879
1021,home,879
1022,home,879
1026,home,879
1032,home,879
1037,home,879
1049,home,879
1057,home,879
1062,home,879
1064,home,879
1091,home,879
1093,home,879
1098,home,879
1099,home,879
1101,home,879
1113,home,879
1116,home,879
1119,home,879
1133,home,879
1184,home,879
1188,home,879
1189,home,879
1191,home,879
1199,home,879
1201,home,879
1213,home,879
1240,home,879
1235,home,879
1239,home,879
1245,home,879
1252,home,879
1262,home,879
1265,home,879
1283,home,879
1284,home,879
1285,home,879
1286,home,879
1298,home,879
1306,home,879
1320,home,879
1323,home,879
1324,home,879
1325,home,879
1338,home,879
1342,home,879
1363,home,879
1377,home,879
1392,home,879
1412,home,879
1422,home,879
1423,home,879
1438,home,879
1442,home,879
1483,home,879
1486,home,879
1493,home,879
1494,home,879
1496,home,879
1515,home,879
1521,home,879
1531,home,879
1535,home,879
1537,home,879
1544,home,879
1548,home,879
1555,home,879
1592,home,879
1599,home,879
1606,home,879
1627,home,879
1633,home,879
1640,home,879
1659,home,879
1660,home,879
1661,home,879
1663,home,879
1709,home,879
1787,home,879
1791,home,879
1813,home,879
1814,home,879
1825,home,879
1722,home,879
1755,home,879
1762,home,879
1831,home,879
1850,home,879
1858,home,879
1861,home,879
1868,home,879
1873,home,879
1879,home,879
1881,home,879
1884,home,879
1891,home,879
1892,home,879
1945,home,879
1951,home,879
1959,home,879
1960,home,879
1979,home,879
1984,home,879
1989,home,879
2018,home,879
2039,home,879
2043,home,879
2046,home,879
2058,home,879
2079,home,879
2091,home,879
2107,home,879
2124,home,879
2138,home,879
2142,home,879
2150,home,879
2162,home,879
2171,home,879
2172,home,879
2175,home,879
2185,home,879
2196,home,879
2211,home,879
2212,home,879
2217,home,879
2253,home,879
2261,home,879
2267,home,879
2274,home,879
2281,home,879
2291,home,879
2301,home,879
2315,home,879
2329,home,879
2344,home,879
2348,home,879
2357,home,879
2364,home,879
2370,home,879
2377,home,879
2391,home,879
2394,home,879
2409,home,879
2431,home,879
2433,home,879
2446,home,879
2447,home,879
2448,home,879
2453,home,879
2467,home,879
2480,home,879
2499,home,879
2507,home,879
2513,home,879
2521,home,879
2556,home,879
2565,home,879
2566,home,879
2567,home,879
2586,home,879
2593,home,879
2595,home,879
2610,home,879
2612,home,879
2618,home,879
2659,home,879
2664,home,879
2673,home,879
2694,home,879
2697,home,879
2699,home,879
2727,home,879
2750,home,879
2757,home,879
2764,home,879
2798,home,879
2800,home,879
2813,home,879
2838,home,879
2840,home,879
2852,home,879
2861,home,879
2869,home,879
2873,home,879
2877,home,879
2909,home,879
2916,home,879
2922,home,879
2921,home,879
2923,home,879
2930,home,879
2943,home,879
2957,home,879
2945,home,879
2965,home,879
2971,home,879
2977,home,879
2988,home,879
2995,home,879
2998,home,879
2999,home,879
3007,home,879
3014,home,879
3021,home,879
3036,home,879
3037,home,879
3041,home,879
3042,home,879
11,business,879
13,business,879
27,business,879
48,business,879
49,business,879
55,business,879
85,business,879
86,business,879
89,business,879
96,business,879
104,business,879
115,business,879
116,business,879
139,business,879
141,business,879
148,business,879
152,business,879
154,business,879
170,business,879
184,business,879
195,business,879
200,business,879
206,business,879
219,business,879
223,business,879
225,business,879
232,business,879
239,business,879
243,business,879
253,business,879
267,business,879
280,business,879
287,business,879
289,business,879
296,business,879
306,business,879
307,business,879
318,business,879
333,business,879
335,business,879
350,business,879
364,business,879
369,business,879
373,business,879
379,business,879
396,business,879
415,business,879
443,business,879
453,business,879
454,business,879
457,business,879
478,business,879
492,business,879
506,business,879
511,business,879
520,business,879
527,business,879
533,business,879
535,business,879
538,business,879
543,business,879
545,business,879
563,business,879
564,business,879
575,business,879
578,business,879
580,business,879
592,business,879
598,business,879
604,business,879
625,business,879
629,business,879
633,business,879
635,business,879
656,business,879
657,business,879
662,business,879
663,business,879
664,business,879
677,business,879
681,business,879
688,business,879
693,business,879
701,business,879
733,business,879
772,business,879
741,business,879
747,business,879
754,business,879
755,business,879
758,business,879
760,business,879
823,business,879
856,business,879
860,business,879
863,business,879
874,business,879
876,business,879
897,business,879
909,business,879
910,business,879
915,business,879
935,business,879
939,business,879
958,business,879
982,business,879
984,business,879
999,business,879
1001,business,879
1026,business,879
1032,business,879
1049,business,879
1061,business,879
1064,business,879
1091,business,879
1098,business,879
1101,business,879
1116,business,879
1171,business,879
1184,business,879
1187,business,879
1190,business,879
1197,business,879
1201,business,879
1202,business,879
1235,business,879
1239,business,879
1250,business,879
1260,business,879
1262,business,879
1284,business,879
1306,business,879
1345,business,879
1363,business,879
1374,business,879
1377,business,879
1423,business,879
1427,business,879
1483,business,879
1486,business,879
1494,business,879
1531,business,879
1537,business,879
1539,business,879
1555,business,879
1589,business,879
1627,business,879
1633,business,879
1735,business,879
1779,business,879
1781,business,879
1813,business,879
1824,business,879
1700,business,879
1722,business,879
1762,business,879
1831,business,879
1850,business,879
1858,business,879
1873,business,879
1879,business,879
1881,business,879
1884,business,879
1892,business,879
1937,business,879
1945,business,879
1951,business,879
1959,business,879
1989,business,879
1992,business,879
2003,business,879
2012,business,879
2016,business,879
2025,business,879
2039,business,879
2046,business,879
2065,business,879
2066,business,879
2079,business,879
2107,business,879
2120,business,879
2124,business,879
2138,business,879
2142,business,879
2157,business,879
2162,business,879
2169,business,879
2172,business,879
2185,business,879
2194,business,879
2212,business,879
2216,business,879
2217,business,879
2267,business,879
2274,business,879
2276,business,879
2291,business,879
2301,business,879
2310,business,879
2315,business,879
2322,business,879
2329,business,879
2340,business,879
2344,business,879
2348,business,879
2357,business,879
2364,business,879
2370,business,879
2377,business,879
2391,business,879
2394,business,879
2406,business,879
2407,business,879
2408,business,879
2409,business,879
2424,business,879
2433,business,879
2440,business,879
2453,business,879
2467,business,879
2473,business,879
2489,business,879
2499,business,879
2556,business,879
2567,business,879
2595,business,879
2618,business,879
2659,business,879
2664,business,879
2690,business,879
2694,business,879
2697,business,879
2699,business,879
2757,business,879
2764,business,879
2797,business,879
2800,business,879
2807,business,879
2820,business,879
2831,business,879
2837,business,879
2838,business,879
2839,business,879
2869,business,879
2873,business,879
2894,business,879
2922,business,879
2921,business,879
2923,business,879
2925,business,879
2930,business,879
2957,business,879
2945,business,879
2955,business,879
2988,business,879
3014,business,879
3037,business,879
655,birth,879
860,birth,879
2461,birth,880
2588,birth,880
3038,home,880
54,birth,881
1274,birth,881
1777,birth,881
2528,birth,881
2398,home,881
2336,birth,882
2669,birth,882
787,home,883
375,birth,883
444,birth,883
787,birth,883
1309,birth,883
1842,birth,883
1919,birth,883
375,home,883
596,home,883
1309,home,883
1842,home,883
2122,home,883
375,business,883
596,business,883
1309,business,883
1842,business,883
2732,birth,884
1347,birth,885
1782,birth,885
2799,birth,885
590,birth,886
2154,home,887
2688,birth,888
257,home,889
697,home,890
870,home,890
1063,home,890
290,business,890
2658,home,890
2804,home,890
2973,home,890
2658,business,890
2605,birth,891
1902,home,892
58,birth,893
2544,birth,893
2546,birth,893
2510,birth,894
1346,business,894
1339,home,895
999,home,896
2152,business,896
470,birth,897
470,home,897
137,business,898
1215,birth,899
1605,birth,899
475,birth,900
2466,birth,900
3012,birth,900
475,home,900
3012,home,900
1924,birth,901
713,birth,902
1168,birth,902
1169,birth,902
1908,birth,902
1991,birth,902
2195,birth,902
2196,birth,902
1908,home,902
2195,home,902
1045,business,902
2050,birth,903
2050,home,903
1745,birth,904
2385,birth,904
1745,home,904
1,birth,905
296,birth,906
2142,birth,906
2516,birth,906
2751,birth,906
296,home,906
1696,home,906
2516,home,906
429,birth,907
1628,birth,907
1628,home,907
1786,home,908
2669,home,908
488,birth,909
606,birth,909
685,birth,909
1569,birth,909
1783,birth,909
2394,birth,909
2652,birth,909
1569,home,909
142,business,910
2273,home,910
638,business,910
1040,business,910
2905,business,910
388,birth,911
12,birth,912
195,birth,912
372,birth,912
383,birth,912
552,birth,912
808,birth,912
811,birth,912
1034,birth,912
1106,birth,912
1142,birth,912
1655,birth,912
1656,birth,912
1913,birth,912
2120,birth,912
2124,birth,912
2742,birth,912
2753,birth,912
254,home,912
436,home,912
552,home,912
660,home,912
811,home,912
935,home,912
1175,home,912
1572,home,912
1741,home,912
1880,home,912
2753,home,912
99,business,912
254,business,912
295,business,912
383,business,912
435,business,912
436,business,912
552,business,912
811,business,912
1471,business,912
1447,business,912
1572,business,912
1673,business,912
1719,business,912
1741,business,912
1880,business,912
2282,business,912
2910,business,912
207,birth,913
1968,birth,913
19,home,913
2577,home,913
142,birth,914
2714,birth,915
1722,birth,916
550,birth,917
507,home,917
550,home,917
507,business,917
201,birth,918
2708,birth,918
201,home,918
2708,home,918
1022,birth,919
1851,birth,919
2817,home,920
2706,home,921
2768,business,922
2885,birth,923
2937,birth,923
2937,home,923
1817,birth,924
2092,birth,924
2595,birth,924
2680,birth,924
582,home,924
582,business,924
2216,birth,925
84,birth,926
2541,birth,927
2172,birth,928
179,birth,929
2577,birth,929
1650,birth,930
2943,birth,931
989,birth,932
16,home,932
757,birth,933
1976,birth,933
800,birth,934
2883,birth,934
371,home,934
2883,home,934
707,birth,935
181,birth,936
2056,birth,936
2439,birth,936
3023,birth,936
789,home,936
3023,home,936
3023,business,936
241,birth,937
304,birth,937
1462,birth,937
1946,birth,937
1996,birth,937
2033,birth,937
2034,birth,937
2219,birth,937
1996,home,937
241,business,937
215,birth,938
978,birth,938
2678,birth,938
3014,birth,938
978,home,938
168,business,938
2951,birth,939
2991,birth,939
2657,home,940
146,birth,940
183,birth,940
189,birth,940
206,birth,940
214,birth,940
374,birth,940
454,birth,940
570,birth,940
651,birth,940
689,birth,940
714,birth,940
717,birth,940
789,birth,940
838,birth,940
883,birth,940
890,birth,940
918,birth,940
930,birth,940
943,birth,940
984,birth,940
1014,birth,940
1024,birth,940
1052,birth,940
1075,birth,940
1108,birth,940
1172,birth,940
1203,birth,940
1236,birth,940
1255,birth,940
1271,birth,940
1420,birth,940
1424,birth,940
1433,birth,940
1505,birth,940
1548,birth,940
1600,birth,940
1617,birth,940
1619,birth,940
1639,birth,940
1642,birth,940
1666,birth,940
1818,birth,940
1729,birth,940
1839,birth,940
1847,birth,940
1846,birth,940
1848,birth,940
1876,birth,940
2104,birth,940
2275,birth,940
2279,birth,940
2285,birth,940
2294,birth,940
2302,birth,940
2325,birth,940
2365,birth,940
2381,birth,940
2421,birth,940
2505,birth,940
2518,birth,940
2569,birth,940
2587,birth,940
2716,birth,940
2758,birth,940
2828,birth,940
2842,birth,940
2879,birth,940
3045,birth,940
99,home,940
304,home,940
323,home,940
365,home,940
374,home,940
430,home,940
508,home,940
568,home,940
569,home,940
570,home,940
667,home,940
670,home,940
714,home,940
710,home,940
717,home,940
720,home,940
734,home,940
804,home,940
825,home,940
838,home,940
883,home,940
918,home,940
930,home,940
934,home,940
943,home,940
956,home,940
993,home,940
1162,home,940
1172,home,940
1173,home,940
1203,home,940
1205,home,940
1242,home,940
1243,home,940
1247,home,940
1255,home,940
1270,home,940
1271,home,940
1411,home,940
1420,home,940
1424,home,940
1433,home,940
1617,home,940
1619,home,940
1642,home,940
1643,home,940
1666,home,940
1818,home,940
1846,home,940
1986,home,940
1995,home,940
2001,home,940
2144,home,940
2174,home,940
2202,home,940
2233,home,940
2238,home,940
2279,home,940
2285,home,940
2302,home,940
2365,home,940
2367,home,940
2381,home,940
2450,home,940
2471,home,940
2508,home,940
2518,home,940
2535,home,940
2569,home,940
2588,home,940
2644,home,940
2652,home,940
2716,home,940
2732,home,940
2842,home,940
2866,home,940
2872,home,940
2879,home,940
2926,home,940
2946,home,940
2953,home,940
3015,home,940
3028,home,940
3045,home,940
80,business,940
82,business,940
101,business,940
105,business,940
131,business,940
144,business,940
188,business,940
218,business,940
323,business,940
430,business,940
508,business,940
568,business,940
570,business,940
667,business,940
670,business,940
714,business,940
710,business,940
717,business,940
720,business,940
734,business,940
804,business,940
825,business,940
934,business,940
943,business,940
966,business,940
1162,business,940
1172,business,940
1173,business,940
1205,business,940
1242,business,940
1243,business,940
1247,business,940
1255,business,940
1270,business,940
1411,business,940
1420,business,940
1433,business,940
1617,business,940
1786,business,940
1818,business,940
1866,business,940
1986,business,940
2001,business,940
2144,business,940
2365,business,940
2471,business,940
2508,business,940
2569,business,940
2588,business,940
2652,business,940
2657,business,940
